日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2010年6月2日,前場,9620,9770,9600,9750,48288,466612830
2010年6月2日,後場,9720,9730,9550,9610,51292,493259550
2010年6月3日,前場,9790,9890,9770,9870,37434,367891540
2010年6月3日,後場,9880,9950,9870,9940,42853,424403830
2010年6月4日,前場,9900,9970,9900,9920,32734,325018950
2010年6月4日,後場,9940,9950,9860,9930,32052,317538190
2010年6月7日,前場,9630,9640,9490,9500,52560,502815240
2010年6月7日,後場,9520,9560,9500,9510,46176,440128540
2010年6月8日,前場,9440,9580,9420,9550,41424,393369830
2010年6月8日,後場,9550,9590,9510,9530,32000,305346140
2010年6月9日,前場,9460,9490,9390,9440,33120,312898570
2010年6月9日,後場,9420,9480,9370,9480,49809,469315530
2010年6月10日,前場,9500,9510,9440,9460,18557,175768590
2010年6月10日,後場,9480,9550,9470,9530,20973,199508710
2010年6月11日,前場,9720,9770,9700,9730,28215,274551390
2010年6月11日,後場,9690,9720,9660,9710,25341,245744900
2010年6月14日,前場,9830,9880,9820,9850,19912,196072810
2010年6月14日,後場,9870,9890,9840,9880,17855,176171410
2010年6月15日,前場,9840,9870,9820,9860,13794,135808460
2010年6月15日,後場,9870,9910,9840,9840,22490,222217720
2010年6月16日,前場,10040,10060,10030,10040,17349,174256620
2010年6月16日,後場,10040,10110,10030,10090,34443,346969570
2010年6月17日,前場,10000,10050,10000,10020,16607,166431640
2010年6月17日,後場,10020,10020,9980,10010,22405,224026920
2010年6月18日,前場,10040,10040,9980,9990,17860,178769520
2010年6月18日,後場,10010,10020,9960,10000,20616,206016010
2010年6月21日,前場,10120,10190,10100,10160,34933,354584270
2010年6月21日,後場,10200,10250,10190,10230,30554,312286400
2010年6月22日,前場,10140,10180,10120,10170,21577,219046640
2010年6月22日,後場,10160,10160,10100,10110,21692,219634870
2010年6月23日,前場,9960,9970,9920,9940,20119,200148450
2010年6月23日,後場,9920,9960,9900,9900,20719,205642600
2010年6月24日,前場,9900,9950,9890,9930,15535,154021940
2010年6月24日,後場,9960,10010,9900,9910,24743,246399270
2010年6月25日,前場,9770,9790,9730,9780,20936,204377050
2010年6月25日,後場,9760,9770,9690,9740,33440,325155680
2010年6月28日,前場,9760,9770,9670,9700,23463,227979120
2010年6月28日,後場,9700,9720,9680,9690,18112,175577510
2010年6月29日,前場,9720,9770,9700,9740,21516,209503310
2010年6月29日,後場,9690,9690,9540,9550,55739,535059050
2010年6月30日,前場,9380,9400,9340,9360,33154,310728070
2010年6月30日,後場,9380,9420,9350,9360,40560,380489120
2010年7月1日,前場,9280,9300,9190,9200,43442,401639860
2010年7月1日,後場,9170,9220,9140,9180,39293,360762310
2010年7月2日,前場,9230,9250,9150,9240,40428,371964890
2010年7月2日,後場,9210,9250,9170,9210,31708,291835410
2010年7月5日,前場,9230,9260,9200,9230,19236,177562660
2010年7月5日,後場,9240,9280,9240,9260,20318,188082130
2010年7月6日,前場,9140,9190,9080,9190,34177,311868540
2010年7月7日,前場,9300,9330,9240,9250,36914,342838760
2010年7月7日,後場,9250,9290,9210,9290,32060,296715130
2010年7月8日,前場,9520,9540,9490,9530,34788,331041840
2010年7月8日,後場,9530,9550,9490,9540,25176,239675410
2010年7月9日,前場,9550,9590,9510,9540,32665,311870720
2010年7月9日,後場,9570,9610,9560,9580,28112,269368770
2010年7月12日,前場,9540,9640,9530,9590,25003,239585670
2010年7月12日,後場,9610,9640,9530,9550,26399,252786240
2010/7/13,前場,9595,9630,9560,9585,198951,
2010/7/13,後場,9540,9545,9495,9525,218910,
2010/7/14,前場,9740,9810,9740,9795,237484,
2010/7/14,後場,9805,9810,9760,9795,158808,
2010/7/15,前場,9715,9715,9665,9695,195634
2010/7/15,後場,9720,9730,9660,9675,175729
2010/7/16,前場,9610,9640,9510,9525,271180
2010/7/16,後場,9490,9490,9380,9405,319796
2010/7/20,前場,9250,9340,9240,9290,212100
2010/7/20,後場,9340,9380,9275,9295,238616
2010/7/21,前場,9390,9400,9295,9320,216012
2010/7/21,後場,9275,9305,9220,9275,232742
2010/7/22,前場,9225,9255,9185,9205,248233
2010/7/22,後場,9180,9235,9170,9200,232965
2010/7/23,前場,9420,9425,9360,9380,184808
2010/7/23,後場,9380,9475,9370,9430,251551
2010/7/26,前場,9530,9560,9515,9550,191503
2010/7/26,後場,9530,9535,9485,9495,151226
2010/7/27,前場,9505,9540,9475,9515,189451
2010/7/27,後場,9510,9535,9480,9505,175698
2010/7/28,前場,9630,9690,9625,9675,240757
2010/7/28,後場,9730,9760,9695,9730,220096
2010/7/29,前場,9650,9700,9640,9700,136005
2010/7/29,後場,9715,9735,9665,9695,170378
2010/7/30,前場,9650,9655,9540,9550,254634
2010/7/30,後場,9500,9580,9495,9535,208972
2010/8/2,前場,9575,9680,9570,9650,250811
2010/8/2,後場,9670,9680,9540,9560,281805
2010/8/3,前場,9730,9750,9670,9690,218909
2010/8/3,後場,9645,9700,9625,9675,259157
2010/8/4,前場,9605,9605,9500,9550,309480
2010/8/4,後場,9525,9530,9470,9495,245669
2010/8/5,前場,9665,9685,9600,9605,266709
2010/8/5,後場,9580,9655,9570,9620,221957
2010/8/6,前場,9550,9625,9535,9625,204042
2010/8/6,後場,9635,9665,9590,9655,222127
2010/8/9,前場,9515,9570,9505,9530,214869
2010/8/9,後場,9535,9570,9520,9555,143702
2010/8/10,前場,9620,9670,9600,9620,35229
2010/8/10,後場,9560,9570,9500,9540,74938
2010/8/11,前場,9425,9445,9300,9320,333846
2010/8/11,後場,9330,9335,9275,9275,220784
2010/8/12,前場,9120,9155,9090,9100,260390
2010/8/12,後場,9055,9215,9050,9190,312553
2010/8/13,前場,9205,9225,9150,9180,244165
2010/8/13,後場,9210,9275,9205,9265,208997
2010/8/16,前場,9130,9170,9085,9170,234810
2010/8/16,後場,9180,9205,9150,9180,185084
2010/8/17,前場,9070,9145,9070,9120,226701
2010/8/17,後場,9140,9190,9135,9165,211118
2010/8/18,前場,9250,9270,9145,9195,288990
2010/8/18,後場,9170,9280,9165,9235,262589
2010/8/19,前場,9230,9335,9230,9335,268469
2010/8/19,後場,9325,9380,9300,9365,285168
2010/8/20,前場,9210,9285,9190,9250,245256
2010/8/20,後場,9230,9235,9155,9160,284513
2010/8/23,前場,9130,9170,9090,9130,212784
2010/8/23,後場,9100,9130,9080,9100,176341
2010/8/24,前場,9015,9045,8975,9000,246772
2010/8/24,後場,9040,9070,8960,8975,251892
2010/8/25,前場,8895,8925,8870,8890,247208
2010/8/25,後場,8920,8945,8795,8815,343114
2010/8/26,前場,8890,8900,8825,8860,210104
2010/8/26,後場,8865,8910,8855,8895,216188
2010/8/27,前場,8805,8865,8805,8825,208832
2010/8/27,後場,8870,9025,8865,8980,370381
2010/8/30,前場,9175,9285,9155,9265,281768
2010/8/30,後場,9205,9210,9115,9130,340761
2010/8/31,前場,8995,9010,8905,8915,291176
2010/8/31,後場,8915,8925,8795,8805,298593
2010/9/1,前場,8820,8890,8795,8865,302431
2010/9/1,後場,8905,8935,8890,8925,257767
2010/9/2,前場,9085,9090,9000,9045,237804
2010/9/2,後場,8995,9070,8955,9040,326464
2010/9/3,前場,9105,9145,9080,9100,241377
2010/9/3,後場,9075,9120,9045,9100,245548
2010/9/6,前場,9210,9260,9170,9255,272364
2010/9/6,後場,9250,9310,9225,9285,265977
2010/9/7,前場,9220,9315,9215,9285,225349
2010/9/7,後場,9260,9285,9205,9220,234263
2010/9/8,前場,9085,9105,9010,9045,277651
2010/9/8,後場,9030,9040,8995,9020,225120
2010/9/9,前場,9070,9080,9010,9035,82131
2010/9/9,後場,9030,9065,9005,9030,88273
2010/9/10,前場,9090,9240,9080,9220,313306
2010/9/10,後場,9175,9195,9135,9170,288998
2010/9/13,前場,9300,9345,9265,9280,248100
2010/9/13,後場,9300,9335,9250,9255,212910
2010/9/14,前場,9260,9280,9200,9250,261129090
2010/9/14,後場,9220,9270,9210,9250,248088240
2010/9/15,前場,9190,9440,9140,9410,565834
2010/9/15,後場,9500,9535,9455,9465,445249
2010/9/16,前場,9570,9575,9470,9500,273212
2010/9/16,後場,9465,9485,9425,9435,272829
2010/9/17,前場,9550,9550,9500,9520,203818
2010/9/17,後場,9570,9595,9540,9575,225965
2010/9/21,前場,9630,9645,9590,9620,191184
2010/9/21,後場,9580,9590,9525,9535,224122
2010/9/22,前場,9505,9575,9490,9550,237882
2010/9/22,後場,9540,9560,9510,9525,183735
2010/9/24,前場,9360,9415,9360,9395,164695
2010/9/24,後場,9390,9560,9370,9405,431038
2010/9/27,前場,9505,9545,9485,9540,187972
2010/9/27,後場,9515,9565,9505,9545,192674
2010/9/28,前場,9520,9555,9515,9535,145559
2010/9/28,後場,9540,9555,9470,9500,177654
2010/9/29,前場,9535,9610,9500,9555,339964
2010/9/29,後場,9570,9600,9550,9565,216871
2010/9/30,前場,9560,9570,9485,9495,188084
2010/9/30,後場,9500,9520,9370,9380,321692
2010/10/1,前場,9460,9480,9400,9450,231283
2010/10/1,後場,9445,9465,9355,9375,331118
2010/10/4,前場,9410,9520,9380,9500,263422
2010/10/4,後場,9460,9470,9350,9365,316878
2010/10/5,前場,9345,9400,9335,9385,213152
2010/10/5,後場,9380,9540,9340,9525,487032
2010/10/6,前場,9590,9665,9570,9645,339012
2010/10/6,後場,9635,9700,9635,9695,305976
2010/10/7,前場,9650,9725,9645,9705,243775
2010/10/7,後場,9710,9715,9650,9685,171980
2010/10/8,前場,9650,9680,9630,9650,186310
2010/10/8,後場,9665,9675,9580,9590,168934
2010/10/12,前場,9640,9650,9490,9505,262908
2010/10/12,後場,9505,9510,9380,9395,281253
2010/10/13,前場,9475,9510,9425,9465,221810
2010/10/13,後場,9470,9475,9390,9410,199987
2010/10/14,前場,9510,9610,9480,9575,271121
2010/10/14,後場,9545,9620,9525,9570,294123
2010/10/15,前場,9550,9555,9480,9515,194253
2010/10/15,後場,9535,9560,9480,9525,207820
2010/10/18,前場,9525,9565,9510,9545,146573
2010/10/18,後場,9525,9535,9470,9490,143688
2010/10/19,前場,9495,9580,9485,9545,198709
2010/10/19,後場,9550,9560,9505,9535,174372
2010/10/20,前場,9410,9415,9310,9340,331712
2010/10/20,後場,9370,9400,9360,9380,182895
2010/10/21,前場,9445,9490,9330,9395,422989
2010/10/21,後場,9355,9390,9345,9370,140397
2010/10/22,前場,9415,9435,9390,9410,146580
2010/10/22,後場,9415,9460,9415,9430,139689
2010/10/25,前場,9440,9460,9390,9400,147903
2010/10/25,後場,9415,9450,9395,9430,184421
2010/10/26,前場,9400,9415,9365,9390,146951
2010/10/26,後場,9375,9465,9365,9370,225561
2010/10/27,前場,9430,9460,9410,9440,218559
2010/10/27,後場,9425,9430,9330,9400,279807
2010/10/28,前場,9370,9400,9355,9380,156905
2010/10/28,後場,9370,9420,9350,9370,202822
2010/10/29,前場,9325,9340,9190,9200,269955
2010/10/29,後場,9180,9240,9175,9185,170197
2010/11/1,前場,9170,9280,9155,9180,278919
2010/11/1,後場,9200,9220,9130,9150,158735
2010/11/2,前場,9140,9170,9125,9145,170542
2010/11/2,後場,9140,9175,9125,9170,138957
2010/11/4,前場,9290,9380,9285,9370,238592
2010/11/4,後場,9335,9360,9330,9360,150433
2010/11/5,前場,9525,9620,9525,9620,318498
2010/11/5,後場,9610,9690,9600,9640,235383
2010/11/8,前場,9700,9740,9685,9725,212978
2010/11/8,後場,9720,9740,9685,9730,164800
2010/11/9,前場,9670,9725,9655,9695,191941
2010/11/9,後場,9680,9700,9675,9690,142750
2010/11/10,前場,9755,9845,9745,9810,273071
2010/11/10,後場,9810,9830,9760,9815,220600
2010/11/11,前場,9880,9885,9840,9865,178094
2010/11/11,後場,9870,9885,9835,9865,143085
2010/11/12,前場,9805,9855,9780,9785,212729
2010/11/12,後場,9755,9780,9725,9735,241455
2010/11/15,前場,9810,9810,9745,9795,216886
2010/11/15,後場,9785,9840,9770,9830,174064
2010/11/16,前場,9900,9915,9800,9805,300848
2010/11/16,後場,9825,9860,9775,9785,248304
2010/11/17,前場,9710,9770,9700,9745,214346
2010/11/17,後場,9755,9830,9745,9825,209834
2010/11/18,前場,9825,9930,9800,9870,254893
2010/11/18,後場,9910,10015,9905,9990,322545
2010/11/19,前場,10135,10140,10070,10085,194397
2010/11/19,後場,10060,10080,10020,10045,197689
2010/11/22,前場,10145,10150,10090,10125,157137
2010/11/22,後場,10120,10165,10110,10120,141852
2010/11/24,前場,9940,10065,9900,10045,316134
2010/11/24,後場,10020,10070,10010,10050,163445
2010/11/25,前場,10105,10110,10040,10070,186410
2010/11/25,後場,10075,10125,10070,10085,177269
2010/11/26,前場,10080,10140,10065,10090,169975
2010/11/26,後場,10095,10110,10040,10055,143421
2010/11/29,前場,10085,10155,10045,10065,270128
2010/11/29,後場,10100,10155,10095,10125,204570
2010/11/30,前場,10065,10110,10060,10080,177439
2010/11/30,後場,10030,10030,9935,9950,408718
2010/12/1,前場,9945,9970,9915,9935,225378
2010/12/1,後場,9925,10010,9925,10005,176716
2010/12/2,前場,10190,10205,10145,10170,127348
2010/12/2,後場,9925,10010,9925,10005,176716
2010/12/3,前場,10240,10255,10180,10190,180554
2010/12/3,後場,10185,10200,10155,10195,137377
2010/12/6,前場,10175,10185,10140,10150,121012
2010/12/6,後場,10150,10180,10145,10175,97000
2010/12/7,前場,10160,10165,10095,10105,172174
2010/12/7,後場,10120,10170,10115,10150,145574
2010/12/8,前場,10210,10270,10180,10210,231356
2010/12/8,後場,10210,10255,10205,10235,163048
2010/12/9,前場,10290,10300,10245,10260,116859
2010/12/9,後場,10245,10295,10245,10290,97817
2010/12/10,前場,10250,10330,10180,10225,350972
2010/12/10,後場,10230,10245,10195,10220,121280
2010/12/13,前場,10205,10220,10195,10210,122211
2010/12/13,後場,10220,10290,10215,10275,162048
2010/12/14,前場,10265,10320,10260,10290,169012
2010/12/14,後場,10290,10310,10270,10310,117617
2010/12/15,前場,10310,10335,10295,10310,140185
2010/12/15,後場,10290,10320,10270,10300,150151
2010/12/16,前場,10300,10310,10280,10305,140233
2010/12/16,後場,10300,10350,10290,10305,170988
2010/12/17,前場,10305,10320,10290,10300,125674
2010/12/17,後場,10300,10305,10280,10300,96110
2010/12/20,前場,10280,10295,10260,10260,99059
2010/12/20,後場,10215,10230,10175,10225,211489
2010/12/21,前場,10275,10285,10260,10280,107078
2010/12/21,後場,10340,10370,10335,10350,223213
2010/12/22,前場,10350,10390,10345,10380,137734
2010/12/22,後場,10385,10385,10320,10330,143964
2010/12/24,前場,10260,10280,10255,10270,88063
2010/12/24,後場,10270,10285,10260,10285,41561
2010/12/27,前場,10300,10335,10290,10335,83095
2010/12/27,後場,10360,10375,10345,10350,89611
2010/12/28,前場,10325,10340,10310,10320,81988
2010/12/28,後場,10310,10320,10290,10320,90691
2010/12/29,前場,10285,10320,10280,10315,90877
2010/12/29,後場,10330,10360,10330,10355,102992
2010/12/30,前場,10310,10320,10205,10220,170644
2010/12/30,後場,10220,10265,10200,10210,129654
2011/1/4,前場,10345,10390,10330,10380,196958
2011/1/4,後場,10390,10415,10375,10385,125803
2011/1/5,前場,10380,10415,10365,10385,149781
2011/1/5,後場,10380,10390,10360,10380,114914
2011/1/6,前場,10505,10525,10500,10510,173919
2011/1/6,後場,10510,10535,10505,10515,108999
2011/1/7,前場,10500,10525,10500,10510,103159
2011/1/7,後場,10520,10560,10515,10550,138466
2011/1/11,前場,10480,10530,10475,10510,178404
2011/1/11,後場,10525,10540,10500,10515,120893
2011/1/12,前場,10555,10575,10550,10560,141607
2011/1/12,後場,10555,10565,10500,10515,167164
2011/1/13,前場,10595,10620,10580,10580,166234
2011/1/13,後場,10570,10600,10560,10570,138121
2011/1/14,前場,10565,10580,10525,10560,197170
2011/1/14,後場,10555,10560,10495,10510,164732
2011/1/17,前場,10550,10565,10530,10535,140358
2011/1/17,後場,10510,10515,10480,10505,168805
2011/1/18,前場,10470,10530,10450,10525,195450
2011/1/18,後場,10540,10550,10505,10515,119948
2011/1/19,前場,10565,10585,10530,10540,193296
2011/1/19,後場,10550,10575,10535,10565,110615
2011/1/20,前場,10500,10505,10430,10445,204648
2011/1/20,後場,10435,10450,10420,10435,171735
