Date,Open,High,Low,Close,Volume,Value
2015-10-21 16:30:00,18460,18595,18420,18490,291041,5391270575
2015-10-22 09:00:00,18435,18585,18375,18450,351774,6502394515
2015-10-22 16:30:00,18475,18885,18450,18815,373477,6975563170
2015-10-23 09:00:00,18900,18930,18800,18800,444125,8377699070
2015-10-23 16:30:00,18805,19140,18755,19120,494780,9389899310
2015-10-26 09:00:00,19075,19100,18915,18940,341151,6492215420
2015-10-26 16:30:00,18915,19040,18880,19005,275194,5217088615
2015-10-27 09:00:00,18970,18970,18760,18835,375167,7072928195
2015-10-27 16:30:00,18840,18860,18765,18825,264858,4981003680
2015-10-28 09:00:00,18850,18940,18820,18925,330426,6239941040
2015-10-28 16:30:00,18925,19045,18870,19040,246595,4674434325
2015-10-29 09:00:00,19080,19095,18815,18900,457791,8671367050
2015-10-29 16:30:00,18915,18970,18840,18920,289335,5471034935
2015-10-30 09:00:00,18920,19220,18720,19090,760143,14440923080
2015-10-30 16:30:00,19060,19085,18870,18915,353341,6699443965
2015-11-02 09:00:00,18830,18865,18640,18740,439186,8229325067
2015-11-03 16:30:00,18715,18915,18710,18915,219316,4128330370
2015-11-04 09:00:00,19020,19185,18880,18895,495491,9436726590
2015-11-04 16:30:00,18935,19135,18925,19100,330078,6285701245
2015-11-05 09:00:00,19040,19190,19000,19140,405359,7744397530
2015-11-05 16:30:00,19155,19350,19110,19260,428525,8243049856
2015-11-06 09:00:00,19200,19300,19170,19260,340264,6542908665
2015-11-06 16:30:00,19270,19490,19225,19425,508464,9845627235
2015-11-09 09:00:00,19420,19700,19420,19620,536500,10512054323
2015-11-09 16:30:00,19645,19660,19380,19405,348835,6818173915
2015-11-10 09:00:00,19450,19700,19445,19700,478995,9374891698
2015-11-10 16:30:00,19700,19775,19555,19660,433278,8513997960
2015-11-11 09:00:00,19605,19740,19605,19740,432163,8504758903
2015-11-11 16:30:00,19745,19790,19675,19745,294131,5806703171
2015-11-12 09:00:00,19630,19735,19600,19680,395358,7780719592
2015-11-12 16:30:00,19695,19725,19505,19520,459004,8999223485
2015-11-13 09:00:00,19505,19635,19385,19625,553847,10811422895
2015-11-13 16:30:00,19600,19625,19430,19545,466980,9113859555
2015-11-16 09:00:00,19250,19460,19235,19410,421714,8173849920
2015-11-16 16:30:00,19445,19610,19440,19600,413207,8075270870
2015-11-17 09:00:00,19665,19740,19630,19680,369537,7275044900
2015-11-17 16:30:00,19655,19845,19630,19815,392974,7756334740
2015-11-18 09:00:00,19790,19850,19650,19690,391067,7727441245
2015-11-18 16:30:00,19700,19835,19670,19820,360230,7120093495
2015-11-19 09:00:00,19880,19970,19760,19880,597240,11878059640
2015-11-19 16:30:00,19900,19930,19805,19855,330042,6561416505
2015-11-20 09:00:00,19815,19900,19720,19890,362161,7169465465
2015-11-23 16:30:00,19890,19945,19860,19920,288119,5736913870
2015-11-24 09:00:00,19900,19970,19835,19965,289482,5760442810
2015-11-24 16:30:00,19975,19985,19765,19845,466937,9273237205
2015-11-25 09:00:00,19865,19885,19790,19850,304623,6043726225
2015-11-25 16:30:00,19845,19935,19815,19935,239543,4763809335
2015-11-26 09:00:00,19935,20005,19930,19945,289627,5784598320
2015-11-26 16:30:00,19955,20015,19925,20000,135383,2704977280
2015-11-27 09:00:00,20000,20010,19835,19860,328605,6542979510
2015-11-27 16:30:00,19830,19895,19790,19870,211261,4193599985
2015-11-30 09:00:00,19870,19890,19710,19750,375379,7430157390
2015-11-30 16:30:00,19780,19885,19725,19785,251232,4978764140
2015-12-01 09:00:00,19830,20035,19810,20020,420749,8387377785
2015-12-01 16:30:00,20010,20020,19955,19975,252693,5049745575
2015-12-02 09:00:00,19960,19995,19925,19950,275636,5502203680
2015-12-02 16:30:00,19965,20005,19950,19975,208816,4171721165
2015-12-03 09:00:00,19900,19975,19865,19940,352413,7018962975
2015-12-03 16:30:00,19930,19980,19550,19595,685140,13580137105
2015-12-04 09:00:00,19595,19660,19435,19460,552310,10791458670
2015-12-04 16:30:00,19500,19660,19385,19640,634621,12392392605
2015-12-07 09:00:00,19730,19815,19675,19750,323109,6383304630
2015-12-07 16:30:00,19755,19805,19635,19660,355140,7008219540
2015-12-08 09:00:00,19720,19775,19440,19490,481105,9412428750
2015-12-08 16:30:00,19510,19520,19240,19380,559966,10851747040
2015-12-09 09:00:00,19395,19475,19255,19295,476781,9224024585
2015-12-09 16:30:00,19345,19365,18950,18950,552489,10620497210
2015-12-10 09:00:00,19065,19130,19020,19030,179396,3421031055
2015-12-10 16:30:00,19020,19140,18950,19105,423757,8074805600
2015-12-11 09:00:00,18985,19260,18970,19215,425627,8158004250
2015-12-11 16:30:00,19190,19195,18590,18645,854250,16111064055
2015-12-14 09:00:00,18750,18885,18560,18840,659111,12352064421
2015-12-14 16:30:00,18920,18960,18505,18700,837737,15689888445
2015-12-15 09:00:00,18840,18875,18525,18550,522658,9767653786
2015-12-15 16:30:00,18605,18930,18490,18925,526617,9867038495
2015-12-16 09:00:00,18855,19085,18840,19085,444914,8427912958
2015-12-16 16:30:00,19070,19190,19050,19135,406021,7768467458
2015-12-17 09:00:00,19405,19485,19290,19340,554207,10751176102
2015-12-17 16:30:00,19350,19520,19330,19360,408517,7935635715
2015-12-18 09:00:00,19300,19880,18940,18950,1138988,22007630800
2015-12-18 16:30:00,19010,19010,18755,18830,603064,11367461640
2015-12-21 09:00:00,18825,18960,18610,18840,527144,9891067425
2015-12-21 16:30:00,18850,18925,18690,18790,361971,6817464855
2015-12-22 09:00:00,18890,18920,18790,18870,295798,5579648807
2015-12-23 16:30:00,18870,18875,18675,18820,377909,7092939205
2015-12-24 09:00:00,19060,19060,18750,18810,326938,6179420229
2015-12-24 16:30:00,18800,18855,18700,18820,158397,2975330900
2015-12-25 09:00:00,18800,18850,18710,18720,164514,3087539521
2015-12-25 16:30:00,18725,18765,18725,18765,13565,254224076
2015-12-28 09:00:00,18830,18920,18755,18900,274096,5163055575
2015-12-28 16:30:00,18905,18945,18810,18815,178603,3368750010
2015-12-29 09:00:00,18850,18990,18770,18980,265560,5017361437
2015-12-29 16:30:00,18990,19110,18970,19105,188222,3587799645
2015-12-30 09:00:00,19070,19105,18980,18990,233708,4452111525
