,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247  ※当社の先物手口情報は「日中取引（夜間取引、スプレッド市場を除く）」を対象に、  「立会内取引」だけではなく「立会外取引」の枚数も集計しております。このため、「立会外取引」のみを集計している当社以外の手口情報と枚数が  一致しない場合がございます。予めご了承下さい。  ※手口は上位20社のみを表示しています。  売り買い片方の手口が上位20社に入り、片方が上位20社に入らなかった場合には、  入らなかった方を「－」と表示し、差し引きの計算には「－」を「0枚」に置き換えて算出しております。  OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247  ※当社の先物手口情報は「日中取引（夜間取引、スプレッド市場を除く）」を対象に、  「立会内取引」だけではなく「立会外取引」の枚数も集計しております。このため、「立会外取引」のみを集計している当社以外の手口情報と枚数が  一致しない場合がございます。予めご了承下さい。  ※手口は上位20社のみを表示しています。  売り買い片方の手口が上位20社に入り、片方が上位20社に入らなかった場合には、  入らなかった方を「－」と表示し、差し引きの計算には「－」を「0枚」に置き換えて算出しております。  OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。.1,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247,Unnamed: 3,本日の先物取引情報 ( 7月25日分 ),証券会社名,225 9月限,Unnamed: 7,TOPIX 9月限,Unnamed: 9,225ミニ 9月限,SELL,BUY,NET,Unnamed: 14,SELL.1,BUY.1,NET.1,Unnamed: 18,SELL.2,BUY.2,NET.2,ＪＰモルガン,92,1135,1043,Unnamed: 26,1082,1409,327,Unnamed: 30,3037,1539,-1498,ＭＳＭ,1365,1727,362,Unnamed: 38,1052,2986,1934,Unnamed: 42,4567,7825,3258,ＡＢＮアムロ,7839,8155,316,Unnamed: 50,8450,8436,-14,Unnamed: 54,143107,139469,-3638,ＨＳＢＣ,-,245,245.1,Unnamed: 62,-.1,792,792.1,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,野村,1579,1795,216,Unnamed: 74,1461,1572,111,Unnamed: 78,2314,4223,1909,ソシエテ,6669,6872,203,Unnamed: 86,8976,9138,162,Unnamed: 90,89844,90513,669,メリルリンチ,3680,3874,194,Unnamed: 98,5778,5626,-152,Unnamed: 102,36143,38535,2392,ドイツ,353,513,160,Unnamed: 110,1334,577,-757,Unnamed: 114,1603,2753,1150,大和,28,151,123,Unnamed: 122,669.1,990,321,Unnamed: 126,1388,1381,-7,岡三,278,362.1,84,Unnamed: 134,363,246,-117,Unnamed: 138,6433,5985,-448,ＧＭＯクリック,212,269,57,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,3419,3245,-174,シティＧ,50,49,-1,Unnamed: 158,1054,438,-616,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,日産,241,205,-36,Unnamed: 170,165,129,-36.1,Unnamed: 174,-.2,1987,1987.1,ＵＢＳ,254,204,-50,Unnamed: 182,1080,205.1,-875,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,カブドットコム,419,368,-51,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,9152,9023,-129,松井,385,330,-55,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,16668,15989,-679,ＢＮＰパリバ,301,234,-67,Unnamed: 218,649,639,-10,Unnamed: 222,2882,2761,-121,ＳＭＢＣ日興,222,94,-128,Unnamed: 230,581,101,-480,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,ライブスター,268,136,-132,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,1790,1826,36,みずほ,560,428,-132.1,Unnamed: 254,916,1038,122,Unnamed: 258,3680.1,3688,8,楽天,909,741,-168,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,11467,10889,-578,ＭＵＭＳ,286,110,-176,Unnamed: 278,898,276,-622,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,ＳＢＩ,1238,1018,-220,Unnamed: 290,12,221,209,Unnamed: 294,32626,30377,-2249,ゴールドマン,649.1,364,-285,Unnamed: 302,1064,986,-78,Unnamed: 306,Unnamed: 307,Unnamed: 308,Unnamed: 309,バークレイズ,532,33,-499,Unnamed: 314,410,645,235,Unnamed: 318,Unnamed: 319,Unnamed: 320,Unnamed: 321,Ｃスイス,649.2,146,-503,Unnamed: 326,626,552,-74,Unnamed: 330,Unnamed: 331,Unnamed: 332,Unnamed: 333,広田,Unnamed: 335,Unnamed: 336,Unnamed: 337,Unnamed: 338,-.3,121,121.1,Unnamed: 342,1378,-.4,-1378,東海東京,Unnamed: 347,Unnamed: 348,Unnamed: 349,Unnamed: 350,205.2,-.5,-205,Unnamed: 354,1746,2237,491,ナティクシス,Unnamed: 359,Unnamed: 360,Unnamed: 361,Unnamed: 362,190,-.6,-190,Unnamed: 366,Unnamed: 367,Unnamed: 368,Unnamed: 369,マネックス,Unnamed: 371,Unnamed: 372,Unnamed: 373,Unnamed: 374,Unnamed: 375,Unnamed: 376,Unnamed: 377,Unnamed: 378,3495,3248,-247,※当社の先物手口情報は「日中取引（夜間取引、スプレッド市場を除く）」を対象に、  「立会内取引」だけではなく「立会外取引」の枚数も集計しております。このため、「立会外取引」のみを集計している当社以外の手口情報と枚数が  一致しない場合がございます。予めご了承下さい。  ※手口は上位20社のみを表示しています。  売り買い片方の手口が上位20社に入り、片方が上位20社に入らなかった場合には、  入らなかった方を「－」と表示し、差し引きの計算には「－」を「0枚」に置き換えて算出しております。,OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。,Unnamed: 384,OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。.1,Unnamed: 386
0,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247  ※当社の先物手口情報は「日中取引（夜間取引、スプレッド市場を除く）」を対象に、  「立会内取引」だけではなく「立会外取引」の枚数も集計しております。このため、「立会外取引」のみを集計している当社以外の手口情報と枚数が  一致しない場合がございます。予めご了承下さい。  ※手口は上位20社のみを表示しています。  売り買い片方の手口が上位20社に入り、片方が上位20社に入らなかった場合には、  入らなかった方を「－」と表示し、差し引きの計算には「－」を「0枚」に置き換えて算出しております。  OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247,,本日の先物取引情報 ( 7月25日分 ),証券会社名,225 9月限,,TOPIX 9月限,,225ミニ 9月限,SELL,BUY,NET,,SELL,BUY,NET,,SELL,BUY,NET,ＪＰモルガン,92.0,1135.0,1043.0,,1082.0,1409.0,327.0,,3037.0,1539.0,-1498,ＭＳＭ,1365.0,1727.0,362.0,,1052.0,2986.0,1934.0,,4567.0,7825.0,3258,ＡＢＮアムロ,7839.0,8155.0,316.0,,8450.0,8436.0,-14.0,,143107.0,139469.0,-3638,ＨＳＢＣ,-,245.0,245.0,,-,792.0,792.0,,,,,野村,1579.0,1795.0,216.0,,1461.0,1572.0,111.0,,2314.0,4223.0,1909,ソシエテ,6669.0,6872.0,203.0,,8976.0,9138.0,162.0,,89844.0,90513.0,669,メリルリンチ,3680.0,3874.0,194.0,,5778.0,5626.0,-152.0,,36143.0,38535.0,2392,ドイツ,353.0,513.0,160.0,,1334.0,577.0,-757.0,,1603.0,2753.0,1150,大和,28.0,151.0,123.0,,669.0,990.0,321.0,,1388.0,1381.0,-7,岡三,278.0,362.0,84.0,,363.0,246.0,-117.0,,6433.0,5985.0,-448,ＧＭＯクリック,212.0,269.0,57.0,,,,,,3419.0,3245.0,-174,シティＧ,50.0,49.0,-1.0,,1054.0,438.0,-616.0,,,,,日産,241.0,205.0,-36.0,,165.0,129.0,-36.0,,-,1987.0,1987,ＵＢＳ,254.0,204.0,-50.0,,1080.0,205.0,-875.0,,,,,カブドットコム,419.0,368.0,-51.0,,,,,,9152.0,9023.0,-129,松井,385.0,330.0,-55.0,,,,,,16668.0,15989.0,-679,ＢＮＰパリバ,301.0,234.0,-67.0,,649.0,639.0,-10.0,,2882.0,2761.0,-121,ＳＭＢＣ日興,222.0,94.0,-128.0,,581.0,101.0,-480.0,,,,,ライブスター,268.0,136.0,-132.0,,,,,,1790.0,1826.0,36,みずほ,560.0,428.0,-132.0,,916.0,1038.0,122.0,,3680.0,3688.0,8,楽天,909.0,741.0,-168.0,,,,,,11467.0,10889.0,-578,ＭＵＭＳ,286.0,110.0,-176.0,,898.0,276.0,-622.0,,,,,ＳＢＩ,1238.0,1018.0,-220.0,,12.0,221.0,209.0,,32626.0,30377.0,-2249,ゴールドマン,649.0,364.0,-285.0,,1064.0,986.0,-78.0,,,,,バークレイズ,532.0,33.0,-499.0,,410.0,645.0,235.0,,,,,Ｃスイス,649.0,146.0,-503.0,,626.0,552.0,-74.0,,,,,広田,,,,,-,121.0,121.0,,1378,-,-1378,東海東京,,,,,205,-,-205.0,,1746.0,2237.0,491,ナティクシス,,,,,190,-,-190.0,,,,,マネックス,,,,,,,,,3495.0,3248.0,-247.0,※当社の先物手口情報は「日中取引（夜間取引、スプレッド市場を除く）」を対象に、  「立会内取引」だけではなく「立会外取引」の枚数も集計しております。このため、「立会外取引」のみを集計している当社以外の手口情報と枚数が  一致しない場合がございます。予めご了承下さい。  ※手口は上位20社のみを表示しています。  売り買い片方の手口が上位20社に入り、片方が上位20社に入らなかった場合には、  入らなかった方を「－」と表示し、差し引きの計算には「－」を「0枚」に置き換えて算出しております。,OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。,,OPTION・手口情報 ：各証券会社の「PUT」「CALL」「DELTA」の値が御覧いただけます。,,
1,本日の先物取引情報 ( 7月25日分 )  証券会社名  225 9月限  TOPIX 9月限  225ミニ 9月限  SELL  BUY  NET  SELL  BUY  NET  SELL  BUY  NET  ＪＰモルガン 92  1135  1043  1082  1409  327  3037  1539  -1498  ＭＳＭ 1365  1727  362  1052  2986  1934  4567  7825  3258  ＡＢＮアムロ 7839  8155  316  8450  8436  -14  143107  139469  -3638  ＨＳＢＣ -  245  245  -  792  792  野村 1579  1795  216  1461  1572  111  2314  4223  1909  ソシエテ 6669  6872  203  8976  9138  162  89844  90513  669  メリルリンチ 3680  3874  194  5778  5626  -152  36143  38535  2392  ドイツ 353  513  160  1334  577  -757  1603  2753  1150  大和 28  151  123  669  990  321  1388  1381  -7  岡三 278  362  84  363  246  -117  6433  5985  -448  ＧＭＯクリック 212  269  57  3419  3245  -174  シティＧ 50  49  -1  1054  438  -616  日産 241  205  -36  165  129  -36  -  1987  1987  ＵＢＳ 254  204  -50  1080  205  -875  カブドットコム 419  368  -51  9152  9023  -129  松井 385  330  -55  16668  15989  -679  ＢＮＰパリバ 301  234  -67  649  639  -10  2882  2761  -121  ＳＭＢＣ日興 222  94  -128  581  101  -480  ライブスター 268  136  -132  1790  1826  36  みずほ 560  428  -132  916  1038  122  3680  3688  8  楽天 909  741  -168  11467  10889  -578  ＭＵＭＳ 286  110  -176  898  276  -622  ＳＢＩ 1238  1018  -220  12  221  209  32626  30377  -2249  ゴールドマン 649  364  -285  1064  986  -78  バークレイズ 532  33  -499  410  645  235  Ｃスイス 649  146  -503  626  552  -74  広田 -  121  121  1378  -  -1378  東海東京 205  -  -205  1746  2237  491  ナティクシス 190  -  -190  マネックス 3495  3248  -247,,本日の先物取引情報 ( 7月25日分 ),証券会社名,225 9月限,,TOPIX 9月限,,225ミニ 9月限,SELL,BUY,NET,,SELL,BUY,NET,,SELL,BUY,NET,ＪＰモルガン,92,1135.0,1043.0,,1082.0,1409.0,327.0,,3037.0,1539.0,-1498.0,ＭＳＭ,1365,1727.0,362.0,,1052.0,2986.0,1934.0,,4567.0,7825.0,3258.0,ＡＢＮアムロ,7839,8155.0,316.0,,8450.0,8436.0,-14.0,,143107.0,139469.0,-3638.0,ＨＳＢＣ,-,245,245.0,,-,792,792.0,,,,,野村,1579,1795.0,216.0,,1461.0,1572.0,111.0,,2314.0,4223.0,1909.0,ソシエテ,6669,6872.0,203.0,,8976.0,9138.0,162.0,,89844.0,90513.0,669.0,メリルリンチ,3680,3874.0,194.0,,5778.0,5626.0,-152.0,,36143.0,38535.0,2392.0,ドイツ,353,513.0,160.0,,1334.0,577.0,-757.0,,1603.0,2753.0,1150.0,大和,28,151.0,123.0,,669.0,990.0,321.0,,1388.0,1381.0,-7.0,岡三,278,362.0,84.0,,363.0,246.0,-117.0,,6433.0,5985.0,-448.0,ＧＭＯクリック,212,269.0,57.0,,,,,,3419.0,3245.0,-174.0,シティＧ,50,49.0,-1.0,,1054.0,438.0,-616.0,,,,,日産,241,205.0,-36.0,,165.0,129.0,-36.0,,-,1987,1987.0,ＵＢＳ,254,204.0,-50.0,,1080.0,205.0,-875.0,,,,,カブドットコム,419,368.0,-51.0,,,,,,9152.0,9023.0,-129.0,松井,385,330.0,-55.0,,,,,,16668.0,15989.0,-679.0,ＢＮＰパリバ,301,234.0,-67.0,,649.0,639.0,-10.0,,2882.0,2761.0,-121.0,ＳＭＢＣ日興,222,94.0,-128.0,,581.0,101.0,-480.0,,,,,ライブスター,268,136.0,-132.0,,,,,,1790.0,1826.0,36.0,みずほ,560,428.0,-132.0,,916.0,1038.0,122.0,,3680.0,3688.0,8.0,楽天,909,741.0,-168.0,,,,,,11467.0,10889.0,-578.0,ＭＵＭＳ,286,110.0,-176.0,,898.0,276.0,-622.0,,,,,ＳＢＩ,1238,1018.0,-220.0,,12.0,221.0,209.0,,32626.0,30377.0,-2249.0,ゴールドマン,649,364.0,-285.0,,1064.0,986.0,-78.0,,,,,バークレイズ,532,33.0,-499.0,,410.0,645.0,235.0,,,,,Ｃスイス,649,146.0,-503.0,,626.0,552.0,-74.0,,,,,広田,,,,,-,121,121.0,,1378.0,-,-1378,東海東京,,,,,205.0,-,-205,,1746.0,2237.0,491.0,ナティクシス,,,,,190.0,-,-190,,,,,マネックス,,,,,,,,,3495.0,3248.0,-247.0,,,,,,,
2,,本日の先物取引情報 ( 7月25日分 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,証券会社名,225 9月限,,TOPIX 9月限,,225ミニ 9月限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SELL,BUY,NET,,SELL,BUY,NET,,SELL,BUY,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ＪＰモルガン,92,1135,1043,,1082,1409,327,,3037,1539,-1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ＭＳＭ,1365,1727,362,,1052,2986,1934,,4567,7825,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ＡＢＮアムロ,7839,8155,316,,8450,8436,-14,,143107,139469,-3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
