日付, 日225,米30, 米S500, 米NQ100, 金スポット, 白金スポット, 原油, コーン,^DJI, ^GSPC, ^IXIC,国債10,国債５,USD_E,EURJ,JPY,AUD,米30
2012/2/13,9000,12874,1351.77,2931.39,1724.8,1651.6,100.6,639,12874.04,1351.77,2931.39,1.95,0.79,1.31927,102.339,77.561,83.26,12874.04
2012/2/14,9060,12878.3,1350.5,2931.83,1721.2,1633.2,101.14,633,12878.28,1350.5,2931.83,1.95,0.8,1.3118,102.908,78.443,83.783,12878.28
2012/2/15,9270,12781,1343.23,2915.83,1730.4,1637,102.03,627,12780.95,1343.23,2915.83,1.91,0.8,1.30651,102.376,78.36,83.768,12780.95
2012/2/16,9230,12904.1,1358.04,2959.85,1730.3,1625,102.29,636,12904.08,1358.04,2959.85,1.9,0.77,1.314,103.686,78.907,84.846,12904.08
2012/2/17,9400,12949.9,1361.23,2951.78,1725.9,1633.9,103.6,641,12949.87,1361.23,2951.78,1.91,0.78,1.31517,104.537,79.482,85.178,12949.87
2012/2/20,9470,12949.9,1362.21,2948.57,1735.5,1648.1,105.26,641,12949.87,1362.21,2948.57,2,0.86,1.32389,105.381,79.593,85.575,12949.87
2012/2/21,9490,12965.7,1357.66,2933.17,1761.1,1689.8,106.05,629,12965.69,1357.66,2933.17,2,0.86,1.32362,105.504,79.713,84.975,12965.69
2012/2/22,9570,12938.7,1363.46,2956.98,1779.1,1729,106.06,638,12938.66,1363.46,2956.98,2.02,0.87,1.32428,106.303,80.27,85.342,12938.66
2012/2/23,9570,12984.7,1365.74,2963.75,1782,1724.5,108.4,639,12984.69,1365.74,2963.75,1.99,0.85,1.33724,106.817,79.892,85.518,12984.69
2012/2/24,9640,12983,1367.59,2966.16,1776.4,1715.1,109.77,640,12982.95,1367.59,2966.16,1.97,0.87,1.34597,108.98,80.958,86.565,12982.95
2012/2/27,9620,12981.5,1372.18,2986.76,1768,1708.8,107.74,644,12981.5,1372.18,2986.76,1.96,0.87,1.33983,107.922,80.536,86.638,12981.5
2012/2/28,9760,13005.1,1365.68,2966.89,1787.1,1721,106.45,653,13005.12,1365.68,2966.89,1.91,0.83,1.34587,108.312,80.463,86.659,13005.12
2012/2/29,9710,12952.1,1374.09,2988.97,1697.3,1680,106.88,656,12952.07,1374.09,2988.97,1.89,0.82,1.33248,108.32,81.279,87.249,12952.07
2012/3/1,9710,12980.3,1369.63,2976.19,1717.9,1702.6,108.76,653,12980.29,1369.63,2976.19,1.91,0.82,1.3306,107.929,81.102,87.526,12980.29
2012/3/2,9760,12977.6,1364.33,2950.48,1709.8,1691.7,106.7,655,12977.57,1364.33,2950.48,2.01,0.89,1.32029,107.992,81.795,87.759,12977.57
2012/3/5,9680,12962.8,1343.36,2910.32,1706.9,1663.2,107.08,660,12962.8,1343.36,2910.32,1.97,0.83,1.32209,107.681,81.439,86.89,12962.8
2012/3/6,9650,12759.2,1352.63,2935.69,1674.5,1614.5,104.85,654,12759.15,1352.63,2935.69,1.97,0.84,1.31111,106.046,80.862,85.363,12759.15
2012/3/7,9580,12837.3,1365.91,2970.42,1685.9,1631.6,106.2,638,12837.33,1365.91,2970.42,1.93,0.81,1.31453,106.699,81.16,85.853,12837.33
2012/3/8,9760,12907.9,1370.87,2988.34,1701.2,1660.5,106.73,635,12907.94,1370.87,2988.34,1.95,0.82,1.32689,108.246,81.574,86.801,12907.94
2012/3/9,9840,12922,1371.09,2983.66,1711.5,1684.9,107.4,645,12922.01,1371.09,2983.66,1.97,0.84,1.31143,108.037,82.378,87.11,12922.01
2012/3/12,9800,12959.7,1395.95,3039.88,1699.8,1695.7,106.34,659,12959.7,1395.95,3039.88,2.01,0.88,1.31554,108.184,82.231,86.467,12959.7
2012/3/13,9840,13177.7,1394.28,3040.73,1694.2,1701.8,106.71,662,13177.67,1394.28,3040.73,1.98,0.86,1.30837,108.512,82.937,87.502,13177.67
2012/3/14,10010,13194.1,1402.6,3056.37,1642.9,1675.3,105.43,658,13194.09,1402.6,3056.37,2.05,0.91,1.30308,109.139,83.743,87.562,13194.09
2012/3/15,10060,13252.8,1404.17,3055.26,1657.7,1683.9,105.11,669,13252.75,1404.17,3055.26,2.16,1.02,1.30792,109.272,83.543,87.935,13252.75
2012/3/16,10060,13232.6,1409.75,3078.32,1655.8,1675.5,107.06,673,13232.62,1409.75,3078.32,2.25,1.07,1.3175,109.839,83.387,88.287,13232.62
2012/3/19,10080,13170.2,1405.52,3074.15,1647,1654.3,105.61,647,13170.19,1405.52,3074.15,2.29,1.11,1.32388,110.327,83.336,88.406,13170.19
2012/3/21,10020,13124.6,1402.89,3075.32,1650.3,1640.4,105.61,642,13124.62,1402.89,3075.32,2.33,1.15,1.32158,110.225,83.405,87.243,13124.62
2012/3/22,10040,13046.1,1392.78,3063.32,1642.5,1620.6,105.35,644,13046.13,1392.78,3063.32,2.28,1.13,1.31964,108.959,82.567,85.83,13046.13
2012/3/23,9928,13031,1394.1,2729.5,1662.6,1625.9,106.73,646.3,13080.73,1397.11,3067.92,2.24,1.08,1.327,109.374,82.411,86.288,13031
2012/3/26,10043,13189,1414,2776.2,1692.1,1646.9,107.09,637.9,13241.63,1416.51,3122.57,2.21,1.06,1.327,109.374,82.411,86.288,13189
2012/3/27,10132,13133,1407.2,2777,1680.5,1654.1,107.09,630.7,13197.73,1412.52,3120.35,2.24,1.07,1.327,109.374,82.411,86.288,13133
2012/3/28,10121,13058,1400.5,2768.3,1662.9,1636.5,105.52,621.1,13126.21,1405.54,3104.96,2.18,1.01,1.33236,110.294,82.785,86.064,13058
2012/3/29,10087,13076,1397.8,2758.1,1661.2,1628.6,103.22,603.2,13145.82,1403.28,3095.36,2.15,0.99,1.32952,109.615,82.441,85.557,13076
2012/3/30,10167,13152,1403.8,2753.4,1668.9,1638.7,103.07,643.9,13212.04,1408.47,3091.57,2.14,1.01,1.33458,110.439,82.769,85.726,13152
2012/4/2,10103,13186,1412.5,2776.8,1675.8,1650.2,105.1,656.5,13264.49,1418.9,3119.7,2.19,1.02,1.33243,109.312,82.039,85.513,13186
2012/4/3,10060,13186,1408.5,2779.8,1645.7,1642.7,104.14,662.9,13199.55,1413.31,3113.57,2.28,1.11,1.32336,109.581,82.79,85.482,13186
2012/4/4,9740,13008,1393.5,2739.1,1619.3,1598,102.06,657.8,13074.75,1398.96,3068.09,2.24,1.05,1.31382,108.281,82.414,84.527,13008
2012/4/5,9710,12980,1390.5,2754.9,1630.6,1602.4,103.12,657.7,13060.14,1398.08,3080.5,2.17,1.01,1.30598,107.591,82.375,84.819,12980
2012/4/6,9540,12854,1375.1,2724.6,1631,1603.9,103.09,657.7,13060.14,1398.08,3080.5,2.17,1.01,1.30954,106.766,81.516,84.049,12854
2012/4/9,9556,12855,1375.2,2730.9,1641.7,1612.5,102.28,649.3,12929.59,1382.2,3047.08,2.04,0.9,1.31108,106.953,81.573,84.118,12855
2012/4/10,9376,12684,1357.5,2699.2,1658.8,1595.9,101.29,636.8,12715.93,1358.59,2991.22,1.99,0.85,1.30834,105.565,80.681,82.811,12684
2012/4/11,9502,12742,1364,2705.9,1657.8,1582.3,102.49,636.2,12805.39,1368.71,3016.46,2.03,0.88,1.31073,106.032,80.89,83.296,12742
2012/4/12,9603,12933,1384,2733.8,1676,1602.7,103.69,639,12986.58,1387.57,3055.55,2.05,0.89,1.31856,106.656,80.877,84.413,12933
2012/4/13,9542,12800,1366.5,2695.2,1656,1583.7,102.85,627.6,12849.59,1370.26,3011.33,2,0.86,1.30763,105.953,81.015,83.976,12800
2012/4/16,9464,12846,1363.5,2665.5,1651.8,1574.5,103.06,621.1,12921.41,1369.57,2988.4,1.97,0.84,1.31365,105.662,80.445,83.277,12846
2012/4/17,9589,13037,1384.6,2715.7,1650.2,1582.9,104.23,616.3,13115.54,1390.78,3042.82,2.01,0.86,1.31255,106.172,80.882,84.052,13037
2012/4/18,9603,12970,1379,2698.2,1640.2,1577,102.65,601.1,13032.75,1385.14,3031.45,1.98,0.85,1.31156,106.568,81.254,84.08,12970
2012/4/19,9562,12915,1374,2686.8,1642.2,1579,102.95,620.3,12964.1,1376.92,3007.56,1.95,0.83,1.31358,107.151,81.561,84.293,12915
2012/4/20,9580,12981,1374.5,2673.9,1642.1,1579.7,104,610.9,13029.26,1378.53,3000.45,1.97,0.85,1.32137,107.705,81.513,84.575,12981
2012/4/24,9527,12952,1369.2,2633.3,1641.5,1544.6,103.48,616.7,13001.56,1371.97,2961.6,1.96,0.84,1.31862,107.198,81.291,83.692,12952
2012/4/25,9598,13037,1387,2705.3,1643,1552.5,104.05,613.5,13090.72,1390.69,3029.63,1.98,0.84,1.32169,107.507,81.338,84.2,13037
2012/4/26,9602,13160,1396.6,2719.7,1657.5,1568,104.36,607.4,13204.62,1399.98,3050.61,1.96,0.84,1.32362,107.163,80.95,84.118,13160
2012/4/27,9525,13165,1398.7,2737.3,1662.7,1570.4,104.62,626.6,13228.31,1403.36,3069.2,1.93,0.82,1.32377,106.379,80.38,84.073,13165
2012/4/30,9450,13163,1393.5,2717.9,1665.1,1567.4,104.77,634,13213.63,1397.91,3046.36,1.92,0.81,1.32343,105.648,79.826,83.183,13163
2012/5/1,9372,13221,1400.7,2718.2,1661.5,1571.2,106,626,13279.32,1405.82,3050.44,1.96,0.84,1.32358,106.039,80.115,82.723,13221
2012/5/2,9324,13204,1397.5,2728.8,1653.1,1561.8,105.35,610.2,13268.57,1402.31,3059.85,1.92,0.82,1.31559,105.42,80.13,82.749,13204
2012/5/4,9156,12969,1364,2629.6,1642.5,1525.6,98.57,619,13038.27,1369.1,2956.34,1.88,0.78,1.30905,104.498,79.851,81.305,12969
2012/5/7,9203,12943,1364.5,2635,1638.9,1527,97.93,620,13008.53,1369.58,2957.76,1.88,0.78,1.30513,104.282,79.9,81.478,12943
2012/5/8,9105,12866,1358.7,2624.8,1605.8,1509,97.4,620.9,12932.09,1363.72,2946.27,1.84,0.76,1.30119,103.888,79.83,80.737,12866
2012/5/9,8995,12788,1350.4,2621,1590.8,1497.1,96.51,605.9,12835.06,1354.58,2934.71,1.84,0.76,1.29409,103.043,79.625,80.057,12788
2012/5/10,9055,12828,1356.2,2617.8,1594.9,1487,96.84,588.1,12855.04,1357.99,2933.64,1.88,0.77,1.29463,103.529,79.952,80.712,12828
2012/5/11,8958,12789,1350.5,2613.2,1580.6,1462.1,95.76,581.7,12820.6,1353.39,2933.82,1.84,0.75,1.29192,103.222,79.906,80.103,12789
2012/5/14,8872,12667,1335.5,2587.8,1558,1438,94.16,581.8,12695.35,1338.35,2902.58,1.79,0.72,1.28358,102.506,79.854,79.595,12667
2012/5/15,8843,12610,1328.8,2581.4,1542.8,1432.1,93.24,597.6,12632,1330.66,2893.76,1.78,0.73,1.27307,102.154,80.235,79.703,12610
2012/5/16,8759,12581,1322.8,2560.4,1539.5,1431.1,92.62,619.1,12598.55,1324.8,2874.04,1.77,0.74,1.27108,102.077,80.311,79.573,12581
2012/5/17,8675,12422,1302,2506,1573.8,1451.5,92.44,623,12442.49,1304.86,2813.69,1.7,0.73,1.26963,100.611,79.246,78.432,12422
2012/5/18,8546,12337,1291,2471,1591.1,1452.8,91.05,633.1,12369.38,1295.22,2778.79,1.7,0.73,1.27788,100.995,79.029,77.593,12337
2012/5/21,8707,12490,1315.5,2545.3,1592.5,1466.2,93.17,631.5,12504.48,1315.99,2847.21,1.74,0.74,1.28077,101.57,79.301,78.545,12490
2012/5/22,8735,12471,1313.8,2535.8,1567.6,1443.9,91.53,598.3,12502.81,1316.63,2839.08,1.79,0.77,1.26838,101.453,79.976,78.495,12471
2012/5/23,8589,12462,1314.7,2541.5,1561,1425,90.45,603.6,12496.15,1318.86,2850.12,1.72,0.73,1.2596,100.094,79.457,77.605,12462
2012/5/24,8584,12533,1322.1,2536.7,1559.7,1419.9,90.95,578.6,12529.75,1320.68,2839.38,1.76,0.77,1.2534,99.73,79.562,77.653,12533
2012/5/25,8558,12435,1315.1,2526.4,1572.7,1431.1,90.75,580.1,12454.83,1317.82,2837.53,1.75,0.76,1.25142,99.667,79.632,77.777,12435
2012/5/28,8566,12466,1321.5,2539.1,1574.3,1437,91.11,580.1,12454.83,1317.82,2837.53,1.75,0.76,1.2541,99.666,79.463,78.256,12466
2012/5/29,8656,12585,1333.6,2563.4,1557.1,1429.2,90.79,560.1,12580.69,1332.42,2870.99,1.73,0.76,1.25049,99.411,79.502,78.336,12585
2012/5/30,8501,12389,1309.5,2531.3,1564.7,1400.5,87.55,560.1,12419.86,1313.32,2837.36,1.63,0.69,1.23694,97.818,79.068,76.807,12389
2012/5/31,8490,12371,1306.8,2518.4,1563.3,1414.2,86.51,555.2,12393.45,1310.33,2827.34,1.58,0.67,1.2361,96.872,78.365,76.282,12371
2012/6/1,8257,12116,1276.2,2459.3,1622.8,1443.9,83.23,552,12118.57,1278.04,2747.48,1.47,0.62,1.24281,97.078,78.116,75.666,12116
2012/6/4,8342,12048,1271.3,2467.5,1618.7,1427.5,84.19,567.3,12101.46,1278.18,2760.01,1.53,0.68,1.24903,97.865,78.343,76.102,12048
2012/6/5,8447,12113,1283.5,2487.9,1618.8,1438.6,84.21,567.6,12127.95,1285.5,2778.11,1.56,0.67,1.24471,98.003,78.727,76.667,12113
2012/6/6,8660,12411,1314.2,2548.1,1617.7,1460.3,85.45,584,12414.79,1315.13,2844.72,1.65,0.73,1.25717,99.619,79.227,78.613,12411
2012/6/7,8605,12471,1315.8,2536.7,1590.3,1440.3,84.14,594.4,12460.96,1314.99,2831.02,1.65,0.72,1.25655,100.013,79.586,78.83,12471
2012/6/8,8512,12566,1326.9,2560.9,1593.7,1432.3,84.27,599.8,12554.2,1325.65,2858.42,1.64,0.71,1.25066,99.301,79.38,78.768,12566
2012/6/11,8456,12329,1302.3,2513.6,1598.7,1445.2,81.52,591.3,12411.23,1308.93,2809.73,1.6,0.69,1.24819,99.12,79.395,78.369,12329
2012/6/12,8555,12511,1319.2,2544.9,1612.3,1455.6,83.41,582,12573.8,1324.18,2843.07,1.66,0.75,1.25097,99.451,79.492,79.138,12511
2012/6/13,8517,12432,1308.7,2523.7,1618.2,1464.4,82.51,592.7,12496.38,1314.88,2818.61,1.6,0.71,1.25724,99.791,79.362,78.961,12432
2012/6/15,8599,12692,1335.2,2563.2,1624.8,1485,83.97,580.8,12767.17,1342.84,2872.8,1.59,0.68,1.26566,99.555,78.668,79.362,12692
2012/6/18,8677,12689,1341.2,2590.7,1628.6,1483.1,83.17,601.2,12741.82,1344.78,2895.33,1.58,0.69,1.25771,99.509,79.115,80.107,12689
2012/6/19,8693,12758,1350.2,2613.5,1619.5,1480.1,84.41,612.2,12837.33,1357.98,2929.76,1.62,0.7,1.26849,100.127,78.935,80.404,12758
2012/6/20,8784,12763,1350.7,2619.3,1606.4,1457,81.08,612.3,12824.39,1355.69,2930.45,1.64,0.74,1.26998,100.96,79.492,80.988,12763
2012/6/21,8745,12512,1319.9,2554,1566.1,1438.6,78.35,588.5,12573.57,1325.51,2859.09,1.62,0.73,1.25446,100.73,80.287,80.558,12512
2012/6/22,8820,12576,1328.4,2577.7,1572,1436.5,80.16,590.9,12640.86,1335.02,2892.42,1.67,0.75,1.25631,101.034,80.4,80.907,12576
2012/6/25,8626,12420,1305.2,2526,1584.8,1440.4,79.29,630.4,12502.66,1313.72,2836.16,1.61,0.71,1.25035,99.557,79.627,79.652,12420
2012/6/26,8678,12470,1314.2,2547.1,1573.3,1426.3,79.36,615.6,12534.67,1319.99,2854.06,1.63,0.72,1.24945,99.302,79.464,79.963,12470
2012/6/27,8779,12554,1325.8,2558.9,1574.8,1410.4,80.4,631.2,12627.01,1331.85,2875.32,1.62,0.72,1.24676,99.33,79.677,80.293,12554
2012/6/28,8848,12535,1322.8,2531.1,1555.4,1391.1,78.45,631.5,12602.26,1329.04,2849.49,1.58,0.69,1.2445,98.84,79.424,79.735,12535
2012/6/29,9102,12816,1358,2612.2,1598.1,1447.8,84.81,636.2,12880.09,1362.16,2935.05,1.66,0.73,1.26565,101.193,79.933,81.826,12816
2012/7/2,9037,12783,1358.6,2617.2,1598.2,1452.7,83.67,655.7,12871.39,1365.51,2951.23,1.58,0.67,1.25839,100.056,79.512,81.554,12783
2012/7/3,9144,12869,1368.4,2640.9,1616.8,1488.1,87.54,673.5,12943.82,1374.02,2976.08,1.63,0.7,1.26068,100.63,79.822,82.053,12869
2012/7/4,9083,12855,1367.5,2641.4,1614.8,1478.5,87.04,673.5,12943.82,1374.02,2976.08,1.63,0.7,1.25334,100.057,79.831,82.055,12855
2012/7/5,9061,12819,1360.6,2640.3,1603.1,1474.1,86.87,702.6,12896.67,1367.58,2976.12,1.6,0.67,1.23901,98.989,79.887,82.174,12819
2012/7/6,8993,12720,1351.3,2608.5,1583.2,1442.3,84.19,692.3,12772.47,1354.68,2937.33,1.54,0.64,1.22896,97.846,79.618,81.354,12720
2012/7/9,8913,12682,1348,2606.8,1587.5,1443.8,85.68,731.5,12736.29,1352.46,2931.77,1.51,0.62,1.23155,98.008,79.574,81.172,12682
2012/7/10,8829,12580,1334.6,2577.6,1567.8,1423.6,83.92,721,12653.12,1341.47,2902.33,1.5,0.62,1.22532,97.28,79.384,80.87,12580
2012/7/11,8867,12533,1335.7,2562.4,1576.8,1427,86.13,693.6,12604.53,1341.45,2887.98,1.5,0.63,1.22402,97.538,79.685,81.628,12533
2012/7/12,8697,12505,1329.1,2537.5,1572.7,1416.8,85.74,735.4,12573.27,1334.76,2866.19,1.48,0.63,1.22046,96.747,79.269,80.37,12505
2012/7/13,8798,12711,1351.3,2577.7,1588.4,1429.5,87.05,735.5,12777.09,1356.77,2908.47,1.5,0.63,1.22402,96.96,79.215,80.988,12711
2012/7/16,8730,12655,1348,2573,1589.3,1417.8,88.29,774.6,12727.21,1353.64,2896.94,1.46,0.6,1.22738,96.77,78.835,80.794,12655
2012/7/17,8769,12727,1357.3,2585.8,1582.7,1416,89.05,771.3,12805.54,1363.67,2910.04,1.5,0.62,1.22955,97.21,79.066,81.545,12727
2012/7/18,8767,12854,1366.8,2618.7,1576.2,1407.5,89.88,781,12908.7,1372.78,2942.6,1.48,0.59,1.22806,96.728,78.771,81.679,12854
2012/7/19,8798,12881,1372,2656,1581.8,1417.7,92.59,788.1,12943.36,1376.51,2965.9,1.52,0.62,1.22807,96.505,78.591,81.977,12881
2012/7/20,8608,12775,1358.5,2613.8,1584.3,1414,91.52,793,12822.57,1362.66,2925.3,1.46,0.58,1.21623,95.434,78.478,81.437,12775
2012/7/23,8467,12650,1344.5,2582.3,1576.8,1399.9,88.25,781.2,12721.46,1350.52,2890.15,1.44,0.56,1.21336,95.106,78.373,80.567,12650
2012/7/24,8383,12520,1329.5,2551.3,1581.1,1385.1,88.67,771.3,12617.32,1338.31,2862.99,1.4,0.55,1.20703,94.338,78.16,80.047,12520
2012/7/25,8409,12631,1334.3,2546.9,1604.2,1398.5,88.99,791.3,12676.05,1337.89,2854.24,1.41,0.56,1.21543,95.014,78.17,80.643,12631
2012/7/26,8532,12824,1354.2,2573.7,1615.8,1404,89.37,777.8,12887.93,1360.02,2893.25,1.43,0.58,1.22801,96.036,78.202,81.297,12824
2012/7/27,8688,13027,1381.9,2644.3,1625.7,1411.6,90.07,790.8,13075.66,1385.97,2958.09,1.56,0.66,1.23016,96.581,78.48,82.259,13027
2012/7/30,8614,13008,1380.8,2637.5,1622.1,1416,89.5,813.5,13073.01,1385.3,2945.84,1.5,0.62,1.22535,95.789,78.174,82.07,13008
2012/7/31,8592,12939,1371.9,2633.4,1613.5,1414.1,87.42,808.3,13008.68,1379.32,2939.52,1.49,0.6,1.23031,96.118,78.12,82.05,12939
2012/8/1,8660,12920,1370.5,2627.9,1600.8,1397.4,88.8,786,12976.13,1375.32,2920.21,1.54,0.64,1.2225,95.907,78.444,82.032,12920
2012/8/2,8559,12823,1361,2619.2,1589.7,1386.8,87.33,802.5,12878.88,1365,2909.77,1.48,0.61,1.218,95.264,78.205,81.806,12823
2012/8/3,8677,13041,1387.1,2672.6,1603,1402.2,91.28,806.7,13096.17,1390.99,2967.9,1.58,0.67,1.23795,97.246,78.555,82.959,13041
2012/8/6,8738,13060,1390.5,2688,1610.7,1401.3,92.06,806.3,13117.51,1394.23,2989.91,1.56,0.65,1.23963,96.935,78.191,82.64,13060
2012/8/7,8887,13121,1397.7,2711.3,1612.1,1408.4,93.45,799.8,13168.6,1401.35,3015.86,1.63,0.7,1.24029,97.506,78.608,82.981,13121
2012/8/8,8878,13127,1398.3,2708.2,1612.9,1408.5,93.35,814.4,13175.64,1402.22,3011.25,1.64,0.72,1.23604,96.99,78.464,82.92,13127
2012/8/9,8952,13127,1400.3,2717.2,1617.4,1412.5,93.68,828.7,13165.19,1402.8,3018.64,1.69,0.73,1.22975,96.634,78.583,83.138,13127
2012/8/10,8909,13164,1402.1,2721.2,1620.3,1400.4,93.35,812.5,13207.95,1405.87,3020.86,1.65,0.7,1.22975,96.634,78.583,83.138,13164
2012/8/13,8899,13139,1402.3,2728,1608.7,1387,92.76,796.5,13169.43,1404.11,3022.52,1.65,0.7,1.23375,96.657,78.331,82.403,13139
2012/8/14,8934,13138,1401.5,2727.1,1599.7,1396.4,93.42,789.8,13172.14,1403.93,3016.98,1.73,0.75,1.23227,97.032,78.738,82.594,13138
2012/8/15,8923,13142,1403.7,2738.2,1603.9,1394.2,94.21,803.9,13164.78,1405.53,3030.93,1.81,0.8,1.22867,96.935,78.879,82.88,13142
2012/8/16,9112,13220,1412.8,2764.3,1613.8,1441.4,95.22,809,13250.11,1415.51,3062.39,1.84,0.82,1.23583,98.027,79.319,83.411,13220
2012/8/17,9216,13248,1415.2,2776.3,1616,1473.8,96.11,809.6,13275.2,1418.16,3076.59,1.82,0.8,1.23236,98.034,79.542,82.869,13248
2012/8/21,9151,13186,1411,2772.6,1636.9,1506.7,96.62,837.8,13203.58,1413.17,3067.26,1.81,0.79,1.24631,98.759,79.243,83.017,13186
2012/8/22,9063,13154,1412.2,2782.6,1653.8,1535.7,97.28,833.3,13172.76,1413.49,3073.67,1.72,0.71,1.25164,98.325,78.545,82.468,13154
2012/8/23,9073,13041,1399.8,2760,1669.7,1538.2,96.01,818.7,13057.46,1402.08,3053.4,1.67,0.69,1.25611,98.551,78.465,81.909,13041
2012/8/24,9099,13148,1409.2,2775.5,1669.1,1548.4,95.88,809.5,13157.97,1411.13,3069.79,1.68,0.7,1.25134,98.464,78.673,81.883,13148
2012/8/27,9095,13106,1408,2781.9,1664.5,1542.5,95.62,802.4,13124.67,1410.44,3073.19,1.65,0.68,1.24966,98.435,78.758,81.664,13106
2012/8/28,9039,13085,1407.5,2781.6,1666.6,1516.4,96.07,798.1,13102.99,1409.3,3077.14,1.63,0.68,1.25675,98.682,78.52,81.483,13085
2012/8/29,9061,13085,1407.2,2781.1,1655.6,1516.9,94.95,813.3,13107.48,1410.49,3081.19,1.65,0.68,1.25296,98.572,78.668,81.475,13085
2012/8/30,8916,12981,1396.5,2753.4,1655.8,1508.1,94.67,812.4,13000.71,1399.48,3048.71,1.62,0.66,1.25042,98.354,78.647,80.95,12981
2012/8/31,8883,13083,1404.5,2771.1,1691.1,1537.9,96.36,799.3,13090.76,1406.57,3066.96,1.56,0.6,1.25807,98.47,78.275,80.837,13083
2012/9/3,8786,13100,1408.5,2779.6,1692.6,1550.4,97.01,799.3,13090.84,1406.58,3066.96,1.56,0.6,1.2593,98.55,78.2615,80.205,13100
2012/9/4,8787,13038,1404.5,2771.8,1696,1568.7,95.47,801.4,13035.94,1404.94,3075.06,1.58,0.62,1.2564,98.5215,78.4135,80.182,13038
2012/9/5,8700,13039,1402.8,2767,1693.6,1569.5,95.55,793.2,13047.48,1403.44,3069.27,1.59,0.62,1.2564,98.785,78.399,79.91,13039
2012/9/6,8842,13272,1430.5,2826.5,1701.5,1583.1,94.76,799.1,13292,1432.12,3135.81,1.67,0.68,1.2564,99.625,78.865,81.0785,13272
2012/9/7,8857,13297,1438,2824.1,1737.1,1591.4,96.35,802.5,13306.64,1437.92,3136.42,1.66,0.64,1.2564,99.625,78.865,81.0785,13297
2012/9/10,8817,13242,1427.2,2787.4,1725.9,1592.9,96.27,784.4,13254.29,1429.08,3104.02,1.68,0.66,1.2564,99.884,78.287,80.91,13242
2012/9/11,8811,13305,1431.5,2783.5,1732.3,1604.4,96.91,777.9,13323.36,1433.56,3104.53,1.69,0.66,1.2564,99.947,77.7635,81.123,13305
2012/9/12,8950,13347,1438.5,2795.4,1732.4,1646.7,96.8,769,13333.35,1436.56,3114.31,1.77,0.7,1.2564,100.3965,77.8325,81.4665,13347
2012/9/13,9000,13520,1457.8,2828.2,1765.2,1682.6,98.08,772.3,13539.86,1459.99,3155.83,1.76,0.65,1.2564,100.635,77.492,81.7315,13520
2012/9/14,9175,13583,1465.4,2856.6,1770.9,1705.8,98.93,784.6,13593.37,1465.77,3183.95,1.87,0.72,1.2564,102.9285,78.3885,82.6995,13583
2012/9/17,9144,13472,1454,2848.1,1758.5,1663.1,96.1,752.2,13553.1,1461.19,3178.67,1.84,0.72,1.2564,103.24,78.725,82.456,13472
2012/9/18,9106,13497,1453,2851.3,1770.4,1626.9,95.51,743.2,13564.64,1459.32,3177.8,1.81,0.7,1.2564,102.846,78.84,82.4215,13497
2012/9/19,9113,13500,1453.2,2855.7,1770.2,1637.3,91.97,753.6,13577.96,1461.05,3182.62,1.78,0.69,1.2564,102.2615,78.3705,82.123,13500
2012/9/20,9027,13515,1453.7,2853.8,1768.1,1626.1,92.95,744,13596.93,1460.26,3175.96,1.78,0.69,1.2564,101.47,78.27,81.6515,13515
2012/9/21,9022,13496,1451.5,2853.9,1773.4,1635.1,93.08,748.6,13579.47,1460.15,3179.96,1.76,0.67,1.2564,101.475,78.175,81.73,13496
2012/9/24,8978,13481,1450.5,2838,1764.7,1621.6,92,745.1,13558.92,1456.89,3160.78,1.72,0.66,1.2929,100.642,77.8415,81.155,13481
2012/9/25,8962,13411,1437.7,2804,1762,1628.3,91.18,742.3,13457.55,1441.59,3117.73,1.68,0.65,1.2909,100.425,77.804,80.775,13411
2012/9/26,8866,13352,1427.5,2777.1,1751.7,1634.8,89.99,724.6,13413.51,1433.32,3093.7,1.62,0.61,1.2867,100.017,77.73,80.575,13352
2012/9/27,8959,13412,1441,2813.9,1777.5,1649,92.07,714.8,13485.97,1447.15,3136.6,1.64,0.64,1.2913,100.2415,77.625,81.049,13412
2012/9/28,8863,13378,1435.6,2793.4,1772.4,1662.7,92.02,756.3,13437.13,1440.67,3116.23,1.64,0.63,1.2848,100.2565,78.036,80.9385,13378
2012/10/1,8806,13439,1437.7,2788.9,1776.8,1678.2,92.32,758,13515.11,1444.49,3113.53,1.63,0.62,1.2892,100.5495,77.992,80.8845,13439
2012/10/2,8789,13414,1441,2796.7,1775.4,1676.4,91.68,754.1,13482.36,1445.75,3120.04,1.62,0.61,1.2921,101,78.171,80.2285,13414
2012/10/3,8797,13423,1444.5,2809.7,1778,1687.1,87.98,760.4,13494.61,1450.99,3135.23,1.62,0.6,1.2899,101.305,78.515,80.1435,13423
2012/10/4,8837,13505,1456,2822.3,1790.4,1718.6,91.58,762.3,13575.36,1461.4,3149.46,1.67,0.62,1.3015,102.1125,78.458,80.387,13505
2012/10/5,8882,13536,1455,2805.8,1781.4,1702.5,89.85,750,13610.15,1460.93,3136.19,1.73,0.67,1.3028,102.4595,78.6415,80.0115,13536
2012/10/8,8800,13508,1450.2,2778.4,1775,1693.9,89.66,741.9,13583.65,1455.88,3112.35,1.75,0.68,1.2972,101.59,78.322,79.827,13508
2012/10/9,8682,13414,1436.3,2736.7,1764,1688.5,92.25,741.8,13473.53,1441.48,3065.02,1.72,0.66,1.2878,100.7755,78.2545,79.8705,13414
