日付, 日225,米30, 米S500, 米NQ100, 金スポット, 白金スポット, 原油, コーン,^DJI, ^GSPC, ^IXIC,国債10,国債５,USD_E,EURJ,JPY,AUD,米30
2010/2/8,9950,9908.4,1056.74,2126.05,1063.8,1473.7,71.68,356,9908.39,1056.74,2126.05,3.59,2.26,1.3483,129.32,89.49,77.21,9908.39
2010/2/9,9935,10058.6,1070.52,2150.87,1077.5,1500.1,74.05,358.5,10058.64,1070.52,2150.87,3.63,2.31,1.3434,129.51,89.26,78.75,10058.64
2010/2/10,9990,10038.4,1068.13,2147.87,1095.5,1529.6,75.55,373.25,10038.38,1068.13,2147.87,3.69,2.37,1.339,130.81,89.68,78.72,10038.38
2010/2/12,10090,10099.1,1075.51,2183.53,1090,1511.1,74.5,373.25,10099.14,1075.51,2183.53,3.69,2.33,1.3368,131.52,89.75,79.88,10099.14
2010/2/15,10005,10099.1,1075.51,2183.53,1101.2,1517,74.33,373.25,10099.14,1075.51,2183.53,3.69,2.33,1.3368,132.93,89.75,79.88,10099.14
2010/2/16,10025,10268.8,1094.87,2214.19,1120.1,1538.1,77.57,379,10268.81,1094.87,2214.19,3.66,2.3,1.3384,134.31,90.01,81.3,10268.81
2010/2/17,10300,10309.2,1099.51,2226.29,1115.1,1532.5,77.8,371.75,10309.24,1099.51,2226.29,3.74,2.39,1.3181,132.68,90.13,82.02,10309.24
2010/2/18,10320,10392.9,1106.75,2241.71,1124.4,1533.8,79.56,369,10392.9,1106.75,2241.71,3.8,2.44,1.322,129.96,91.24,82.28,10392.9
2010/2/19,10140,10402.4,1109.17,2243.87,1122.1,1543.6,80.06,371.75,10402.35,1109.17,2243.87,3.78,2.46,1.3306,129.42,91.79,82.23,10402.35
2010/2/22,10375,10383.4,1108.01,2242.03,1113.9,1528.1,80.13,382.75,10383.38,1108.01,2242.03,3.8,2.45,1.262,129.94,91.46,82.03,10383.38
2010/2/23,10360,10282.4,1094.6,2213.44,1102.4,1514.3,78.73,378.75,10282.41,1094.6,2213.44,3.69,2.35,1.2737,130.37,91.13,80.36,10282.41
2010/2/24,10190,10374.2,1105.24,2235.9,1096.6,1505,80.18,386.25,10374.16,1105.24,2235.9,3.69,2.36,1.2782,129.83,90.21,80.51,10374.16
2010/2/25,10100,10321,1102.94,2234.22,1106.4,1531.9,78.3,383.25,10321.03,1102.94,2234.22,3.64,2.34,1.2666,130.26,90.15,79.07,10321.03
2010/2/26,10110,10325.3,1104.49,2238.26,1118.9,1541.6,79.66,389,10325.26,1104.49,2238.26,3.6,2.28,1.2612,130.53,89.04,79.55,10325.26
2010/3/1,10175,10403.8,1115.71,2273.57,1117.6,1546.5,78.76,381.75,10403.79,1115.71,2273.57,3.61,2.28,1.2521,128.96,88.86,80.27,10403.79
2010/3/2,10225,10406,1118.31,2280.79,1134.8,1573,79.72,381.5,10405.98,1118.31,2280.79,3.61,2.27,1.2364,129.67,89.12,80.19,10405.98
2010/3/3,10235,10396.8,1118.79,2280.68,1139.8,1579.5,80.94,386.75,10396.76,1118.79,2280.68,3.62,2.27,1.2394,130.22,88.84,80.07,10396.76
2010/3/4,10150,10444.1,1122.97,2292.31,1132,1581,80.43,383,10444.14,1122.97,2292.31,3.61,2.28,1.2212,130.86,88.47,80.24,10444.14
2010/3/5,10370,10566.2,1138.7,2326.35,1135.2,1578.8,81.5,375.5,10566.2,1138.7,2326.35,3.68,2.34,1.2403,131.32,89.01,81.94,10566.2
2010/3/8,10575,10552.5,1138.5,2332.21,1122.1,1599.9,81.76,375,10552.52,1138.5,2332.21,3.71,2.36,1.2488,131.53,90.44,82.04,10552.52
2010/3/9,10565,10564.4,1140.45,2340.68,1121,1592.4,81.44,369,10564.38,1140.45,2340.68,3.7,2.34,1.2568,131.75,90.3,82.22,10564.38
2010/3/10,10510,10567.3,1145.61,2358.95,1108.5,1596.5,82.25,365.5,10567.33,1145.61,2358.95,3.72,2.38,1.2357,132.01,89.96,82.76,10567.33
2010/3/11,10615,10611.8,1150.24,2368.46,1109.4,1611.7,82.6,365.25,10611.84,1150.24,2368.46,3.72,2.41,1.2337,132.5,90.51,82.85,10611.84
2010/3/12,10675,10624.7,1149.99,2367.66,1101.7,1610.5,81.54,364.25,10624.69,1149.99,2367.66,3.71,2.42,1.217,133.27,90.5,82.82,10624.69
2010/3/15,10670,10642.2,1150.51,2362.21,1105.4,1622.5,80.08,363.25,10642.15,1150.51,2362.21,3.7,2.4,1.2356,133.36,90.62,82.73,10642.15
2010/3/16,10670,10686,1159.46,2378.01,1122.5,1630.7,81.97,366.75,10685.98,1159.46,2378.01,3.65,2.35,1.2266,131.71,90.48,82.9,10685.98
2010/3/17,10780,10733.7,1166.21,2389.09,1124.2,1635.6,83.21,374,10733.67,1166.21,2389.09,3.64,2.37,1.2299,133.03,90.3,83.42,10733.67
2010/3/18,10685,10779.2,1165.83,2391.28,1127.5,1635.6,82.54,376,10779.17,1165.83,2391.28,3.67,2.41,1.2244,133.51,90.28,83.18,10779.17
2010/3/19,10755,10742,1159.9,2374.41,1099.5,1601,81.6,374.5,10741.98,1159.9,2374.41,3.69,2.45,1.2245,133.56,90.37,82.99,10741.98
2010/3/22,10755,10785.9,1165.81,2395.4,1102.1,1601,81.64,374.5,10785.89,1165.81,2395.4,3.66,2.41,1.2163,133.63,90.52,82.73,10785.89
2010/3/24,10745,10836.2,1167.72,2398.76,1085.9,1578.2,80.26,365,10836.15,1167.72,2398.76,3.83,2.57,1.1921,131.84,90.38,83.76,10836.15
2010/3/25,10770,10841.2,1165.73,2397.41,1090.8,1603.5,80.16,355,10841.21,1165.73,2397.41,3.9,2.66,1.1955,132.63,92.29,84.1,10841.21
2010/3/26,10935,10850.4,1166.59,2395.13,1104.3,1596,80,356.25,10850.36,1166.59,2395.13,3.86,2.6,1.1977,132.25,92.72,83.53,10850.36
2010/3/29,11015,10895.9,1173.22,2404.36,1108.6,1627.8,82.5,357,10895.86,1173.22,2404.36,3.86,2.6,1.213,130.52,92.44,84.78,10895.86
2010/3/30,11120,10907.4,1173.27,2410.69,1104,1618.1,82.55,354.5,10907.42,1173.27,2410.69,3.87,2.6,1.2108,130.24,92.46,85.26,10907.42
2010/3/31,11090,10856.6,1169.43,2397.96,1114.3,1638.5,83.38,345,10856.63,1169.43,2397.96,3.83,2.56,1.2226,128.67,92.75,85.75,10856.63
2010/4/1,11230,10927.1,1178.1,2402.58,1126.1,1669.8,84.87,344.5,10927.07,1178.1,2402.58,3.86,2.58,1.2323,127.36,93.45,86.37,10927.07
2010/4/2,11315,10927.1,1178.1,2402.58,1126.1,1669.8,84.87,344.5,10927.07,1178.1,2402.58,3.86,2.58,1.2323,127.03,93.45,86.37,10927.07
2010/4/5,11355,10973.6,1187.44,2429.53,1131.1,1703.8,86.83,345.75,10973.55,1187.44,2429.53,3.99,2.74,1.2307,127.72,94.65,86.94,10973.55
2010/4/6,11290,10970,1189.44,2436.81,1134.8,1698.5,86.77,346.5,10969.99,1189.44,2436.81,3.97,2.71,1.238,126.18,94.35,86.97,10969.99
2010/4/7,11295,10897.5,1182.45,2431.16,1153,1717.2,85.88,356.5,10897.52,1182.45,2431.16,3.86,2.61,1.2389,126.13,93.78,86.56,10897.52
2010/4/8,11165,10927.1,1186.44,2436.81,1151.7,1711.1,85.59,359.5,10927.07,1186.44,2436.81,3.9,2.64,1.232,125.59,93.34,86.65,10927.07
2010/4/9,11205,10997.4,1194.37,2454.05,1161.9,1722.2,84.92,357.25,10997.35,1194.37,2454.05,3.89,2.64,1.227,125.15,93.37,87.04,10997.35
2010/4/12,11255,11006,1196.48,2457.87,1162.2,1735.3,84.34,359.5,11005.97,1196.48,2457.87,3.85,2.59,1.231,126.25,93.1,86.53,11005.97
2010/4/13,11155,11019.4,1197.3,2465.99,1153.4,1711.8,85.11,363.25,11019.42,1197.3,2465.99,3.81,2.56,1.2331,126.2,93.23,86.56,11019.42
2010/4/14,11210,11123.1,1210.65,2504.86,1159.6,1730.2,86.73,368.5,11123.11,1210.65,2504.86,3.86,2.6,1.2376,126.46,93.19,87.15,11123.11
2010/4/15,11270,11144.6,1211.67,2515.69,1160.3,1722.3,86.75,373.75,11144.57,1211.67,2515.69,3.85,2.56,1.2275,122.13,93.21,86.87,11144.57
2010/4/16,11100,11018.7,1192.13,2481.26,1136.9,1690.8,84.67,374,11018.66,1192.13,2481.26,3.77,2.47,1.2187,122.07,93.01,85.11,11018.66
2010/4/19,10910,11092.1,1197.52,2480.11,1135.2,1692.8,83.4,357.25,11092.05,1197.52,2480.11,3.81,2.52,1.2226,121.91,92,85.34,11092.05
2010/4/20,10900,11117.1,1207.17,2500.31,1140.4,1718,84.03,365.25,11117.06,1207.17,2500.31,3.81,2.54,1.2525,123.63,92.38,86.85,11117.06
2010/4/21,11100,11124.9,1205.94,2504.61,1146.6,1737,83.68,369,11124.92,1205.94,2504.61,3.74,2.49,1.2555,123.5,93.22,86.33,11124.92
2010/4/22,10945,11134.3,1208.67,2519.07,1141.8,1742.7,83.76,371.5,11134.29,1208.67,2519.07,3.77,2.54,1.2543,122.85,93.18,86.63,11134.29
2010/4/23,10950,11204.3,1217.28,2530.15,1153.7,1740.2,85.12,361,11204.28,1217.28,2530.15,3.82,2.59,1.2623,122.59,93.47,87.03,11204.28
2010/4/26,11165,11205,1212.05,2522.95,1154,1742.8,84.2,359.5,11205.03,1212.05,2522.95,3.82,2.58,1.2638,124.13,94.12,87.05,11205.03
2010/4/27,11210,10992,1183.71,2471.47,1168.9,1718.7,81.83,353.75,10991.99,1183.71,2471.47,3.69,2.43,1.2698,124.1,93.96,85.2,10991.99
2010/4/28,10935,11045.3,1191.36,2471.73,1168.8,1733.7,85.17,364,11045.27,1191.36,2471.73,3.77,2.52,1.2646,124.13,93.25,86.95,11045.27
2010/4/30,11045,11008.6,1186.69,2461.19,1176,1650.8,79.55,375.25,11008.61,1186.69,2461.19,3.66,2.42,1.2722,124.6,94.02,86.91,11008.61
2010/5/6,10680,10520.3,1128.15,2319.64,1197.3,1666.5,77.11,371.25,10520.32,1128.15,2319.64,3.4,2.14,1.2883,123.93,93.8,79.95,10520.32
2010/5/7,10420,10380.4,1110.88,2265.64,1210.4,1666.4,75.11,372,10380.43,1110.88,2265.64,3.43,2.17,1.2767,121.87,90.6,81.36,10380.43
2010/5/10,10545,10785.1,1159.73,2374.67,1200.8,1693.5,76.8,370.5,10785.14,1159.73,2374.67,3.54,2.26,1.2887,122.03,92.69,84.17,10785.14
2010/5/11,10405,10748.3,1155.79,2375.31,1220.3,1700.8,76.37,377,10748.26,1155.79,2375.31,3.54,2.25,1.2912,120.67,93.24,83.03,10748.26
2010/5/12,10370,10896.9,1171.67,2425.02,1243.1,1739.8,80.15,378.25,10896.91,1171.67,2425.02,3.57,2.28,1.299,121.03,92.64,83.23,10896.91
2010/5/13,10640,10783,1157.44,2394.36,1232.5,1739.4,78.62,373,10782.95,1157.44,2394.36,3.56,2.27,1.2993,120.81,93.24,83.04,10782.95
2010/5/14,10460,10620.2,1135.68,2346.85,1232.8,1722.2,75.77,363,10620.16,1135.68,2346.85,3.44,2.15,1.3,120.77,92.74,81.89,10620.16
2010/5/17,10245,10625.8,1136.94,2354.23,1224.2,1675,73.8,356,10625.83,1136.94,2354.23,3.47,2.18,1.3071,121.14,92.31,81.18,10625.83
2010/5/18,10250,10511,1120.8,2317.26,1221.9,1670,72.57,359.75,10510.95,1120.8,2317.26,3.38,2.09,1.3038,121,92.58,79.73,10510.95
2010/5/19,10145,10444.4,1115.05,2298.37,1191.4,1604,72.64,359.25,10444.37,1115.05,2298.37,3.36,2.11,1.3177,122.96,92.25,77.66,10444.37
2010/5/20,10045,10068,1071.59,2204.01,1183,1513.5,69.59,362,10068.01,1071.59,2204.01,3.26,2.03,1.3232,123.05,91.69,73.43,10068.01
2010/5/21,9735,10193.4,1087.69,2229.04,1177.1,1506.6,70.55,369,10193.39,1087.69,2229.04,3.2,1.99,1.3157,122.36,89.67,74.82,10193.39
2010/5/24,9760,10066.6,1073.65,2213.55,1192.4,1529,70,371,10066.57,1073.65,2213.55,3.23,2.02,1.3185,123.54,90.19,74.68,10066.57
2010/5/25,9445,10043.8,1074.03,2210.95,1201.3,1521.2,69.96,364.25,10043.75,1074.03,2210.95,3.16,1.97,1.3289,123.79,90.29,74.48,10043.75
2010/5/26,9485,9974.5,1067.95,2195.88,1211.1,1528.3,70.85,371.5,9974.45,1067.95,2195.88,3.22,2.06,1.3231,124.57,90.22,73.91,9974.45
2010/5/27,9640,10259,1103.06,2277.68,1214.4,1552.9,74.55,373.25,10258.99,1103.06,2277.68,3.34,2.18,1.318,123.79,89.92,77.52,10258.99
2010/5/28,9795,10136.6,1089.41,2257.04,1215,1549.4,73.97,359,10136.63,1089.41,2257.04,3.3,2.1,1.287,124.27,91.03,76.94,10136.63
2010/5/31,9730,10136.6,1089.41,2257.04,1217.9,1563,74.44,359,10136.63,1089.41,2257.04,3.3,2.1,1.287,124.08,91.03,76.94,10136.63
2010/6/1,9730,10024,1070.71,2222.33,1226.8,1546.5,71.9,354,10024.02,1070.71,2222.33,3.3,2.1,1.2822,122.98,91.28,75.66,10024.02
2010/6/2,9610,10249.5,1098.38,2281.07,1225.3,1556.6,73.68,348.5,10249.54,1098.38,2281.07,3.33,2.13,1.2751,122.6,90.94,77.48,10249.54
2010/6/3,9940,10255.3,1102.83,2303.03,1210,1542.9,74.61,349.5,10255.28,1102.83,2303.03,3.38,2.16,1.2818,122.17,92.12,78.34,10255.28
2010/6/4,9930,9932,1064.88,2219.17,1217.7,1514,71.51,340,9931.97,1064.88,2219.17,3.19,1.98,1.2878,122.1,92.69,75.7,9931.97
2010/6/7,9530,9816.5,1050.47,2173.9,1240.8,1517.3,71.44,335.75,9816.49,1050.47,2173.9,3.18,1.97,1.2844,122.88,91.84,73.99,9816.49
2010/6/8,9530,9940,1062,2170.57,1245.6,1528.8,71.99,337.25,9939.98,1062,2170.57,3.17,1.96,1.282,123.01,91.37,75.66,9939.98
2010/6/9,9465,9899.3,1055.69,2158.85,1229.9,1527.5,74.38,338.25,9899.25,1055.69,2158.85,3.19,1.98,1.2711,124.04,91.44,75.49,9899.25
2010/6/10,9515,10172.5,1086.84,2218.71,1222.2,1536.2,75.48,364.5,10172.53,1086.84,2218.71,3.32,2.11,1.266,124.6,91.29,77.66,10172.53
2010/6/11,9710,10211.1,1091.6,2243.6,1230.2,1542.4,75.34,371,10211.07,1091.6,2243.6,3.22,2.01,1.2666,124.44,91.32,77.87,10211.07
2010/6/14,9870,10190.9,1089.63,2243.96,1224.5,1563.4,76.28,375,10190.89,1089.63,2243.96,3.28,2.05,1.2651,126.24,91.77,78.61,10190.89
2010/6/15,9850,10404.8,1115.23,2305.88,1234.4,1578,77.91,375,10404.77,1115.23,2305.88,3.31,2.08,1.2717,127.46,91.57,79.12,10404.77
2010/6/16,10010,10409.5,1114.61,2305.93,1230.5,1567.5,78.72,377.25,10409.46,1114.61,2305.93,3.28,2.07,1.2733,127.22,91.44,78.96,10409.46
2010/6/17,10010,10434.2,1116.04,2307.16,1248.7,1572,78.04,378.25,10434.17,1116.04,2307.16,3.19,1.99,1.2663,125.59,91.43,78.92,10434.17
2010/6/18,9985,10450.6,1117.51,2309.8,1258.3,1587,78.26,380.5,10450.64,1117.51,2309.8,3.22,2.02,1.2677,124.59,90.99,79.12,10450.64
2010/6/21,10235,10442.4,1113.2,2289.09,1240.7,1587.6,78.61,374.75,10442.41,1113.2,2289.09,3.24,2.03,1.2809,124.76,90.39,79.8,10442.41
2010/6/22,10110,10293.5,1095.31,2261.8,1240.8,1593,77.85,372,10293.52,1095.31,2261.8,3.17,1.97,1.2826,125.77,91.09,78.97,10293.52
2010/6/23,9910,10298.4,1092.04,2254.23,1234.8,1569,76.35,365.5,10298.44,1092.04,2254.23,3.12,1.91,1.2892,126.64,90.56,78.49,10298.44
2010/6/24,9915,10152.8,1073.69,2217.42,1245.9,1561.5,76.51,364.5,10152.8,1073.69,2217.42,3.12,1.94,1.2873,126.85,89.8,77.6,10152.8
2010/6/25,9915,10143.8,1076.76,2223.48,1256.2,1570.4,78.86,360.5,10143.81,1076.76,2223.48,3.11,1.91,1.2685,127.29,89.6,78.09,10143.81
2010/6/28,9680,10138.5,1074.57,2220.65,1238.6,1567.3,78.25,352.75,10138.52,1074.57,2220.65,3.03,1.83,1.2719,126.3,89.3,77.91,10138.52
2010/6/29,9550,9870.3,1041.24,2135.18,1242.4,1540.7,75.94,344,9870.3,1041.24,2135.18,2.97,1.79,1.27,124.41,89.36,75.18,9870.3
2010/6/30,9365,9774,1030.71,2109.24,1245.9,1530.9,75.63,373.5,9774.02,1030.71,2109.24,2.95,1.79,1.2707,124.63,88.58,74.35,9774.02
2010/7/1,9180,9732.5,1027.37,2101.36,1206.7,1503.3,72.95,384.5,9732.53,1027.37,2101.36,2.93,1.79,1.2875,125.23,88.42,73.87,9732.53
2010/7/2,9215,9686.5,1022.58,2091.79,1207.7,1499.2,72.14,384.5,9686.48,1022.58,2091.79,2.98,1.81,1.2998,124.76,87.58,73.87,9686.48
2010/7/5,9265,9686.5,1022.58,2091.79,1209.4,1506,71.75,384.5,9686.48,1022.58,2091.79,2.98,1.81,1.2998,124.25,87.58,73.87,9686.48
2010/7/6,9360,9743.6,1028.06,2093.88,1194.5,1513.8,72.03,379.25,9743.62,1028.06,2093.88,2.93,1.76,1.301,125.57,87.76,74.52,9743.62
2010/7/7,9285,10018.3,1060.27,2159.47,1198.9,1521.9,74.07,389.25,10018.28,1060.27,2159.47,2.98,1.78,1.3086,125.7,87.51,75.81,10018.28
2010/7/8,9535,10139,1070.25,2175.4,1196.1,1516.4,75.44,396.25,10138.99,1070.25,2175.4,3.02,1.8,1.3038,122.82,87.69,77.46,10138.99
2010/7/9,9580,10198,1077.96,2196.45,1209.8,1529,76.09,395.25,10198.03,1077.96,2196.45,3.06,1.84,1.3255,124.28,88.36,77.71,10198.03
2010/7/12,9555,10216.3,1078.75,2198.36,1198.7,1511.5,74.95,391.75,10216.27,1078.75,2198.36,3.05,1.83,1.3393,124.41,88.66,77.55,10216.27
2010/7/13,9525,10363,1095.34,2242.03,1213.5,1531.6,77.59,387,10363.02,1095.34,2242.03,3.11,1.89,1.3494,125.14,88.61,78.23,10363.02
2010/7/14,9405,10366.7,1095.17,2249.84,1207,1516.8,77.45,396.25,10366.72,1095.17,2249.84,3.05,1.81,1.344,124.62,88.72,78.07,10366.72
2010/7/15,9405,10359.3,1096.48,2249.08,1208.3,1529.9,77.01,405.25,10359.31,1096.48,2249.08,2.98,1.74,1.3586,122.72,88.4,77.1,10359.31
2010/7/16,9405,10097.9,1064.88,2179.05,1184,1509.4,76.79,407.25,10097.9,1064.88,2179.05,2.94,1.69,1.3632,120.34,87.35,75.27,10097.9
2010/7/20,9295,10230,1083.48,2222.49,1191.7,1514.3,77.58,387.5,10229.96,1083.48,2222.49,2.93,1.67,1.3788,113.83,86.69,77.33,10229.96
2010/7/21,9275,10120.5,1069.59,2187.33,1191.8,1524.8,76.56,393.5,10120.53,1069.59,2187.33,2.89,1.65,1.3684,116.54,87.51,76.42,10120.53
2010/7/22,9200,10322.3,1093.67,2245.89,1195.6,1525.4,79.3,390.25,10322.3,1093.67,2245.89,2.93,1.67,1.3832,119.21,87.04,77.61,10322.3
2010/7/23,9430,10424.6,1102.66,2269.47,1187.8,1538.7,78.98,384.5,10424.62,1102.66,2269.47,2.99,1.73,1.3928,117.4,86.93,78.33,10424.62
2010/7/26,9495,10525.4,1115.01,2296.43,1183.1,1552.7,78.98,378,10525.43,1115.01,2296.43,2.99,1.73,1.3923,117.53,87.5,78.38,10525.43
2010/7/27,9505,10537.7,1113.84,2288.25,1158,1534.5,77.5,377,10537.69,1113.84,2288.25,3.05,1.79,1.3925,116.06,86.87,79.31,10537.69
2010/7/28,9730,10497.9,1106.13,2264.56,1160.4,1539.5,76.99,390.75,10497.88,1106.13,2264.56,3,1.71,1.392,114.21,87.89,78.1,10497.88
2010/7/29,9695,10467.2,1101.53,2251.69,1169.8,1563.4,78.36,393.75,10467.16,1101.53,2251.69,3,1.7,1.396,114.7,87.45,78.22,10467.16
2010/7/30,9560,10465.9,1101.6,2254.7,1182.4,1576.8,78.95,406.75,10465.94,1101.6,2254.7,2.91,1.6,1.4076,112.61,86.77,78.21,10465.94
2010/8/2,9560,10674.4,1125.86,2295.36,1184.1,1602.2,81.34,404.5,10674.38,1125.86,2295.36,2.96,1.64,1.3972,113.7,86.42,78.91,10674.38
2010/8/3,9675,10636.4,1120.46,2283.52,1186.6,1583,82.48,404,10636.38,1120.46,2283.52,2.91,1.55,1.3974,112.01,86.48,78.41,10636.38
2010/8/4,9495,10680.4,1127.24,2303.57,1194.5,1583.5,82.47,415,10680.43,1127.24,2303.57,2.95,1.62,1.3732,113.07,85.76,79.07,10680.43
2010/8/5,9620,10675,1125.81,2293.06,1197.9,1572.5,82.01,418,10674.98,1125.81,2293.06,2.91,1.58,1.3952,111.57,86.26,78.54,10674.98
2010/8/6,9555,10653.6,1121.64,2288.47,1204.1,1570.8,80.7,420,10653.56,1121.64,2288.47,2.82,1.51,1.3916,111.2,85.8,78.54,10653.56
2010/8/9,9555,10698.8,1127.79,2305.69,1201.4,1542.9,81.48,418,10698.75,1127.79,2305.69,2.82,1.53,1.3942,109.51,85.35,78.69,10698.75
2010/8/10,9540,10644.3,1121.06,2277.17,1198,1549.6,80.26,409,10644.25,1121.06,2277.17,2.78,1.48,1.3967,112.45,85.93,78,10644.25
2010/8/11,9275,10378.8,1089.47,2208.63,1204.5,1520.6,77.58,411,10378.83,1089.47,2208.63,2.68,1.43,1.3853,111.57,85.42,76.59,10378.83
2010/8/12,9190,10320,1083.61,2190.27,1215.4,1531.1,76.15,421.75,10319.95,1083.61,2190.27,2.73,1.46,1.3765,111.4,85.32,76.93,10319.95
2010/8/13,9265,10303.2,1079.25,2173.48,1215.4,1526.2,75.77,427.25,10303.15,1079.25,2173.48,2.69,1.46,1.3927,112.79,85.91,77,10303.15
2010/8/16,9180,10302,1079.38,2181.87,1225,1537.3,75.6,422.75,10302.01,1079.38,2181.87,2.58,1.38,1.3923,112.81,86.21,76.56,10302.01
2010/8/17,9165,10405.9,1092.54,2209.44,1227,1546.6,76.16,430,10405.85,1092.54,2209.44,2.64,1.43,1.3888,109.93,85.32,77.43,10405.85
2010/8/18,9235,10415.5,1094.16,2215.7,1230.1,1536.5,75.78,433.25,10415.54,1094.16,2215.7,2.64,1.44,1.4034,108.84,85.52,76.67,10415.54
2010/8/19,9365,10271.2,1075.63,2178.95,1234.2,1527.5,74.77,429.25,10271.21,1075.63,2178.95,2.58,1.39,1.4208,109.37,85.44,76.14,10271.21
2010/8/20,9160,10213.6,1071.69,2179.76,1227.6,1513.9,73.82,436.25,10213.62,1071.69,2179.76,2.61,1.45,1.4036,109.28,85.38,76.45,10213.62
2010/8/23,9100,10174.4,1067.36,2159.63,1227.3,1508.6,73.1,432.75,10174.41,1067.36,2159.63,2.61,1.42,1.3913,110.72,85.59,76,10174.41
2010/8/24,8975,10040.5,1051.87,2123.76,1232.2,1517.7,71.63,420.5,10040.45,1051.87,2123.76,2.5,1.33,1.3775,110.98,85.15,74.21,10040.45
2010/8/25,8815,10060.1,1055.33,2141.54,1239.9,1527.4,72.52,420,10060.06,1055.33,2141.54,2.54,1.38,1.3782,111.92,83.89,74.78,10060.06
2010/8/26,8895,9985.8,1047.22,2118.69,1236.4,1539.9,73.36,432,9985.81,1047.22,2118.69,2.5,1.39,1.366,112.71,84.57,74.84,9985.81
2010/8/27,8980,10150.7,1064.59,2153.63,1236.6,1537,75.17,436,10150.65,1064.59,2153.63,2.65,1.5,1.3691,112.57,84.43,76.63,10150.65
2010/8/30,9130,10009.7,1048.92,2119.97,1238,1533.1,74.7,441.5,10009.73,1048.92,2119.97,2.55,1.39,1.3581,112.62,85.37,75.39,10009.73
2010/8/31,8805,10014.7,1049.33,2114.03,1249,1523.5,71.92,439.25,10014.72,1049.33,2114.03,2.48,1.34,1.3491,112.33,84.61,74.83,10014.72
2010/9/1,8925,10269.5,1080.29,2176.84,1246.8,1535.7,73.91,446.75,10269.47,1080.29,2176.84,2.58,1.41,1.3521,112.15,84.17,76.91,10269.47
2010/9/2,9040,10320.1,1090.1,2200.01,1252.1,1551.5,75.02,447.5,10320.1,1090.1,2200.01,2.63,1.42,1.3639,111.06,84.44,76.81,10320.1
2010/9/3,9100,10447.9,1104.51,2233.75,1249.8,1561.1,74.6,464.5,10447.93,1104.51,2233.75,2.71,1.49,1.368,110.59,84.26,77.38,10447.93
2010/9/6,9285,10447.9,1104.51,2233.75,1250.1,1562.3,74.08,464.5,10447.93,1104.51,2233.75,2.71,1.49,1.368,110.45,84.26,77.38,10447.93
2010/9/7,9220,10340.7,1091.84,2208.89,1257.9,1556.3,74.09,466.25,10340.69,1091.84,2208.89,2.61,1.41,1.362,110.46,84.2,76.3,10340.69
2010/9/8,8960,10387,1098.87,2228.87,1256.1,1562.2,74.67,462.5,10387.01,1098.87,2228.87,2.65,1.45,1.3327,109.69,83.81,76.99,10387.01
2010/9/9,9030,10415.2,1104.18,2236.2,1249.4,1550.3,74.25,470.75,10415.24,1104.18,2236.2,2.76,1.57,1.3353,107.96,83.86,77.41,10415.24
2010/9/10,9255,10462.8,1109.55,2242.48,1245,1542.5,76.45,478.25,10462.77,1109.55,2242.48,2.8,1.58,1.3244,108.15,83.77,77.99,10462.77
2010/9/13,9255,10544.1,1121.9,2285.71,1245.6,1549.9,78.03,483.5,10544.13,1121.9,2285.71,2.74,1.51,1.312,109.75,84.19,78.24,10544.13
2010/9/14,9435,10526.5,1121.1,2289.77,1268.5,1590.9,77.47,495,10526.49,1121.1,2289.77,2.67,1.43,1.2982,110.19,83.7,78.19,10526.49
2010/9/15,9435,10572.7,1125.07,2301.32,1267.1,1605.3,77.12,495.25,10572.73,1125.07,2301.32,2.72,1.44,1.3141,110.47,83.03,81.38,10572.73
2010/9/16,9435,10594.8,1124.66,2303.25,1275.3,1610.8,75.75,496,10594.83,1124.66,2303.25,2.76,1.46,1.3223,110.82,85.73,80.43,10594.83
2010/9/17,9575,10607.9,1125.59,2315.61,1279.3,1627.5,76.19,513.25,10607.85,1125.59,2315.61,2.75,1.44,1.3425,112.15,85.77,80.31,10607.85
2010/9/21,9535,10761,1139.78,2349.35,1286.8,1623,74.85,505.25,10761.03,1139.78,2349.35,2.59,1.31,1.3261,112.07,85.69,81.19,10761.03
2010/9/22,9525,10739.3,1134.28,2334.55,1294.6,1645.9,75.18,505,10739.31,1134.28,2334.55,2.55,1.31,1.326,111.57,85.08,80.74,10739.31
2010/9/24,9405,10860.3,1148.67,2381.22,1296.3,1645.6,76.49,521.75,10860.26,1148.67,2381.22,2.61,1.35,1.3234,112.74,84.36,80.79,10860.26
2010/9/27,9545,10812,1142.16,2369.77,1296.9,1630.1,76.52,512.75,10812.04,1142.16,2369.77,2.52,1.28,1.3387,112.61,84.32,81.06,10812.04
2010/9/28,9500,10858.1,1147.7,2379.59,1308.7,1636.8,76.24,500,10858.14,1147.7,2379.59,2.46,1.23,1.3382,113.04,84.24,81.13,10858.14
2010/9/29,9565,10835.3,1144.73,2376.56,1311.2,1644,77.95,505,10835.28,1144.73,2376.56,2.51,1.29,1.3211,112.02,83.85,81.05,10835.28
2010/9/30,9380,10788.1,1141.2,2368.62,1310.6,1653.2,79.77,495.75,10788.05,1141.2,2368.62,2.52,1.28,1.3235,112.44,83.69,80.67,10788.05
2010/10/1,9375,10829.7,1146.24,2370.75,1320,1681.7,81.73,465.75,10829.68,1146.24,2370.75,2.53,1.27,1.3185,112.76,83.51,80.98,10829.68
