now,stockname,CNT,WIN,PL,AVG,CNT_A,WIN_A,PL_A,AVG_A,WIN_COMP,PL_COMP
2018/07/26 23:14:19,2670_2017L_PL,258,55.81,1.21,1041,16,50.0,0.85,-1486,-0.104,-0.298
2018/07/26 23:14:20,2670_2017S_PL,246,46.34,0.94,-342,21,47.62,0.75,-1256,0.028,-0.202
2018/07/26 23:14:29,2674_2013L_PL,240,62.08,2.3,4210,31,70.97,4.87,4753,0.143,1.117
2018/07/26 23:14:29,2674_2013S_PL,247,40.49,0.71,-1875,35,40.0,1.08,432,-0.012,0.521
2018/07/26 23:14:31,2674_2014L_PL,243,64.61,2.73,4560,52,53.85,1.52,3008,-0.167,-0.443
2018/07/26 23:14:32,2674_2014S_PL,232,40.95,0.76,-1375,48,39.58,0.85,-1317,-0.033,0.118
2018/07/26 23:14:34,2674_2015L_PL,255,63.14,2.27,4084,41,51.22,0.82,-1564,-0.189,-0.639
2018/07/26 23:14:34,2674_2015S_PL,243,41.56,0.76,-1651,62,40.32,0.79,-1575,-0.03,0.039
2018/07/26 23:14:36,2674_2016L_PL,259,64.09,2.01,3942,55,49.09,1.1,372,-0.234,-0.453
2018/07/26 23:14:37,2674_2016S_PL,282,41.13,0.79,-1509,44,61.36,2.01,1752,0.492,1.544
2018/07/26 23:14:39,2674_2017L_PL,269,62.08,1.8,3169,21,57.14,0.73,-1943,-0.08,-0.594
2018/07/26 23:14:39,2674_2017S_PL,293,45.39,0.89,-692,20,65.0,2.94,4054,0.432,2.303
2018/07/26 23:14:48,2676_2013L_PL,247,48.58,0.86,-722,43,48.84,0.7,-1550,0.005,-0.186
2018/07/26 23:14:48,2676_2013S_PL,259,46.33,0.95,-289,40,47.5,0.96,-220,0.025,0.011
2018/07/26 23:14:50,2676_2014L_PL,259,49.42,0.79,-942,45,37.78,0.72,-1257,-0.236,-0.089
2018/07/26 23:14:51,2676_2014S_PL,254,45.28,0.73,-1276,41,43.9,1.05,232,-0.03,0.438
2018/07/26 23:14:53,2676_2015L_PL,267,49.06,0.85,-652,46,34.78,0.51,-2373,-0.291,-0.4
2018/07/26 23:14:53,2676_2015S_PL,252,48.02,0.9,-467,38,28.95,0.41,-2755,-0.397,-0.544
2018/07/26 23:14:55,2676_2016L_PL,267,45.69,0.8,-896,49,46.94,0.82,-784,0.027,0.025
2018/07/26 23:14:56,2676_2016S_PL,253,43.08,0.78,-1070,35,48.57,0.73,-1519,0.127,-0.064
2018/07/26 23:14:57,2676_2017L_PL,276,43.84,0.72,-1312,19,42.11,0.53,-3269,-0.039,-0.264
2018/07/26 23:14:58,2676_2017S_PL,247,41.3,0.7,-1486,27,66.67,5.69,12232,0.614,7.129
2018/07/26 23:15:07,2681_2013L_PL,264,52.65,1.39,2305,41,65.85,2.08,2546,0.251,0.496
2018/07/26 23:15:08,2681_2013S_PL,305,47.54,1.37,2441,37,45.95,0.87,-486,-0.033,-0.365
2018/07/26 23:15:10,2681_2014L_PL,268,54.48,1.44,1928,54,62.96,1.17,1021,0.156,-0.188
2018/07/26 23:15:10,2681_2014S_PL,284,44.72,0.89,-635,37,45.95,1.34,2624,0.028,0.506
2018/07/26 23:15:12,2681_2015L_PL,280,57.5,1.42,1815,45,57.78,1.06,389,0.005,-0.254
2018/07/26 23:15:13,2681_2015S_PL,282,43.97,0.98,-86,49,44.9,1.65,3353,0.021,0.684
2018/07/26 23:15:15,2681_2016L_PL,280,58.93,1.43,1948,56,60.71,3.06,7287,0.03,1.14
2018/07/26 23:15:15,2681_2016S_PL,289,42.91,1.11,630,44,43.18,0.66,-1725,0.006,-0.405
2018/07/26 23:15:17,2681_2017L_PL,301,57.81,1.54,2336,25,44.0,0.66,-2376,-0.239,-0.571
2018/07/26 23:15:17,2681_2017S_PL,276,42.75,1.08,420,27,48.15,1.21,1538,0.126,0.12
2018/07/26 23:15:27,2685_2013L_PL,295,50.17,1.01,105,37,51.35,1.11,904,0.024,0.099
2018/07/26 23:15:27,2685_2013S_PL,281,49.82,1.2,1597,44,50.0,1.08,484,0.004,-0.1
2018/07/26 23:15:29,2685_2014L_PL,283,49.82,1.06,407,55,47.27,1.02,193,-0.051,-0.038
2018/07/26 23:15:30,2685_2014S_PL,275,50.55,1.22,1456,50,48.0,0.82,-1685,-0.05,-0.328
2018/07/26 23:15:32,2685_2015L_PL,291,50.17,1.11,723,53,39.62,0.78,-2427,-0.21,-0.297
2018/07/26 23:15:32,2685_2015S_PL,286,48.95,1.04,316,58,37.93,0.79,-2635,-0.225,-0.24
2018/07/26 23:15:34,2685_2016L_PL,295,48.47,1.12,849,46,45.65,0.77,-1801,-0.058,-0.312
2018/07/26 23:15:35,2685_2016S_PL,300,47.0,0.89,-906,50,58.0,2.11,3835,0.234,1.371
2018/07/26 23:15:37,2685_2017L_PL,300,48.33,1.02,175,24,58.33,0.44,-7071,0.207,-0.569
2018/07/26 23:15:37,2685_2017S_PL,306,48.37,0.96,-287,27,44.44,1.02,162,-0.081,0.062
2018/07/26 23:15:46,2689_2013L_PL,122,61.48,2.17,9466,39,69.23,1.29,1913,0.126,-0.406
2018/07/26 23:15:47,2689_2013S_PL,117,45.3,1.06,561,39,43.59,0.73,-1988,-0.038,-0.311
2018/07/26 23:15:49,2689_2014L_PL,155,63.23,1.99,7711,36,55.56,1.7,2707,-0.121,-0.146
2018/07/26 23:15:49,2689_2014S_PL,155,43.87,0.94,-562,45,48.89,1.9,3875,0.114,1.021
2018/07/26 23:15:51,2689_2015L_PL,182,60.99,1.94,6766,36,52.78,1.45,3027,-0.135,-0.253
2018/07/26 23:15:52,2689_2015S_PL,182,45.6,1.13,1060,39,56.41,0.8,-962,0.237,-0.292
2018/07/26 23:15:54,2689_2016L_PL,192,59.38,1.75,5366,45,73.33,2.44,3261,0.235,0.394
2018/07/26 23:15:54,2689_2016S_PL,208,48.08,1.07,489,35,45.71,1.2,895,-0.049,0.121
2018/07/26 23:15:56,2689_2017L_PL,228,60.96,1.73,4656,23,52.17,0.69,-2035,-0.144,-0.601
2018/07/26 23:15:56,2689_2017S_PL,232,46.55,1.02,133,27,48.15,0.61,-1876,0.034,-0.402
2018/07/26 23:15:58,2692_2013L_PL,231,51.95,0.82,-1015,23,60.87,0.65,-1530,0.172,-0.207
2018/07/26 23:15:59,2692_2013S_PL,231,45.89,0.8,-1087,30,16.67,0.06,-7659,-0.637,-0.925
2018/07/26 23:16:01,2692_2014L_PL,215,53.02,0.83,-838,41,63.41,1.68,1942,0.196,1.024
2018/07/26 23:16:01,2692_2014S_PL,217,40.09,0.64,-1824,27,51.85,0.84,-767,0.293,0.312
2018/07/26 23:16:04,2692_2015L_PL,220,57.27,1.04,168,36,58.33,1.22,689,0.019,0.173
2018/07/26 23:16:04,2692_2015S_PL,207,41.06,0.72,-1282,30,50.0,1.18,633,0.218,0.639
2018/07/26 23:16:06,2692_2016L_PL,232,58.62,1.06,227,39,53.85,1.17,589,-0.081,0.104
2018/07/26 23:16:07,2692_2016S_PL,202,43.07,0.81,-850,32,40.62,0.37,-2814,-0.057,-0.543
2018/07/26 23:16:09,2692_2017L_PL,234,57.69,0.98,-72,17,47.06,0.94,-313,-0.184,-0.041
2018/07/26 23:16:09,2692_2017S_PL,190,42.11,0.71,-1248,21,52.38,1.36,1130,0.244,0.915
2018/07/26 23:16:26,2695_2013L_PL,258,63.57,2.59,6432,54,55.56,2.29,5067,-0.126,-0.116
2018/07/26 23:16:26,2695_2013S_PL,269,58.36,1.68,3386,38,50.0,0.83,-959,-0.143,-0.506
2018/07/26 23:16:28,2695_2014L_PL,278,63.67,2.83,7000,48,66.67,2.52,5703,0.047,-0.11
2018/07/26 23:16:29,2695_2014S_PL,251,57.37,1.79,3445,43,48.84,0.67,-2571,-0.149,-0.626
2018/07/26 23:16:31,2695_2015L_PL,285,63.86,2.75,6101,42,61.9,1.88,3513,-0.031,-0.316
2018/07/26 23:16:32,2695_2015S_PL,255,55.29,1.48,2276,44,50.0,0.84,-1010,-0.096,-0.432
2018/07/26 23:16:34,2695_2016L_PL,292,62.67,2.31,4899,42,76.19,4.73,4669,0.216,1.048
2018/07/26 23:16:34,2695_2016S_PL,251,54.18,1.3,1584,30,36.67,0.8,-940,-0.323,-0.385
2018/07/26 23:16:36,2695_2017L_PL,284,65.14,3.04,5743,20,60.0,1.3,1500,-0.079,-0.572
2018/07/26 23:16:36,2695_2017S_PL,234,50.85,1.03,186,20,40.0,1.45,2031,-0.213,0.408
2018/07/26 23:16:38,2698_2013L_PL,276,67.39,2.62,3361,43,69.77,2.38,2556,0.035,-0.092
2018/07/26 23:16:39,2698_2013S_PL,216,53.24,1.61,1861,45,46.67,1.02,53,-0.123,-0.366
2018/07/26 23:16:41,2698_2014L_PL,275,68.73,2.85,3380,47,55.32,0.98,-30,-0.195,-0.656
2018/07/26 23:16:42,2698_2014S_PL,230,50.87,1.61,1728,42,61.9,1.71,1575,0.217,0.062
2018/07/26 23:16:44,2698_2015L_PL,283,66.08,2.46,2846,41,46.34,1.23,714,-0.299,-0.5
2018/07/26 23:16:44,2698_2015S_PL,237,52.74,1.6,1685,47,53.19,0.81,-956,0.009,-0.494
2018/07/26 23:16:46,2698_2016L_PL,289,64.01,2.19,2636,44,77.27,2.59,2364,0.207,0.183
2018/07/26 23:16:47,2698_2016S_PL,253,52.17,1.3,1023,41,34.15,1.59,1646,-0.345,0.223
2018/07/26 23:16:48,2698_2017L_PL,290,66.21,2.56,2943,26,46.15,0.97,-64,-0.303,-0.621
2018/07/26 23:16:49,2698_2017S_PL,271,50.92,1.41,1365,25,48.0,1.1,283,-0.057,-0.22
2018/07/26 23:16:56,2702_2013L_PL,295,72.54,3.85,3069,41,56.1,1.53,1448,-0.227,-0.603
2018/07/26 23:16:56,2702_2013S_PL,299,51.17,1.5,1241,52,59.62,2.15,2430,0.165,0.433
2018/07/26 23:16:58,2702_2014L_PL,290,69.31,2.69,2150,50,68.0,2.3,1572,-0.019,-0.145
2018/07/26 23:16:59,2702_2014S_PL,300,51.33,1.55,1157,33,57.58,3.87,2910,0.122,1.497
2018/07/26 23:17:01,2702_2015L_PL,301,68.77,2.56,1861,42,64.29,2.01,3292,-0.065,-0.215
2018/07/26 23:17:01,2702_2015S_PL,286,53.5,1.92,1588,37,40.54,1.02,87,-0.242,-0.469
2018/07/26 23:17:03,2702_2016L_PL,292,67.81,2.37,2086,40,72.5,4.05,5301,0.069,0.709
2018/07/26 23:17:03,2702_2016S_PL,272,50.74,1.67,1559,32,56.25,1.02,97,0.109,-0.389
2018/07/26 23:17:05,2702_2017L_PL,284,69.37,2.63,2701,25,60.0,2.91,3216,-0.135,0.106
2018/07/26 23:17:05,2702_2017S_PL,254,52.76,1.61,1649,18,44.44,1.42,1528,-0.158,-0.118
2018/07/26 23:17:29,2715_2013L_PL,270,55.56,1.44,2090,49,59.18,1.99,3929,0.065,0.382
2018/07/26 23:17:29,2715_2013S_PL,255,46.27,0.97,-174,43,30.23,0.46,-5224,-0.347,-0.526
2018/07/26 23:17:30,2715_2014L_PL,271,57.93,1.69,2976,32,53.12,1.01,27,-0.083,-0.402
2018/07/26 23:17:30,2715_2014S_PL,249,40.96,0.65,-2609,35,48.57,1.17,1001,0.186,0.8
2018/07/26 23:17:32,2715_2015L_PL,263,57.41,1.5,2130,48,54.17,1.12,735,-0.056,-0.253
2018/07/26 23:17:32,2715_2015S_PL,235,43.4,0.75,-1819,54,46.3,0.91,-591,0.067,0.213
2018/07/26 23:17:33,2715_2016L_PL,265,56.23,1.3,1442,53,58.49,1.24,886,0.04,-0.046
2018/07/26 23:17:34,2715_2016S_PL,255,41.96,0.72,-1982,35,51.43,1.55,1788,0.226,1.153
2018/07/26 23:17:35,2715_2017L_PL,275,57.82,1.35,1625,24,54.17,1.74,2947,-0.063,0.289
2018/07/26 23:17:35,2715_2017S_PL,253,43.48,0.84,-996,27,48.15,1.8,4156,0.107,1.143
2018/07/26 23:17:55,2726_2013L_PL,295,56.27,1.53,4433,52,53.85,1.46,3581,-0.043,-0.046
2018/07/26 23:17:56,2726_2013S_PL,296,47.64,0.8,-2117,51,41.18,0.67,-3310,-0.136,-0.162
2018/07/26 23:17:58,2726_2014L_PL,306,56.86,1.62,4502,44,65.91,1.65,3189,0.159,0.019
2018/07/26 23:17:58,2726_2014S_PL,298,45.64,0.72,-2832,42,45.24,0.47,-5160,-0.009,-0.347
2018/07/26 23:18:00,2726_2015L_PL,300,58.67,1.8,5012,56,53.57,0.73,-2753,-0.087,-0.594
2018/07/26 23:18:01,2726_2015S_PL,293,47.78,0.83,-1481,41,56.1,1.32,2057,0.174,0.59
2018/07/26 23:18:03,2726_2016L_PL,312,56.09,1.35,2544,46,56.52,1.76,3746,0.008,0.304
2018/07/26 23:18:04,2726_2016S_PL,283,49.82,0.94,-451,40,47.5,0.71,-1401,-0.047,-0.245
2018/07/26 23:18:06,2726_2017L_PL,308,57.14,1.41,2742,23,47.83,0.62,-2929,-0.163,-0.56
2018/07/26 23:18:06,2726_2017S_PL,285,49.47,0.9,-734,18,61.11,3.0,4518,0.235,2.333
2018/07/26 23:18:08,2729_2013L_PL,225,56.44,1.68,3302,45,62.22,2.65,5092,0.102,0.577
2018/07/26 23:18:09,2729_2013S_PL,248,53.63,1.41,2441,39,30.77,0.76,-1033,-0.426,-0.461
2018/07/26 23:18:11,2729_2014L_PL,245,57.96,1.9,3841,52,65.38,2.08,5560,0.128,0.095
2018/07/26 23:18:11,2729_2014S_PL,241,49.38,1.34,1873,46,43.48,1.43,2832,-0.119,0.067
2018/07/26 23:18:13,2729_2015L_PL,271,59.78,2.0,4353,57,50.88,1.21,1113,-0.149,-0.395
2018/07/26 23:18:14,2729_2015S_PL,242,46.69,1.12,680,45,46.67,1.01,33,-0.0,-0.098
2018/07/26 23:18:16,2729_2016L_PL,279,58.78,1.9,3803,62,56.45,1.74,2982,-0.04,-0.084
2018/07/26 23:18:16,2729_2016S_PL,260,45.38,0.97,-149,49,48.98,1.17,747,0.079,0.206
2018/07/26 23:18:18,2729_2017L_PL,304,60.2,2.0,3924,20,55.0,2.13,4141,-0.086,0.065
2018/07/26 23:18:19,2729_2017S_PL,266,45.49,1.08,419,25,64.0,1.98,2718,0.407,0.833
2018/07/26 23:18:21,2730_2013L_PL,277,57.04,1.73,4899,50,52.0,1.5,2907,-0.088,-0.133
2018/07/26 23:18:21,2730_2013S_PL,283,52.3,1.19,1621,45,60.0,1.72,2516,0.147,0.445
2018/07/26 23:18:24,2730_2014L_PL,297,55.89,1.75,4612,40,55.0,1.93,3528,-0.016,0.103
2018/07/26 23:18:24,2730_2014S_PL,285,52.63,1.2,1454,47,59.57,1.11,554,0.132,-0.075
2018/07/26 23:18:26,2730_2015L_PL,290,52.41,1.38,2176,48,45.83,0.95,-301,-0.126,-0.312
2018/07/26 23:18:27,2730_2015S_PL,296,54.05,1.25,1484,44,45.45,1.04,149,-0.159,-0.168
2018/07/26 23:18:29,2730_2016L_PL,291,52.58,1.41,2225,43,55.81,1.0,14,0.061,-0.291
2018/07/26 23:18:30,2730_2016S_PL,293,51.19,1.09,567,42,40.48,0.8,-1070,-0.209,-0.266
2018/07/26 23:18:32,2730_2017L_PL,286,53.85,1.45,2196,25,64.0,1.13,560,0.188,-0.221
2018/07/26 23:18:32,2730_2017S_PL,283,51.94,1.15,749,25,44.0,1.47,2914,-0.153,0.278
2018/07/26 23:18:33,2733_2013L_PL,130,55.38,2.0,5702,38,44.74,0.65,-1395,-0.192,-0.675
2018/07/26 23:18:34,2733_2013S_PL,114,53.51,1.77,4383,41,46.34,0.87,-746,-0.134,-0.508
2018/07/26 23:18:36,2733_2014L_PL,173,53.18,1.79,4086,45,66.67,2.54,4694,0.254,0.419
2018/07/26 23:18:36,2733_2014S_PL,156,51.28,1.51,2952,53,35.85,0.82,-1351,-0.301,-0.457
2018/07/26 23:18:38,2733_2015L_PL,218,55.96,1.89,4212,45,53.33,1.89,3767,-0.047,0.0
2018/07/26 23:18:38,2733_2015S_PL,212,47.17,1.29,1766,44,34.09,0.33,-5738,-0.277,-0.744
2018/07/26 23:18:40,2733_2016L_PL,265,55.09,1.77,3785,50,54.0,1.68,2346,-0.02,-0.051
2018/07/26 23:18:41,2733_2016S_PL,261,45.21,1.08,507,38,60.53,1.26,1327,0.339,0.167
2018/07/26 23:18:43,2733_2017L_PL,292,54.79,1.81,3797,30,46.67,0.81,-2383,-0.148,-0.552
2018/07/26 23:18:43,2733_2017S_PL,271,46.49,1.08,499,20,45.0,0.48,-5824,-0.032,-0.556
2018/07/26 23:18:45,2734_2013L_PL,268,57.09,1.78,4008,40,52.5,0.76,-1801,-0.08,-0.573
2018/07/26 23:18:46,2734_2013S_PL,242,52.07,1.51,3000,49,38.78,0.53,-3659,-0.255,-0.649
2018/07/26 23:18:48,2734_2014L_PL,268,54.48,1.29,1638,37,40.54,0.39,-4037,-0.256,-0.698
2018/07/26 23:18:48,2734_2014S_PL,252,49.6,1.28,1640,42,47.62,0.75,-1239,-0.04,-0.414
2018/07/26 23:18:50,2734_2015L_PL,264,53.79,1.11,641,39,53.85,1.75,3135,0.001,0.577
2018/07/26 23:18:51,2734_2015S_PL,265,50.19,1.28,1513,53,33.96,0.32,-6205,-0.323,-0.75
2018/07/26 23:18:53,2734_2016L_PL,260,53.08,1.19,1006,50,58.0,1.68,2322,0.093,0.412
2018/07/26 23:18:54,2734_2016S_PL,281,45.55,0.92,-472,37,40.54,1.03,120,-0.11,0.12
2018/07/26 23:18:56,2734_2017L_PL,269,52.79,1.11,546,29,34.48,0.62,-1968,-0.347,-0.441
2018/07/26 23:18:56,2734_2017S_PL,296,42.91,0.75,-1538,19,36.84,0.79,-960,-0.141,0.053
2018/07/26 23:18:58,2735_2013L_PL,181,64.64,3.06,10000,40,55.0,1.25,1117,-0.149,-0.592
2018/07/26 23:18:59,2735_2013S_PL,259,39.0,0.89,-949,52,48.08,0.89,-656,0.233,0.0
2018/07/26 23:19:01,2735_2014L_PL,201,61.69,2.47,7399,42,47.62,1.34,1451,-0.228,-0.457
2018/07/26 23:19:01,2735_2014S_PL,289,38.41,0.67,-2849,41,41.46,0.47,-3187,0.079,-0.299
2018/07/26 23:19:03,2735_2015L_PL,221,57.01,2.0,4961,49,53.06,1.26,1310,-0.069,-0.37
2018/07/26 23:19:04,2735_2015S_PL,298,40.6,0.72,-2042,42,33.33,0.54,-4158,-0.179,-0.25
2018/07/26 23:19:06,2735_2016L_PL,246,56.5,2.0,4768,49,69.39,2.53,4988,0.228,0.265
2018/07/26 23:19:06,2735_2016S_PL,288,40.62,0.79,-1447,43,41.86,0.91,-596,0.031,0.152
2018/07/26 23:19:08,2735_2017L_PL,259,59.85,2.05,4930,27,48.15,1.5,1523,-0.195,-0.268
2018/07/26 23:19:09,2735_2017S_PL,295,39.32,0.75,-1750,24,37.5,0.65,-2004,-0.046,-0.133
2018/07/26 23:19:51,2751_2013L_PL,244,57.38,1.67,7435,45,53.33,1.68,3335,-0.071,0.006
2018/07/26 23:19:51,2751_2013S_PL,226,45.13,1.17,2028,39,38.46,0.53,-3800,-0.148,-0.547
2018/07/26 23:19:57,2751_2017L_PL,301,62.79,1.99,5237,21,71.43,3.39,4407,0.138,0.704
2018/07/26 23:19:58,2751_2017S_PL,269,51.3,1.29,2128,26,73.08,2.28,3317,0.425,0.767
2018/07/26 23:20:18,2760_2013L_PL,248,48.39,1.03,148,54,61.11,1.37,950,0.263,0.33
2018/07/26 23:20:18,2760_2013S_PL,287,43.21,0.95,-281,28,46.43,0.74,-1287,0.075,-0.221
2018/07/26 23:20:20,2760_2014L_PL,264,51.52,1.2,772,41,41.46,0.87,-505,-0.195,-0.275
2018/07/26 23:20:21,2760_2014S_PL,256,43.75,1.0,-22,38,34.21,0.8,-1015,-0.218,-0.2
2018/07/26 23:20:23,2760_2015L_PL,271,49.45,1.08,323,48,43.75,0.71,-1045,-0.115,-0.343
2018/07/26 23:20:23,2760_2015S_PL,246,42.28,0.99,-62,32,37.5,0.77,-950,-0.113,-0.222
2018/07/26 23:20:25,2760_2016L_PL,282,48.58,0.98,-61,48,52.08,1.56,1828,0.072,0.592
2018/07/26 23:20:26,2760_2016S_PL,242,43.8,1.08,361,42,42.86,1.14,411,-0.021,0.056
2018/07/26 23:20:28,2760_2017L_PL,299,49.5,1.04,153,25,60.0,1.6,2275,0.212,0.538
2018/07/26 23:20:28,2760_2017S_PL,237,40.08,0.79,-925,29,41.38,0.56,-2891,0.032,-0.291
2018/07/26 23:21:01,2768_2013L_PL,261,45.59,0.98,-158,38,34.21,0.51,-3453,-0.25,-0.48
2018/07/26 23:21:01,2768_2013S_PL,225,38.67,0.72,-3281,38,34.21,0.32,-5760,-0.115,-0.556
2018/07/26 23:21:02,2768_2014L_PL,265,42.26,0.93,-643,42,47.62,1.79,4690,0.127,0.925
2018/07/26 23:21:03,2768_2014S_PL,217,33.18,0.43,-6436,43,53.49,1.05,408,0.612,1.442
2018/07/26 23:21:04,2768_2015L_PL,269,39.78,0.82,-1516,40,55.0,0.92,-706,0.383,0.122
2018/07/26 23:21:04,2768_2015S_PL,228,36.84,0.51,-5160,41,53.66,1.22,1488,0.457,1.392
2018/07/26 23:21:05,2768_2016L_PL,270,43.33,0.85,-1233,37,67.57,1.62,2351,0.559,0.906
2018/07/26 23:21:06,2768_2016S_PL,228,40.79,0.62,-3718,40,40.0,0.44,-3709,-0.019,-0.29
2018/07/26 23:21:36,2782_2016L_PL,296,62.16,1.91,5984,42,73.81,3.73,5869,0.187,0.953
2018/07/26 23:21:36,2782_2016S_PL,301,48.5,1.07,638,38,50.0,0.54,-2984,0.031,-0.495
2018/07/26 23:21:37,2782_2017L_PL,295,61.69,1.76,4638,27,48.15,0.58,-3192,-0.219,-0.67
2018/07/26 23:21:37,2782_2017S_PL,297,47.81,0.92,-647,30,33.33,0.7,-2982,-0.303,-0.239
2018/07/26 23:21:39,2784_2013L_PL,278,44.24,0.73,-1912,41,58.54,1.25,1387,0.323,0.712
2018/07/26 23:21:39,2784_2013S_PL,274,43.8,0.76,-1970,43,46.51,0.55,-3499,0.062,-0.276
2018/07/26 23:21:40,2784_2014L_PL,287,46.34,0.82,-1178,52,38.46,0.65,-3257,-0.17,-0.207
2018/07/26 23:21:40,2784_2014S_PL,275,44.36,0.62,-3004,38,31.58,0.74,-2036,-0.288,0.194
2018/07/26 23:21:42,2784_2015L_PL,294,46.6,0.82,-1210,46,43.48,0.65,-3163,-0.067,-0.207
2018/07/26 23:21:42,2784_2015S_PL,270,42.59,0.64,-2731,46,43.48,0.71,-2937,0.021,0.109
2018/07/26 23:21:43,2784_2016L_PL,295,44.07,0.72,-2024,54,51.85,1.1,334,0.177,0.528
2018/07/26 23:21:44,2784_2016S_PL,270,40.0,0.6,-3368,50,32.0,0.41,-3315,-0.2,-0.317
2018/07/26 23:21:45,2784_2017L_PL,309,45.95,0.77,-1564,30,50.0,0.61,-2493,0.088,-0.208
2018/07/26 23:21:45,2784_2017S_PL,281,37.72,0.6,-3132,21,42.86,1.83,3566,0.136,2.05
2018/07/26 23:22:04,2792_2013L_PL,277,62.82,2.1,7042,49,57.14,1.39,1209,-0.09,-0.338
2018/07/26 23:22:05,2792_2013S_PL,304,49.67,1.05,517,40,45.0,1.4,1834,-0.094,0.333
2018/07/26 23:22:06,2792_2014L_PL,288,62.15,2.17,5849,54,46.3,1.0,-1,-0.255,-0.539
2018/07/26 23:22:06,2792_2014S_PL,277,50.18,1.31,2095,42,42.86,0.98,-105,-0.146,-0.252
2018/07/26 23:22:08,2792_2015L_PL,300,59.33,1.92,4080,58,43.1,0.93,-495,-0.274,-0.516
2018/07/26 23:22:08,2792_2015S_PL,278,50.0,1.33,2146,45,57.78,1.53,3905,0.156,0.15
2018/07/26 23:22:09,2792_2016L_PL,316,55.06,1.36,1886,47,53.19,1.49,1763,-0.034,0.096
2018/07/26 23:22:10,2792_2016S_PL,278,50.36,1.31,1906,47,42.55,0.95,-191,-0.155,-0.275
2018/07/26 23:22:11,2792_2017L_PL,315,53.33,1.25,1270,23,56.52,2.47,4267,0.06,0.976
2018/07/26 23:22:11,2792_2017S_PL,282,48.94,1.37,1984,25,52.0,1.42,1664,0.063,0.036
2018/07/26 23:22:16,2796_2013L_PL,170,66.47,2.74,9920,40,40.0,0.55,-2982,-0.398,-0.799
2018/07/26 23:22:16,2796_2013S_PL,197,40.61,0.88,-1170,43,32.56,0.62,-1992,-0.198,-0.295
2018/07/26 23:22:19,2796_2015L_PL,212,60.38,2.11,5906,34,44.12,0.89,-776,-0.269,-0.578
2018/07/26 23:22:19,2796_2015S_PL,261,35.63,0.69,-2735,37,43.24,0.54,-4338,0.214,-0.217
2018/07/26 23:22:20,2796_2016L_PL,224,58.04,1.74,4036,45,55.56,0.95,-240,-0.043,-0.454
2018/07/26 23:22:21,2796_2016S_PL,273,38.1,0.73,-2368,33,45.45,0.85,-611,0.193,0.164
2018/07/26 23:22:22,2796_2017L_PL,235,55.74,1.44,2456,23,39.13,2.23,5969,-0.298,0.549
2018/07/26 23:22:22,2796_2017S_PL,270,37.78,0.6,-3161,27,48.15,1.53,3521,0.274,1.55
2018/07/26 23:22:28,2801_2013L_PL,248,52.82,1.0,6,62,48.39,0.82,-1063,-0.084,-0.18
2018/07/26 23:22:28,2801_2013S_PL,261,42.15,0.92,-575,40,40.0,0.65,-2427,-0.051,-0.293
2018/07/26 23:22:29,2801_2014L_PL,277,49.82,0.86,-738,48,58.33,1.35,2001,0.171,0.57
2018/07/26 23:22:30,2801_2014S_PL,252,40.87,0.83,-1137,39,61.54,1.46,2993,0.506,0.759
2018/07/26 23:22:31,2801_2015L_PL,285,51.23,1.04,226,37,62.16,2.18,4309,0.213,1.096
2018/07/26 23:22:31,2801_2015S_PL,249,46.59,1.05,273,42,47.62,0.84,-1344,0.022,-0.2
2018/07/26 23:22:32,2801_2016L_PL,291,52.92,1.15,724,40,60.0,1.32,1158,0.134,0.148
2018/07/26 23:22:33,2801_2016S_PL,246,46.75,0.97,-170,41,48.78,0.64,-1606,0.043,-0.34
2018/07/26 23:22:34,2801_2017L_PL,297,55.22,1.24,1111,22,54.55,1.16,862,-0.012,-0.065
2018/07/26 23:22:34,2801_2017S_PL,246,47.97,0.87,-855,24,45.83,1.12,986,-0.045,0.287
2018/07/26 23:22:35,2802_2013L_PL,275,52.0,1.16,842,52,55.77,1.8,3486,0.073,0.552
2018/07/26 23:22:36,2802_2013S_PL,263,45.63,0.94,-374,33,42.42,0.8,-1033,-0.07,-0.149
2018/07/26 23:22:37,2802_2014L_PL,285,53.68,1.41,1802,47,63.83,1.3,2316,0.189,-0.078
2018/07/26 23:22:37,2802_2014S_PL,248,44.76,0.91,-442,50,44.0,1.17,948,-0.017,0.286
2018/07/26 23:22:39,2802_2015L_PL,290,53.1,1.3,1439,47,48.94,1.29,1452,-0.078,-0.008
2018/07/26 23:22:39,2802_2015S_PL,262,45.8,1.04,200,41,46.34,2.29,5194,0.012,1.202
2018/07/26 23:22:40,2802_2016L_PL,305,51.8,1.23,1188,44,63.64,1.62,1792,0.229,0.317
2018/07/26 23:22:41,2802_2016S_PL,259,45.56,1.14,715,35,51.43,1.32,1502,0.129,0.158
2018/07/26 23:22:42,2802_2017L_PL,303,55.45,1.34,1629,27,48.15,0.94,-229,-0.132,-0.299
2018/07/26 23:22:43,2802_2017S_PL,253,47.43,1.25,1246,28,50.0,1.1,465,0.054,-0.12
2018/07/26 23:22:57,2809_2013L_PL,285,45.96,0.98,-63,50,64.0,1.46,1643,0.393,0.49
2018/07/26 23:22:57,2809_2013S_PL,256,41.02,0.82,-829,45,37.78,0.65,-1733,-0.079,-0.207
2018/07/26 23:22:58,2809_2014L_PL,292,50.0,1.13,432,51,62.75,2.28,5579,0.255,1.018
