date,Close
2017/9/2 3:03,563678
2017/9/2 3:33,562490
2017/9/2 4:03,559300
2017/9/2 4:33,559999
2017/9/2 5:03,558600
2017/9/2 5:33,544490
2017/9/2 6:03,531944
2017/9/2 6:33,544444
2017/9/2 7:03,542966
2017/9/2 7:33,559800
2017/9/2 8:03,544800
2017/9/2 8:33,533500
2017/9/2 9:03,542899
2017/9/2 9:33,537230
2017/9/2 10:03,540624
2017/9/2 10:33,538153
2017/9/2 11:03,542000
2017/9/2 11:33,541788
2017/9/2 12:03,540899
2017/9/2 12:33,525970
2017/9/2 13:03,527000
2017/9/2 13:33,530000
2017/9/2 14:03,532227
2017/9/2 14:33,525140
2017/9/2 15:03,520990
2017/9/2 15:33,519889
2017/9/2 16:03,526000
2017/9/2 16:33,528960
2017/9/2 17:03,528497
2017/9/2 17:33,533511
2017/9/2 18:03,535260
2017/9/2 18:33,533609
2017/9/2 19:03,529217
2017/9/2 19:33,531330
2017/9/2 20:03,531998
2017/9/2 20:33,525700
2017/9/2 21:03,526415
2017/9/2 21:33,524693
2017/9/2 22:03,518626
2017/9/2 22:33,524260
2017/9/2 23:03,519647
2017/9/2 23:33,524490
2017/9/3 0:03,532000
2017/9/3 0:33,544400
2017/9/3 1:03,542000
2017/9/3 1:33,537340
2017/9/3 2:03,537999
2017/9/3 2:33,536500
2017/9/3 3:03,536363
2017/9/3 3:33,538949
2017/9/3 4:03,545999
2017/9/3 4:33,546366
2017/9/3 5:03,550920
2017/9/3 5:33,550690
2017/9/3 6:03,555700
2017/9/3 6:33,552400
2017/9/3 7:03,542450
2017/9/3 7:33,545790
2017/9/3 8:03,545900
2017/9/3 8:33,549399
2017/9/3 9:03,546788
2017/9/3 9:33,539990
2017/9/3 10:03,539740
2017/9/3 10:33,538667
2017/9/3 11:03,539217
2017/9/3 11:33,533920
2017/9/3 12:03,532700
2017/9/3 12:33,530779
2017/9/3 13:03,528299
2017/9/3 13:33,523914
2017/9/3 14:03,516000
2017/9/3 14:33,514800
2017/9/3 15:03,512900
2017/9/3 15:33,516989
2017/9/3 16:03,516754
2017/9/3 16:33,523549
2017/9/3 17:03,524291
2017/9/3 17:33,526199
2017/9/3 18:03,523912
2017/9/3 18:33,519897
2017/9/3 19:04,520982
2017/9/3 19:33,526500
2017/9/3 20:03,524698
2017/9/3 20:33,523850
2017/9/3 21:03,521000
2017/9/3 21:33,521175
2017/9/3 22:03,528899
2017/9/3 22:33,531100
2017/9/3 23:03,529985
2017/9/3 23:33,533314
2017/9/4 0:03,534199
2017/9/4 0:33,527281
2017/9/4 1:03,523797
2017/9/4 1:33,523497
2017/9/4 2:03,524099
2017/9/4 2:33,526360
2017/9/4 3:03,528858
2017/9/4 3:33,527836
2017/9/4 4:03,530000
2017/9/4 4:33,529600
2017/9/4 5:03,528000
2017/9/4 5:33,523703
2017/9/4 6:03,521950
2017/9/4 6:33,520000
2017/9/4 7:03,523473
2017/9/4 7:33,512525
2017/9/4 8:03,505700
2017/9/4 8:33,495444
2017/9/4 9:03,501111
2017/9/4 9:33,503999
2017/9/4 10:03,504225
2017/9/4 10:33,515400
2017/9/4 11:03,508221
2017/9/4 11:33,505667
2017/9/4 12:03,497810
2017/9/4 12:33,503800
2017/9/4 13:03,501293
2017/9/4 13:33,505999
2017/9/4 14:03,502821
2017/9/4 14:33,497900
2017/9/4 15:03,494700
2017/9/4 15:33,495100
2017/9/4 16:03,495627
2017/9/4 16:33,491800
2017/9/4 17:03,488490
2017/9/4 17:33,490200
2017/9/4 18:03,480929
2017/9/4 18:33,487999
2017/9/4 19:05,492000
2017/9/4 19:33,500000
2017/9/4 20:03,494685
2017/9/4 20:33,491479
2017/9/4 21:03,497894
2017/9/4 21:33,505103
2017/9/4 22:03,505799
2017/9/4 22:33,506979
2017/9/4 23:03,499000
2017/9/4 23:33,497080
2017/9/5 0:03,490500
2017/9/5 0:33,492092
2017/9/5 1:03,487100
2017/9/5 1:33,483408
2017/9/5 2:03,474993
2017/9/5 2:33,475899
2017/9/5 3:03,484500
2017/9/5 3:33,475900
2017/9/5 4:03,471478
2017/9/5 4:33,468600
2017/9/5 5:03,468900
2017/9/5 5:33,459252
2017/9/5 6:03,461900
2017/9/5 6:33,466800
2017/9/5 7:03,476542
2017/9/5 7:33,480000
2017/9/5 8:03,487000
2017/9/5 8:33,487573
2017/9/5 9:03,481000
2017/9/5 9:33,481500
2017/9/5 10:03,482109
2017/9/5 10:33,483199
2017/9/5 11:03,485998
2017/9/5 11:33,487920
2017/9/5 12:03,496360
2017/9/5 12:33,497444
2017/9/5 13:03,494930
2017/9/5 13:33,498755
2017/9/5 14:03,495600
2017/9/5 14:33,492130
2017/9/5 15:03,492500
2017/9/5 15:33,486900
2017/9/5 16:03,480080
2017/9/5 16:33,486603
2017/9/5 17:03,490200
2017/9/5 17:33,495400
2017/9/5 18:03,494775
2017/9/5 18:33,496137
2017/9/5 19:07,500000
2017/9/5 19:33,505200
2017/9/5 20:03,499799
2017/9/5 20:33,500000
2017/9/5 21:03,501368
2017/9/5 21:33,496102
2017/9/5 22:03,500000
2017/9/5 22:33,502455
2017/9/5 23:03,507439
2017/9/5 23:33,509776
2017/9/6 0:03,503450
2017/9/6 0:33,505499
2017/9/6 1:03,510299
2017/9/6 1:33,512250
2017/9/6 2:03,517990
2017/9/6 2:33,515706
2017/9/6 3:03,513726
2017/9/6 3:33,516613
2017/9/6 4:03,514900
2017/9/6 4:33,513340
2017/9/6 5:03,508080
2017/9/6 5:33,509222
2017/9/6 6:03,508917
2017/9/6 6:33,508779
2017/9/6 7:03,506509
2017/9/6 7:33,511500
2017/9/6 8:03,513852
2017/9/6 8:33,509452
2017/9/6 9:03,515168
2017/9/6 9:33,516497
2017/9/6 10:03,514280
2017/9/6 10:33,516980
2017/9/6 11:03,514308
2017/9/6 11:33,514429
2017/9/6 12:03,518989
2017/9/6 12:33,521287
2017/9/6 13:03,518069
2017/9/6 13:33,516695
2017/9/6 14:03,516800
2017/9/6 14:33,518424
2017/9/6 15:03,516893
2017/9/6 15:33,517846
2017/9/6 16:03,521010
2017/9/6 16:33,522840
2017/9/6 17:03,519010
2017/9/6 17:33,521072
2017/9/6 18:03,522286
2017/9/6 18:33,522996
2017/9/6 19:03,521200
2017/9/6 19:33,519940
2017/9/6 20:03,519423
2017/9/6 20:33,516092
2017/9/6 21:03,516000
2017/9/6 21:33,519395
2017/9/6 22:03,519298
2017/9/6 22:33,517756
2017/9/6 23:03,521887
2017/9/6 23:33,518441
2017/9/7 0:03,519533
2017/9/7 0:33,519805
2017/9/7 1:03,516500
2017/9/7 1:33,512986
2017/9/7 2:03,510583
2017/9/7 2:33,513800
2017/9/7 3:03,513769
2017/9/7 3:33,513699
2017/9/7 4:03,510938
2017/9/7 4:33,512920
2017/9/7 5:03,514346
2017/9/7 5:33,514356
2017/9/7 6:03,512400
2017/9/7 6:33,511998
2017/9/7 7:03,508555
2017/9/7 7:33,509400
2017/9/7 8:03,508977
2017/9/7 8:33,510784
2017/9/7 9:03,513700
2017/9/7 9:33,514970
2017/9/7 10:03,516900
2017/9/7 10:33,515400
2017/9/7 11:03,516900
2017/9/7 11:33,517000
2017/9/7 12:03,516160
2017/9/7 12:33,515707
2017/9/7 13:03,518979
2017/9/7 13:33,519696
2017/9/7 14:03,520870
2017/9/7 14:33,519972
2017/9/7 15:03,518853
2017/9/7 15:33,517149
2017/9/7 16:03,518700
2017/9/7 16:33,518001
2017/9/7 17:03,516100
2017/9/7 17:33,516650
2017/9/7 18:03,516403
2017/9/7 18:33,516850
2017/9/7 19:07,516640
2017/9/7 19:33,516434
2017/9/7 20:03,515745
2017/9/7 20:33,514400
2017/9/7 21:03,513300
2017/9/7 21:33,516454
2017/9/7 22:03,518810
2017/9/7 22:33,518533
2017/9/7 23:03,518301
2017/9/7 23:33,518100
2017/9/8 0:03,516613
2017/9/8 0:33,515550
2017/9/8 1:03,516285
2017/9/8 1:33,512523
2017/9/8 2:03,515388
2017/9/8 2:33,515150
2017/9/8 3:03,514651
2017/9/8 3:33,515300
2017/9/8 4:03,514998
2017/9/8 4:33,514622
2017/9/8 5:03,512001
2017/9/8 5:33,512488
2017/9/8 6:03,514150
2017/9/8 6:33,513226
2017/9/8 7:03,517000
2017/9/8 7:33,515707
2017/9/8 8:03,516300
2017/9/8 8:33,516934
2017/9/8 9:03,518000
2017/9/8 9:33,518247
2017/9/8 10:03,517409
2017/9/8 10:33,517253
2017/9/8 11:03,516485
2017/9/8 11:33,515819
2017/9/8 12:03,516004
2017/9/8 12:33,517184
2017/9/8 13:03,516577
2017/9/8 13:33,509900
2017/9/8 14:03,499990
2017/9/8 14:33,488400
2017/9/8 15:03,487110
2017/9/8 15:33,483699
2017/9/8 16:03,496400
2017/9/8 16:33,496096
2017/9/8 17:03,489797
2017/9/8 17:33,488782
2017/9/8 18:03,485984
2017/9/8 18:33,489000
2017/9/8 19:04,485017
2017/9/8 19:33,487993
2017/9/8 20:03,473294
2017/9/8 20:33,468929
2017/9/8 21:03,469000
2017/9/8 21:33,461612
2017/9/8 22:03,474507
2017/9/8 22:33,470997
2017/9/8 23:03,483011
2017/9/8 23:33,490450
2017/9/9 0:03,488579
2017/9/9 0:33,487972
2017/9/9 1:03,479998
2017/9/9 1:33,469203
2017/9/9 2:03,473615
2017/9/9 2:33,470977
2017/9/9 3:03,479254
2017/9/9 3:33,479800
2017/9/9 4:03,473800
2017/9/9 4:33,476470
2017/9/9 5:03,477799
2017/9/9 5:33,482400
2017/9/9 6:03,484000
2017/9/9 6:33,483790
2017/9/9 7:03,483919
2017/9/9 7:33,482000
2017/9/9 8:03,481240
2017/9/9 8:33,478456
2017/9/9 9:03,476725
2017/9/9 9:33,474374
2017/9/9 10:03,480400
2017/9/9 10:33,476630
2017/9/9 11:03,478559
2017/9/9 11:33,482400
2017/9/9 12:03,481378
2017/9/9 12:33,479990
2017/9/9 13:03,478500
2017/9/9 13:33,474000
2017/9/9 14:03,474342
2017/9/9 14:33,469499
2017/9/9 15:03,471143
2017/9/9 15:33,474157
2017/9/9 16:03,474150
2017/9/9 16:33,475822
2017/9/9 17:03,473189
2017/9/9 17:33,470100
2017/9/9 18:03,470349
2017/9/9 18:33,466936
2017/9/9 19:04,464400
2017/9/9 19:33,471305
2017/9/9 20:03,475146
2017/9/9 20:33,474450
2017/9/9 21:03,474290
2017/9/9 21:33,475200
2017/9/9 22:03,472497
2017/9/9 22:33,479146
2017/9/9 23:03,482300
2017/9/9 23:33,479457
2017/9/10 0:03,476456
2017/9/10 0:33,474423
2017/9/10 1:03,475124
2017/9/10 1:33,473988
2017/9/10 2:03,475000
2017/9/10 2:33,471194
2017/9/10 3:03,471799
2017/9/10 3:33,470901
2017/9/10 4:03,470526
2017/9/10 4:33,472200
2017/9/10 5:03,467854
2017/9/10 5:33,462109
2017/9/10 6:03,462815
2017/9/10 6:33,457400
2017/9/10 7:03,441101
2017/9/10 7:33,446800
2017/9/10 8:03,449723
2017/9/10 8:33,458899
2017/9/10 9:03,454000
2017/9/10 9:33,451494
2017/9/10 10:03,447740
2017/9/10 10:33,449267
2017/9/10 11:03,448408
2017/9/10 11:33,450980
2017/9/10 12:03,454740
2017/9/10 12:33,454435
2017/9/10 13:03,453777
2017/9/10 13:33,452300
2017/9/10 14:03,455126
2017/9/10 14:33,454500
2017/9/10 15:03,458877
2017/9/10 15:33,457999
2017/9/10 16:03,456405
2017/9/10 16:33,459480
2017/9/10 17:03,463333
2017/9/10 17:33,471003
2017/9/10 18:03,469844
2017/9/10 18:33,470496
2017/9/10 19:04,470400
2017/9/10 19:33,471348
2017/9/10 20:03,471800
2017/9/10 20:33,466628
2017/9/10 21:03,469788
2017/9/10 21:33,466784
2017/9/10 22:03,467950
2017/9/10 22:33,473501
2017/9/10 23:03,469500
2017/9/10 23:33,468000
2017/9/11 0:03,464779
2017/9/11 0:33,464500
2017/9/11 1:03,464580
2017/9/11 1:33,471200
2017/9/11 2:03,473755
2017/9/11 2:33,475453
2017/9/11 3:03,473999
2017/9/11 3:33,476430
2017/9/11 4:03,474649
2017/9/11 4:33,469500
2017/9/11 5:03,469389
2017/9/11 5:33,465493
2017/9/11 6:03,464598
2017/9/11 6:33,470650
2017/9/11 7:03,468977
2017/9/11 7:33,471580
2017/9/11 8:03,467557
2017/9/11 8:33,465149
2017/9/11 9:03,468680
2017/9/11 9:33,468800
2017/9/11 10:03,466500
2017/9/11 10:33,465826
2017/9/11 11:03,466705
2017/9/11 11:33,462629
2017/9/11 12:03,464037
2017/9/11 12:33,465859
2017/9/11 13:03,464900
2017/9/11 13:33,464745
2017/9/11 14:03,470650
2017/9/11 14:33,469848
2017/9/11 15:03,470999
2017/9/11 15:33,468503
2017/9/11 15:39,468840
2017/9/11 16:03,469300
2017/9/11 16:33,470979
2017/9/11 17:03,472494
2017/9/11 17:33,471460
2017/9/11 18:03,470797
2017/9/11 18:33,471239
2017/9/11 19:06,470871
2017/9/11 19:33,466861
2017/9/11 20:03,468400
2017/9/11 20:33,468898
2017/9/11 21:03,468351
2017/9/11 21:33,467967
2017/9/11 22:03,468900
2017/9/11 22:33,469255
2017/9/11 23:03,470368
2017/9/11 23:33,468942
2017/9/12 0:03,468592
2017/9/12 0:33,470951
2017/9/12 1:03,471270
2017/9/12 1:33,469894
2017/9/12 2:03,470496
2017/9/12 2:33,470932
2017/9/12 3:03,471390
2017/9/12 3:33,471943
2017/9/12 4:03,474410
2017/9/12 4:33,473031
2017/9/12 5:03,475600
2017/9/12 5:33,475489
2017/9/12 6:03,477149
2017/9/12 6:33,480200
2017/9/12 7:03,482552
2017/9/12 7:33,483020
2017/9/12 8:03,482324
2017/9/12 8:33,476720
2017/9/12 9:03,478000
2017/9/12 9:33,481800
2017/9/12 10:03,480238
2017/9/12 10:33,481275
2017/9/12 11:03,483600
2017/9/12 11:33,482006
2017/9/12 12:03,481579
2017/9/12 12:33,480300
2017/9/12 13:03,478100
2017/9/12 13:33,478150
2017/9/12 14:03,477600
2017/9/12 14:33,477970
2017/9/12 15:03,478400
2017/9/12 15:33,478600
2017/9/12 16:03,473336
2017/9/12 16:33,474500
2017/9/12 17:03,474500
2017/9/12 17:33,475000
2017/9/12 18:03,470445
2017/9/12 18:33,464598
2017/9/12 19:03,463701
2017/9/12 19:33,466069
2017/9/12 20:03,468153
2017/9/12 20:33,467462
2017/9/12 21:03,469469
2017/9/12 21:33,471408
2017/9/12 22:03,468599
2017/9/12 22:33,469763
2017/9/12 23:03,468489
2017/9/12 23:33,467397
2017/9/13 0:03,468764
2017/9/13 0:33,465140
2017/9/13 1:03,467149
2017/9/13 1:33,467150
2017/9/13 2:03,462134
2017/9/13 2:33,461600
2017/9/13 3:03,458675
2017/9/13 3:33,454670
2017/9/13 4:03,444900
2017/9/13 4:33,450956
2017/9/13 5:03,454650
2017/9/13 5:33,450001
2017/9/13 6:03,451500
2017/9/13 6:33,457000
2017/9/13 7:03,455610
2017/9/13 7:33,449900
2017/9/13 8:03,447800
2017/9/13 8:33,452100
2017/9/13 9:03,448400
2017/9/13 9:33,451085
2017/9/13 10:03,449940
2017/9/13 10:33,450432
2017/9/13 11:03,443500
2017/9/13 11:33,440702
2017/9/13 12:03,439887
2017/9/13 12:33,437798
2017/9/13 13:03,443400
2017/9/13 13:33,439663
2017/9/13 14:03,438199
2017/9/13 14:33,432800
2017/9/13 15:03,433700
2017/9/13 15:33,435980
2017/9/13 16:03,433800
2017/9/13 16:33,436420
2017/9/13 17:03,446400
2017/9/13 17:33,445333
2017/9/13 18:03,441732
2017/9/13 18:33,440858
2017/9/13 19:03,439391
2017/9/13 19:33,435000
2017/9/13 20:03,436800
2017/9/13 20:33,438716
2017/9/13 21:03,440496
2017/9/13 21:33,440383
2017/9/13 22:03,442085
2017/9/13 22:33,447348
2017/9/13 23:03,444561
2017/9/13 23:33,441797
2017/9/14 0:03,438199
2017/9/14 0:33,443399
2017/9/14 1:03,441117
2017/9/14 1:33,439790
2017/9/14 2:03,440977
2017/9/14 2:33,437950
2017/9/14 3:03,438214
2017/9/14 3:33,433890
2017/9/14 4:03,428455
2017/9/14 4:33,432000
2017/9/14 5:03,432300
2017/9/14 5:33,435023
2017/9/14 6:03,432588
2017/9/14 6:33,433488
2017/9/14 7:03,434879
2017/9/14 7:33,439300
2017/9/14 8:03,437885
2017/9/14 8:33,434900
2017/9/14 9:03,433410
2017/9/14 9:33,432642
2017/9/14 10:03,429890
2017/9/14 10:33,422000
2017/9/14 11:03,417450
2017/9/14 11:33,408600
2017/9/14 12:03,404780
2017/9/14 12:33,412299
2017/9/14 13:03,397650
2017/9/14 13:33,394550
2017/9/14 14:03,397200
2017/9/14 14:33,396000
2017/9/14 15:03,400000
2017/9/14 15:33,399706
2017/9/14 16:03,398000
2017/9/14 16:33,395644
2017/9/14 17:03,388859
2017/9/14 17:33,375210
2017/9/14 18:03,356666
2017/9/14 18:33,358780
2017/9/14 19:03,362202
2017/9/14 19:33,364998
2017/9/14 20:03,358990
2017/9/14 20:33,361300
2017/9/14 21:03,358117
2017/9/14 21:33,347790
2017/9/14 22:03,342999
2017/9/14 22:33,343495
2017/9/14 23:03,344282
2017/9/14 23:33,326990
2017/9/15 0:03,325000
2017/9/15 0:33,355088
2017/9/15 1:03,364951
2017/9/15 1:33,361002
2017/9/15 2:03,367960
2017/9/15 2:33,373330
2017/9/15 3:03,366391
2017/9/15 3:33,363300
2017/9/15 4:03,362500
2017/9/15 4:33,362040
2017/9/15 5:03,358090
2017/9/15 5:33,353050
2017/9/15 6:03,359801
2017/9/15 6:33,345900
2017/9/15 7:03,327370
2017/9/15 7:33,323500
2017/9/15 8:03,324110
2017/9/15 8:33,332979
2017/9/15 9:03,345998
2017/9/15 9:33,328961
2017/9/15 10:03,324322
2017/9/15 10:33,335480
2017/9/15 11:03,332106
2017/9/15 11:33,319000
2017/9/15 12:03,321364
2017/9/15 12:33,352230
2017/9/15 13:03,363000
2017/9/15 13:33,357540
2017/9/15 14:03,374949
2017/9/15 14:33,381749
2017/9/15 15:03,393500
2017/9/15 15:33,396150
2017/9/15 16:03,404109
2017/9/15 16:33,396400
2017/9/15 17:03,393999
2017/9/15 17:33,384971
2017/9/15 18:03,391168
2017/9/15 18:33,392320
2017/9/15 19:04,396630
2017/9/15 19:33,406037
2017/9/15 20:03,410830
2017/9/15 20:33,415488
2017/9/15 21:03,418899
2017/9/15 21:33,425280
2017/9/15 22:03,426588
2017/9/15 22:33,414007
2017/9/15 23:03,413515
2017/9/15 23:33,409460
2017/9/16 0:03,409983
2017/9/16 0:33,418200
2017/9/16 1:03,418001
2017/9/16 1:33,419159
2017/9/16 2:03,420559
2017/9/16 2:33,422700
2017/9/16 5:03,420500
2017/9/16 5:33,429390
2017/9/16 6:03,428349
2017/9/16 6:33,418498
2017/9/16 7:03,421607
2017/9/16 7:33,421626
2017/9/16 8:03,423976
2017/9/16 8:33,426854
2017/9/16 9:03,425169
2017/9/16 9:33,425998
2017/9/16 10:03,403615
2017/9/16 10:33,391999
2017/9/16 11:03,394622
2017/9/16 11:33,393400
2017/9/16 12:03,396360
2017/9/16 12:33,392759
2017/9/16 13:03,387600
2017/9/16 13:33,373000
2017/9/16 14:03,392850
2017/9/16 14:33,398849
2017/9/16 15:03,389997
2017/9/16 15:33,391631
2017/9/16 16:03,392088
2017/9/16 16:33,393922
2017/9/16 17:03,395400
2017/9/16 17:33,394898
2017/9/16 18:03,397389
2017/9/16 18:33,407000
2017/9/16 19:04,404999
2017/9/16 19:33,399907
2017/9/16 20:03,402829
2017/9/16 20:33,403900
2017/9/16 21:03,401669
2017/9/16 21:33,401604
2017/9/16 22:03,407398
2017/9/16 22:33,410475
2017/9/16 23:03,409325
2017/9/16 23:33,405808
2017/9/17 0:03,401900
2017/9/17 0:33,399500
2017/9/17 1:03,399899
2017/9/17 1:33,395149
2017/9/17 2:03,395205
2017/9/17 2:33,397590
2017/9/17 3:03,395727
2017/9/17 3:33,394292
2017/9/17 4:03,395037
2017/9/17 4:33,392291
2017/9/17 5:03,391000
2017/9/17 5:33,391396
2017/9/17 6:03,389458
2017/9/17 6:33,392290
2017/9/17 7:03,388873
2017/9/17 7:33,387493
2017/9/17 8:03,382230
2017/9/17 8:33,381826
2017/9/17 9:03,389000
2017/9/17 9:33,387130
2017/9/17 10:03,392691
2017/9/17 10:33,392966
2017/9/17 11:03,389999
2017/9/17 11:33,389742
2017/9/17 12:03,386532
2017/9/17 12:33,388798
2017/9/17 13:03,387399
2017/9/17 13:33,395864
2017/9/17 14:03,407998
2017/9/17 14:33,403910
2017/9/17 15:03,401799
2017/9/17 15:33,408585
2017/9/17 16:03,407499
2017/9/17 16:33,412400
2017/9/17 17:03,410660
2017/9/17 17:33,413696
2017/9/17 18:03,417500
2017/9/17 18:33,412900
2017/9/17 19:03,411472
2017/9/17 19:33,414150
2017/9/17 20:03,412800
2017/9/17 20:33,414758
2017/9/17 21:03,409999
2017/9/17 21:33,410391
2017/9/17 22:03,409668
2017/9/17 22:33,409920
2017/9/17 23:03,405999
2017/9/17 23:33,402692
2017/9/18 0:03,405462
2017/9/18 0:33,408467
2017/9/18 1:03,408794
2017/9/18 1:33,412666
2017/9/18 2:03,413005
2017/9/18 2:33,416750
2017/9/18 3:03,415989
2017/9/18 3:33,414370
2017/9/18 4:03,413499
2017/9/18 4:33,414657
2017/9/18 5:03,414498
2017/9/18 5:33,419999
2017/9/18 6:03,424957
2017/9/18 6:33,423639
2017/9/18 7:03,434000
2017/9/18 7:33,441170
2017/9/18 8:03,434488
2017/9/18 8:33,435295
2017/9/18 9:03,441540
2017/9/18 9:33,437498
2017/9/18 10:03,434100
2017/9/18 10:33,433000
2017/9/18 11:03,437754
2017/9/18 11:33,435990
2017/9/18 12:03,437098
2017/9/18 12:33,447720
2017/9/18 13:03,444898
2017/9/18 13:33,448599
2017/9/18 14:15,451530
2017/9/18 14:33,449990
2017/9/18 15:03,441701
2017/9/18 15:33,447809
2017/9/18 16:03,444982
2017/9/18 16:33,443029
2017/9/18 17:03,439800
2017/9/18 17:33,437398
2017/9/18 18:03,442270
2017/9/18 18:33,442948
2017/9/18 19:04,443149
2017/9/18 19:33,441051
2017/9/18 20:03,443735
2017/9/18 20:33,442338
2017/9/18 21:03,443100
2017/9/18 21:33,450940
2017/9/18 22:03,456499
2017/9/18 22:33,454075
2017/9/18 23:03,452807
2017/9/18 23:33,456869
2017/9/19 0:03,461295
2017/9/19 0:33,463030
2017/9/19 1:03,453754
2017/9/19 1:33,439636
2017/9/19 2:03,442060
2017/9/19 2:33,441199
2017/9/19 3:03,443989
2017/9/19 3:33,444017
2017/9/19 4:03,446752
2017/9/19 4:33,443014
2017/9/19 5:03,437120
2017/9/19 5:33,432750
2017/9/19 6:03,437420
2017/9/19 6:33,434997
2017/9/19 7:03,442230
2017/9/19 7:33,440830
2017/9/19 8:03,435189
2017/9/19 8:33,440393
2017/9/19 9:03,436769
2017/9/19 9:33,438679
2017/9/19 10:03,441149
2017/9/19 10:33,442109
2017/9/19 11:03,449333
2017/9/19 11:33,446355
2017/9/19 12:03,445498
2017/9/19 12:33,449228
2017/9/19 13:03,447100
2017/9/19 13:33,446998
2017/9/19 14:03,441869
2017/9/19 14:33,445649
2017/9/19 15:03,443799
2017/9/19 15:33,444695
2017/9/19 16:03,446196
2017/9/19 16:33,444519
2017/9/19 17:03,446442
2017/9/19 17:33,448290
2017/9/19 18:03,445387
2017/9/19 18:33,446470
2017/9/19 19:03,444250
2017/9/19 19:33,438250
2017/9/19 20:03,435480
2017/9/19 20:33,437128
2017/9/19 21:03,440466
2017/9/19 21:33,438994
2017/9/19 22:03,437871
2017/9/19 22:33,440005
2017/9/19 23:03,438787
2017/9/19 23:33,441016
2017/9/20 0:03,436200
2017/9/20 0:33,436700
2017/9/20 1:03,436500
2017/9/20 1:33,435768
2017/9/20 2:03,432339
2017/9/20 2:33,433450
2017/9/20 3:03,432917
2017/9/20 3:33,430989
2017/9/20 4:03,428180
2017/9/20 4:33,425025
2017/9/20 5:03,425535
2017/9/20 5:33,424998
2017/9/20 6:03,433262
2017/9/20 6:33,437390
2017/9/20 7:03,440996
2017/9/20 7:33,438051
2017/9/20 8:03,442276
2017/9/20 8:33,437601
2017/9/20 9:03,437991
2017/9/20 9:33,438693
2017/9/20 10:03,435940
2017/9/20 10:33,432305
2017/9/20 11:03,435590
2017/9/20 11:33,437442
2017/9/20 12:03,433488
2017/9/20 12:33,437696
2017/9/20 13:03,436600
2017/9/20 13:33,436750
2017/9/20 14:03,443850
2017/9/20 14:33,445999
2017/9/20 15:03,448940
2017/9/20 15:33,447290
2017/9/20 16:03,445191
2017/9/20 16:33,445632
2017/9/20 17:03,446900
2017/9/20 17:33,442999
2017/9/20 18:03,443286
2017/9/20 18:33,441842
2017/9/20 19:06,443000
2017/9/20 19:33,440950
2017/9/20 20:03,441099
2017/9/20 20:33,441429
2017/9/20 21:03,442706
2017/9/20 21:33,444928
2017/9/20 22:03,442400
2017/9/20 22:33,442779
2017/9/20 23:03,443210
2017/9/20 23:33,437980
2017/9/21 0:03,436511
2017/9/21 0:33,434688
2017/9/21 1:03,430080
2017/9/21 1:33,432530
2017/9/21 2:03,434100
2017/9/21 2:33,433250
2017/9/21 3:03,432150
2017/9/21 3:33,431790
2017/9/21 4:03,429649
2017/9/21 4:33,431557
2017/9/21 5:03,434495
2017/9/21 5:33,433399
2017/9/21 6:03,434923
2017/9/21 6:33,433149
2017/9/21 7:03,434199
2017/9/21 7:33,435000
2017/9/21 8:03,436097
2017/9/21 8:33,435226
2017/9/21 9:03,432744
2017/9/21 9:33,431698
2017/9/21 10:03,431369
