now,stockname,CNT,WIN,PL,AVG,CNT_A,WIN_A,PL_A,AVG_A,WIN_COMP,PL_COMP
2018/07/26 00:55:46,3183_2016L_PL,93,46.24,0.84,-970,6,66.67,5.89,5505,0.442,6.012
2018/07/26 00:55:47,3183_2016S_PL,104,39.42,0.54,-3998,6,66.67,1.33,2312,0.691,1.463
2018/07/26 00:55:49,3183_2017L_PL,149,53.69,1.26,1127,20,60.0,4.01,9544,0.118,2.183
2018/07/26 00:55:50,3183_2017S_PL,145,42.07,0.67,-2506,20,45.0,0.76,-1422,0.07,0.134
2018/07/26 00:56:03,3187_2017L_PL,117,49.57,1.35,2741,16,50.0,3.16,9752,0.009,1.341
2018/07/26 00:56:03,3187_2017S_PL,142,43.66,1.09,1041,21,33.33,0.94,-361,-0.237,-0.138
2018/07/26 00:56:12,3191_2017L_PL,114,52.63,1.11,546,20,60.0,1.04,226,0.14,-0.063
2018/07/26 00:56:13,3191_2017S_PL,88,40.91,0.79,-1471,23,47.83,0.91,-680,0.169,0.152
2018/07/26 00:56:31,3201_2013L_PL,187,52.41,1.58,2990,7,71.43,2.68,3024,0.363,0.696
2018/07/26 00:56:34,3201_2014L_PL,197,53.81,1.7,3215,2,100.0,-1,7382,0.858,-1.588
2018/07/26 00:56:34,3201_2014S_PL,202,51.98,1.23,1083,6,66.67,3.32,5346,0.283,1.699
2018/07/26 00:56:36,3201_2015L_PL,189,59.79,1.98,3682,7,28.57,0.99,-26,-0.522,-0.5
2018/07/26 00:56:39,3201_2016L_PL,205,57.56,1.62,2793,9,55.56,0.87,-432,-0.035,-0.463
2018/07/26 00:56:40,3201_2016S_PL,194,50.0,1.01,65,4,100.0,-1,8502,1.0,-1.99
2018/07/26 00:56:42,3201_2017L_PL,207,56.04,1.21,970,19,57.89,1.52,1456,0.033,0.256
2018/07/26 00:56:43,3201_2017S_PL,191,52.36,0.94,-313,19,36.84,0.94,-271,-0.296,0.0
2018/07/26 00:56:56,3205_2013L_PL,229,48.03,0.86,-669,5,100.0,-1,8717,1.082,-2.163
2018/07/26 00:56:56,3205_2013S_PL,160,49.38,1.17,825,5,80.0,3.96,3567,0.62,2.385
2018/07/26 00:56:58,3205_2014L_PL,208,49.52,1.03,126,5,40.0,0.46,-2386,-0.192,-0.553
2018/07/26 00:56:59,3205_2014S_PL,160,54.37,1.45,1853,6,33.33,0.14,-4014,-0.387,-0.903
2018/07/26 00:57:02,3205_2015S_PL,178,50.56,1.33,1344,7,14.29,0.09,-3541,-0.717,-0.932
2018/07/26 00:57:04,3205_2016L_PL,201,43.78,0.95,-182,9,22.22,0.9,-230,-0.492,-0.053
2018/07/26 00:57:05,3205_2016S_PL,179,44.69,1.19,769,10,30.0,0.58,-1349,-0.329,-0.513
2018/07/26 00:57:07,3205_2017L_PL,174,39.08,0.7,-1115,14,50.0,0.5,-2903,0.279,-0.286
2018/07/26 00:57:08,3205_2017S_PL,196,37.76,0.84,-632,20,35.0,0.78,-1073,-0.073,-0.071
2018/07/26 00:57:21,3226_2013L_PL,187,51.87,0.97,-143,7,42.86,1.2,602,-0.174,0.237
2018/07/26 00:57:24,3226_2014L_PL,186,51.61,1.11,499,7,71.43,5.9,4601,0.384,4.315
2018/07/26 00:57:25,3226_2014S_PL,139,49.64,0.86,-730,4,100.0,-1,7622,1.015,-2.163
2018/07/26 00:57:27,3226_2015L_PL,184,51.09,0.98,-86,4,75.0,1.47,510,0.468,0.5
2018/07/26 00:57:28,3226_2015S_PL,145,46.21,0.88,-741,6,16.67,0.51,-2651,-0.639,-0.42
2018/07/26 00:57:30,3226_2016L_PL,172,52.33,1.02,87,9,33.33,0.57,-1563,-0.363,-0.441
2018/07/26 00:57:30,3226_2016S_PL,144,40.28,0.67,-2291,4,25.0,0.11,-2479,-0.379,-0.836
2018/07/26 00:57:32,3226_2017L_PL,152,48.03,0.95,-210,8,37.5,1.28,974,-0.219,0.347
2018/07/26 00:57:33,3226_2017S_PL,143,37.06,0.52,-3034,6,16.67,0.06,-7779,-0.55,-0.885
2018/07/26 00:57:42,3228_2015L_PL,138,58.7,1.84,3908,4,75.0,2.35,3256,0.278,0.277
2018/07/26 00:57:43,3228_2015S_PL,111,37.84,1.03,239,5,40.0,0.59,-3571,0.057,-0.427
2018/07/26 00:57:44,3228_2016L_PL,186,54.84,1.58,3283,7,57.14,2.14,4072,0.042,0.354
2018/07/26 00:57:45,3228_2016S_PL,159,40.25,1.0,-28,6,33.33,0.04,-9727,-0.172,-0.96
2018/07/26 00:57:47,3228_2017L_PL,222,55.41,1.65,3127,16,56.25,0.76,-1189,0.015,-0.539
2018/07/26 00:57:48,3228_2017S_PL,198,39.39,0.76,-1707,23,34.78,0.97,-169,-0.117,0.276
2018/07/26 00:57:50,3230_2013L_PL,191,58.12,2.44,9652,5,40.0,0.64,-2095,-0.312,-0.738
2018/07/26 00:57:51,3230_2013S_PL,215,40.93,0.7,-3395,7,71.43,7.01,6172,0.745,9.014
2018/07/26 00:57:53,3230_2014L_PL,186,56.99,1.99,7058,7,71.43,2.96,6489,0.253,0.487
2018/07/26 00:57:54,3230_2014S_PL,215,43.72,0.79,-2114,7,28.57,0.09,-8298,-0.347,-0.886
2018/07/26 00:57:56,3230_2015L_PL,194,63.92,2.44,8380,5,100.0,-1,24203,0.564,-1.41
2018/07/26 00:57:57,3230_2015S_PL,217,46.54,0.92,-735,8,50.0,1.26,1382,0.074,0.37
2018/07/26 00:57:59,3230_2016L_PL,205,66.83,2.67,8107,11,36.36,1.21,1075,-0.456,-0.547
2018/07/26 00:58:00,3230_2016S_PL,212,46.7,0.9,-875,6,16.67,0.08,-11227,-0.643,-0.911
2018/07/26 00:58:02,3230_2017L_PL,222,65.32,2.02,4650,20,60.0,1.82,5403,-0.081,-0.099
2018/07/26 00:58:03,3230_2017S_PL,199,48.24,0.93,-598,17,47.06,0.8,-1312,-0.024,-0.14
2018/07/26 00:58:05,3231_2013L_PL,201,53.23,1.33,2177,9,77.78,7.68,8356,0.461,4.774
2018/07/26 00:58:05,3231_2013S_PL,203,47.29,0.72,-2494,4,75.0,2.14,7230,0.586,1.972
2018/07/26 00:58:07,3231_2014L_PL,213,57.28,1.67,3623,8,50.0,2.18,4757,-0.127,0.305
2018/07/26 00:58:08,3231_2014S_PL,199,45.23,0.65,-3089,4,75.0,0.91,-365,0.658,0.4
2018/07/26 00:58:10,3231_2015L_PL,221,57.47,1.59,3126,9,55.56,2.0,5207,-0.033,0.258
2018/07/26 00:58:13,3231_2016L_PL,230,57.83,1.68,3631,6,50.0,1.37,2062,-0.135,-0.185
2018/07/26 00:58:14,3231_2016S_PL,190,45.79,0.87,-1027,9,44.44,0.76,-899,-0.029,-0.126
2018/07/26 00:58:16,3231_2017L_PL,227,55.07,1.65,3353,22,40.91,0.44,-3712,-0.257,-0.733
2018/07/26 00:58:17,3231_2017S_PL,192,43.75,0.96,-270,18,44.44,0.92,-310,0.016,-0.042
2018/07/26 00:58:20,3234_2013L_PL,129,68.99,3.37,6796,6,33.33,0.48,-3971,-0.517,-0.858
2018/07/26 00:58:21,3234_2013S_PL,118,46.61,0.8,-1252,1,100.0,-1,3044,1.145,-2.25
2018/07/26 00:58:23,3234_2014L_PL,132,65.15,2.98,6808,4,50.0,2.83,3342,-0.233,-0.05
2018/07/26 00:58:24,3234_2014S_PL,109,40.37,0.55,-3322,5,60.0,1.69,2321,0.486,2.073
2018/07/26 00:58:26,3234_2015L_PL,142,55.63,1.89,3860,5,60.0,0.7,-1525,0.079,-0.63
2018/07/26 00:58:29,3234_2016L_PL,150,54.0,1.66,3091,5,20.0,0.01,-3012,-0.63,-0.994
2018/07/26 00:58:30,3234_2016S_PL,141,41.13,0.55,-2852,4,25.0,0.01,-3447,-0.392,-0.982
2018/07/26 00:58:32,3234_2017L_PL,138,48.55,1.07,349,12,33.33,0.49,-2273,-0.313,-0.542
2018/07/26 00:58:33,3234_2017S_PL,141,39.72,0.61,-1818,7,14.29,0.02,-2253,-0.64,-0.967
2018/07/26 00:58:59,3242_2017L_PL,173,57.23,2.08,4987,10,50.0,1.59,2037,-0.126,-0.236
2018/07/26 00:59:00,3242_2017S_PL,181,46.96,1.46,3233,24,41.67,0.56,-2770,-0.113,-0.616
2018/07/26 00:59:02,3244_2013L_PL,192,64.58,2.82,11772,5,20.0,0.49,-7386,-0.69,-0.826
2018/07/26 00:59:03,3244_2013S_PL,211,37.91,0.65,-4213,7,28.57,0.76,-852,-0.246,0.169
2018/07/26 00:59:05,3244_2014L_PL,206,61.65,2.49,9740,6,50.0,0.51,-6369,-0.189,-0.795
2018/07/26 00:59:06,3244_2014S_PL,202,43.56,0.89,-987,6,66.67,5.45,9685,0.531,5.124
2018/07/26 00:59:08,3244_2015L_PL,217,63.13,2.61,9851,9,100.0,-1,8332,0.584,-1.383
2018/07/26 00:59:09,3244_2015S_PL,194,51.55,1.22,1754,4,25.0,2.39,5256,-0.515,0.959
2018/07/26 00:59:11,3244_2016L_PL,214,64.02,2.63,9172,8,50.0,0.42,-3403,-0.219,-0.84
2018/07/26 00:59:12,3244_2016S_PL,201,52.24,1.32,2555,5,100.0,-1,18680,0.914,-1.758
2018/07/26 00:59:14,3244_2017L_PL,212,62.74,2.07,5609,17,76.47,11.02,13173,0.219,4.324
2018/07/26 00:59:15,3244_2017S_PL,216,52.31,1.43,2670,24,50.0,0.98,-141,-0.044,-0.315
2018/07/26 00:59:30,3249_2013L_PL,132,62.88,2.53,5752,5,40.0,0.43,-3005,-0.364,-0.83
2018/07/26 00:59:33,3249_2014L_PL,137,62.04,2.31,4514,4,50.0,0.75,-978,-0.194,-0.675
2018/07/26 00:59:34,3249_2014S_PL,107,48.6,1.06,326,5,40.0,0.97,-130,-0.177,-0.085
2018/07/26 00:59:36,3249_2015L_PL,135,55.56,1.61,2539,3,33.33,0.39,-995,-0.4,-0.758
2018/07/26 00:59:39,3249_2016L_PL,148,56.08,1.47,2026,3,33.33,0.26,-2261,-0.406,-0.823
2018/07/26 00:59:40,3249_2016S_PL,145,41.38,0.81,-1131,1,100.0,-1,2332,1.417,-2.235
2018/07/26 00:59:42,3249_2017L_PL,140,50.0,0.91,-412,7,42.86,0.34,-2446,-0.143,-0.626
2018/07/26 00:59:43,3249_2017S_PL,137,37.96,0.67,-1769,1,100.0,-1,1099,1.634,-2.493
2018/07/26 00:59:51,3254_2013L_PL,199,58.79,2.44,6643,9,77.78,129.0,21205,0.323,51.869
2018/07/26 00:59:52,3254_2013S_PL,174,43.1,1.15,979,4,50.0,1.4,2062,0.16,0.217
2018/07/26 00:59:54,3254_2014L_PL,213,60.09,2.64,6792,7,42.86,1.51,3749,-0.287,-0.428
2018/07/26 00:59:55,3254_2014S_PL,181,45.86,1.16,1015,2,50.0,1.77,1799,0.09,0.526
2018/07/26 00:59:57,3254_2015L_PL,217,60.83,2.42,5959,10,100.0,-1,9607,0.644,-1.413
2018/07/26 00:59:58,3254_2015S_PL,197,45.18,1.32,1873,5,20.0,0.12,-8622,-0.557,-0.909
2018/07/26 01:00:00,3254_2016L_PL,227,63.0,2.6,6518,7,71.43,6.18,5050,0.134,1.377
2018/07/26 01:00:01,3254_2016S_PL,213,46.48,1.13,857,6,16.67,0.23,-4837,-0.641,-0.796
2018/07/26 01:00:03,3254_2017L_PL,220,60.0,2.02,4195,18,61.11,2.19,3457,0.018,0.084
2018/07/26 01:00:04,3254_2017S_PL,213,49.77,1.08,420,22,45.45,0.67,-1977,-0.087,-0.38
2018/07/26 01:00:06,3258_2013L_PL,136,62.5,2.42,4170,7,85.71,4.08,16686,0.371,0.686
2018/07/26 01:00:06,3258_2013S_PL,125,45.6,1.15,975,7,71.43,2.24,3898,0.566,0.948
2018/07/26 01:00:08,3258_2014L_PL,192,61.98,2.51,5052,7,57.14,1.11,1233,-0.078,-0.558
2018/07/26 01:00:09,3258_2014S_PL,166,48.19,1.23,1388,5,40.0,0.29,-5901,-0.17,-0.764
2018/07/26 01:00:11,3258_2015L_PL,213,61.03,1.91,4306,6,66.67,10.62,13556,0.092,4.56
2018/07/26 01:00:12,3258_2015S_PL,200,47.5,1.09,602,5,60.0,2.05,6472,0.263,0.881
2018/07/26 01:00:14,3258_2016L_PL,219,58.9,1.82,4483,9,44.44,0.63,-2886,-0.246,-0.654
2018/07/26 01:00:15,3258_2016S_PL,215,50.23,1.24,1927,4,75.0,2.74,5881,0.493,1.21
2018/07/26 01:00:17,3258_2017L_PL,211,55.92,1.53,3046,15,60.0,1.07,229,0.073,-0.301
2018/07/26 01:00:18,3258_2017S_PL,217,51.15,1.23,1638,24,54.17,3.7,8764,0.059,2.008
2018/07/26 01:00:37,3269_2013L_PL,92,63.04,2.21,3512,11,36.36,1.16,628,-0.423,-0.475
2018/07/26 01:00:38,3269_2013S_PL,88,48.86,1.41,1791,3,33.33,0.29,-4052,-0.318,-0.794
2018/07/26 01:00:40,3269_2014L_PL,136,57.35,1.94,2880,4,25.0,0.47,-4173,-0.564,-0.758
2018/07/26 01:00:41,3269_2014S_PL,117,51.28,1.4,1513,2,50.0,1.71,398,-0.025,0.221
2018/07/26 01:00:42,3269_2015L_PL,173,53.76,1.3,1237,4,75.0,1.45,1075,0.395,0.115
2018/07/26 01:00:43,3269_2015S_PL,153,50.33,1.34,1440,6,16.67,0.32,-3331,-0.669,-0.761
2018/07/26 01:00:45,3269_2016L_PL,188,51.06,1.03,145,7,42.86,0.84,-506,-0.161,-0.184
2018/07/26 01:00:46,3269_2016S_PL,169,46.75,1.02,89,5,60.0,1.04,75,0.283,0.02
2018/07/26 01:00:48,3269_2017L_PL,174,45.98,0.84,-787,14,50.0,1.64,1169,0.087,0.952
2018/07/26 01:00:49,3269_2017S_PL,166,45.78,0.84,-701,6,16.67,0.22,-5183,-0.636,-0.738
2018/07/26 01:00:52,3271_2016L_PL,119,52.1,1.27,1129,11,63.64,1.5,2245,0.221,0.181
2018/07/26 01:00:55,3271_2017L_PL,184,50.54,1.07,430,17,70.59,3.54,9751,0.397,2.308
2018/07/26 01:00:56,3271_2017S_PL,176,38.07,0.82,-1207,21,47.62,1.35,2171,0.251,0.646
2018/07/26 01:01:03,3276_2016L_PL,136,61.03,2.14,7554,9,66.67,10.35,5979,0.092,3.836
2018/07/26 01:01:04,3276_2016S_PL,116,49.14,1.36,3129,3,33.33,0.64,-240,-0.322,-0.529
2018/07/26 01:01:06,3276_2017L_PL,198,57.07,2.07,6149,16,81.25,1.67,3251,0.424,-0.193
2018/07/26 01:01:07,3276_2017S_PL,155,49.68,1.43,3091,23,43.48,0.66,-2004,-0.125,-0.538
2018/07/26 01:01:10,3277_2015L_PL,107,63.55,2.1,7094,11,63.64,1.55,902,0.001,-0.262
2018/07/26 01:01:12,3277_2016L_PL,158,59.49,1.91,5852,6,33.33,2.09,3298,-0.44,0.094
2018/07/26 01:01:13,3277_2016S_PL,159,52.2,1.13,1173,7,14.29,0.03,-9017,-0.726,-0.973
2018/07/26 01:01:15,3277_2017L_PL,209,60.77,1.85,4825,12,75.0,4.1,7162,0.234,1.216
2018/07/26 01:01:16,3277_2017S_PL,198,46.97,1.02,182,27,51.85,0.83,-1350,0.104,-0.186
2018/07/26 01:01:19,3278_2015L_PL,68,61.76,1.92,2856,4,25.0,0.55,-435,-0.595,-0.714
2018/07/26 01:01:21,3278_2016L_PL,105,50.48,1.55,1938,7,57.14,2.57,2688,0.132,0.658
2018/07/26 01:01:22,3278_2016S_PL,95,38.95,0.78,-1177,3,33.33,0.4,-1398,-0.144,-0.487
2018/07/26 01:01:24,3278_2017L_PL,131,51.91,1.54,1730,18,38.89,0.62,-2188,-0.251,-0.597
2018/07/26 01:01:25,3278_2017S_PL,128,41.41,0.72,-1366,3,66.67,2.49,2615,0.61,2.458
2018/07/26 01:01:28,3279_2015L_PL,58,56.9,1.59,2359,2,50.0,0.06,-8337,-0.121,-0.962
2018/07/26 01:01:29,3279_2015S_PL,48,33.33,0.65,-2439,1,100.0,-1,0,2.0,-2.538
2018/07/26 01:01:30,3279_2016L_PL,76,53.95,1.35,1729,5,60.0,3.06,2319,0.112,1.267
2018/07/26 01:01:31,3279_2016S_PL,65,35.38,0.53,-3570,1,100.0,-1,0,1.826,-2.887
2018/07/26 01:01:33,3279_2017L_PL,91,51.65,1.3,1417,13,53.85,0.38,-3150,0.043,-0.708
2018/07/26 01:01:41,3281_2016L_PL,66,43.94,1.32,1536,5,40.0,1.73,1661,-0.09,0.311
2018/07/26 01:01:41,3281_2016S_PL,82,31.71,0.36,-4335,1,100.0,-1,1107,2.154,-3.778
2018/07/26 01:01:43,3281_2017L_PL,83,46.99,1.36,1581,10,20.0,0.2,-3881,-0.574,-0.853
2018/07/26 01:01:44,3281_2017S_PL,98,35.71,0.37,-3788,6,66.67,1.0,-9,0.867,1.703
2018/07/26 01:01:48,3282_2016L_PL,100,51.0,1.29,1415,5,40.0,0.68,-993,-0.216,-0.473
2018/07/26 01:01:48,3282_2016S_PL,78,53.85,2.18,4726,5,60.0,1.4,554,0.114,-0.358
2018/07/26 01:01:50,3282_2017L_PL,132,50.76,1.18,783,19,47.37,0.88,-303,-0.067,-0.254
2018/07/26 01:01:51,3282_2017S_PL,112,55.36,1.94,3449,7,28.57,0.15,-2267,-0.484,-0.923
2018/07/26 01:01:55,3283_2016L_PL,80,52.5,1.36,1785,7,57.14,0.89,-117,0.088,-0.346
2018/07/26 01:01:56,3283_2016S_PL,90,41.11,0.65,-2471,7,14.29,0.18,-2842,-0.652,-0.723
2018/07/26 01:01:58,3283_2017L_PL,103,49.51,1.3,1319,13,38.46,0.98,-80,-0.223,-0.246
2018/07/26 01:01:59,3283_2017S_PL,130,39.23,0.57,-2628,7,57.14,2.44,2017,0.457,3.281
2018/07/26 01:02:02,3284_2016L_PL,93,49.46,1.07,532,9,77.78,2.44,7381,0.573,1.28
2018/07/26 01:02:05,3284_2017L_PL,145,55.17,1.43,2638,15,60.0,1.53,3621,0.088,0.07
2018/07/26 01:02:06,3284_2017S_PL,130,50.0,1.0,24,22,50.0,0.95,-447,0.0,-0.05
2018/07/26 01:02:13,3288_2017L_PL,135,59.26,1.73,4799,17,41.18,1.16,1178,-0.305,-0.329
2018/07/26 01:02:14,3288_2017S_PL,132,46.21,0.91,-736,17,35.29,1.11,937,-0.236,0.22
2018/07/26 01:02:18,3289_2017L_PL,117,53.85,1.41,2466,18,55.56,0.69,-1783,0.032,-0.511
2018/07/26 01:02:18,3289_2017S_PL,133,42.11,0.8,-1350,18,72.22,2.94,5455,0.715,2.675
2018/07/26 01:02:22,3290_2017L_PL,100,64.0,2.93,4102,14,35.71,0.45,-1546,-0.442,-0.846
2018/07/26 01:02:23,3290_2017S_PL,92,57.61,2.28,3048,11,63.64,0.41,-2162,0.105,-0.82
2018/07/26 01:02:27,3291_2017L_PL,122,54.1,1.05,385,25,56.0,1.34,1218,0.035,0.276
2018/07/26 01:02:28,3291_2017S_PL,119,45.38,1.08,618,16,50.0,1.1,687,0.102,0.019
2018/07/26 01:02:31,3292_2017L_PL,66,50.0,0.94,-337,7,71.43,1.73,791,0.429,0.84
2018/07/26 01:02:32,3292_2017S_PL,65,41.54,0.72,-1304,4,50.0,0.58,-1857,0.204,-0.194
2018/07/26 01:02:41,3295_2017L_PL,72,41.67,0.83,-716,12,16.67,0.34,-2191,-0.6,-0.59
2018/07/26 01:02:42,3295_2017S_PL,83,48.19,0.47,-3197,7,57.14,1.12,160,0.186,1.383
2018/07/26 01:02:45,3296_2017L_PL,68,51.47,1.4,1093,12,50.0,0.4,-2370,-0.029,-0.714
2018/07/26 01:02:46,3296_2017S_PL,63,49.21,1.06,246,8,75.0,2.29,2830,0.524,1.16
2018/07/26 01:02:51,3299_2017L_PL,108,59.26,1.85,5077,18,55.56,0.86,-588,-0.062,-0.535
2018/07/26 01:02:52,3299_2017S_PL,90,52.22,0.83,-1657,19,47.37,1.43,3621,-0.093,0.723
2018/07/26 01:02:56,3302_2013L_PL,201,52.74,1.55,3185,9,55.56,2.42,2857,0.053,0.561
2018/07/26 01:02:57,3302_2013S_PL,167,48.5,1.07,507,5,100.0,-1,19056,1.062,-1.935
2018/07/26 01:02:59,3302_2014L_PL,213,55.4,1.79,4283,9,66.67,0.63,-1964,0.203,-0.648
2018/07/26 01:03:02,3302_2015L_PL,217,55.76,1.57,3304,6,66.67,5.53,4515,0.196,2.522
2018/07/26 01:03:03,3302_2015S_PL,186,43.55,1.06,489,6,50.0,3.84,4657,0.148,2.623
2018/07/26 01:03:05,3302_2016L_PL,214,58.41,1.56,3130,9,55.56,2.59,7528,-0.049,0.66
2018/07/26 01:03:05,3302_2016S_PL,203,46.31,1.2,1591,6,83.33,7.96,11162,0.799,5.633
2018/07/26 01:03:07,3302_2017L_PL,224,53.12,1.37,2044,23,52.17,1.31,1250,-0.018,-0.044
2018/07/26 01:03:08,3302_2017S_PL,211,45.02,1.19,1261,10,20.0,0.56,-3595,-0.556,-0.529
2018/07/26 01:03:20,3313_2013L_PL,195,58.97,1.89,3090,7,14.29,0.15,-2923,-0.758,-0.921
2018/07/26 01:03:21,3313_2013S_PL,203,46.8,1.28,1341,3,33.33,0.37,-2805,-0.288,-0.711
2018/07/26 01:03:23,3313_2014L_PL,190,55.79,1.38,1245,5,40.0,0.26,-3721,-0.283,-0.812
2018/07/26 01:03:23,3313_2014S_PL,191,43.98,1.01,42,5,60.0,3.01,1763,0.364,1.98
2018/07/26 01:03:25,3313_2015L_PL,191,55.5,1.21,722,6,66.67,1.01,17,0.201,-0.165
2018/07/26 01:03:26,3313_2015S_PL,182,37.36,0.66,-1604,6,16.67,0.2,-1662,-0.554,-0.697
2018/07/26 01:03:28,3313_2016L_PL,191,57.07,1.25,845,8,62.5,1.22,305,0.095,-0.024
2018/07/26 01:03:29,3313_2016S_PL,180,35.0,0.64,-1786,9,33.33,0.53,-1725,-0.048,-0.172
2018/07/26 01:03:31,3313_2017L_PL,195,53.33,0.97,-120,16,37.5,0.89,-291,-0.297,-0.082
2018/07/26 01:03:32,3313_2017S_PL,179,33.52,0.59,-1917,14,57.14,1.36,960,0.705,1.305
2018/07/26 01:03:59,3321_2013L_PL,169,47.93,1.08,568,4,50.0,1.0,-16,0.043,-0.074
2018/07/26 01:04:00,3321_2013S_PL,178,38.2,0.64,-3262,5,60.0,5.98,7480,0.571,8.344
2018/07/26 01:04:02,3321_2014L_PL,171,49.12,1.23,1460,4,50.0,1.44,1842,0.018,0.171
2018/07/26 01:04:03,3321_2014S_PL,176,36.93,0.63,-3382,3,100.0,-1,16947,1.708,-2.587
2018/07/26 01:04:05,3321_2015L_PL,188,49.47,1.13,683,3,33.33,0.2,-2147,-0.326,-0.823
2018/07/26 01:04:07,3321_2016L_PL,205,50.24,0.97,-139,11,45.45,2.48,12572,-0.095,1.557
2018/07/26 01:04:08,3321_2016S_PL,186,38.71,0.76,-1778,5,20.0,0.19,-7747,-0.483,-0.75
2018/07/26 01:04:10,3321_2017L_PL,202,50.0,1.28,1360,19,73.68,1.0,-47,0.474,-0.219
2018/07/26 01:04:11,3321_2017S_PL,187,38.5,0.8,-1328,26,57.69,2.78,5466,0.498,2.475
2018/07/26 01:05:05,3349_2013L_PL,224,59.82,2.27,5254,9,44.44,0.65,-2258,-0.257,-0.714
2018/07/26 01:05:06,3349_2013S_PL,211,51.66,1.32,1852,4,75.0,21.51,15882,0.452,15.295
2018/07/26 01:05:08,3349_2014L_PL,229,58.95,2.37,5227,6,83.33,5.72,8416,0.414,1.414
2018/07/26 01:05:09,3349_2014S_PL,191,48.17,1.18,1148,6,50.0,0.62,-2208,0.038,-0.475
2018/07/26 01:05:11,3349_2015L_PL,222,60.36,2.22,5042,6,50.0,1.25,1018,-0.172,-0.437
2018/07/26 01:05:12,3349_2015S_PL,204,47.55,1.18,1164,6,83.33,8.11,10418,0.752,5.873
2018/07/26 01:05:14,3349_2016L_PL,219,59.82,2.14,4686,4,75.0,6.45,7669,0.254,2.014
2018/07/26 01:05:14,3349_2016S_PL,201,54.73,1.47,2780,5,20.0,0.7,-1011,-0.635,-0.524
2018/07/26 01:05:16,3349_2017L_PL,215,60.93,1.82,3279,17,64.71,3.2,6892,0.062,0.758
2018/07/26 01:05:17,3349_2017S_PL,206,50.49,1.12,705,18,55.56,0.98,-78,0.1,-0.125
2018/07/26 01:05:51,3360_2013L_PL,232,58.62,1.29,1912,6,33.33,1.45,1878,-0.431,0.124
2018/07/26 01:05:52,3360_2013S_PL,186,46.24,0.96,-386,6,66.67,0.78,-1407,0.442,-0.187
2018/07/26 01:05:54,3360_2014L_PL,223,53.81,1.17,1123,9,44.44,0.34,-5577,-0.174,-0.709
2018/07/26 01:05:55,3360_2014S_PL,193,45.08,0.9,-928,6,50.0,3.21,4129,0.109,2.567
2018/07/26 01:05:57,3360_2015L_PL,206,52.91,1.06,369,6,50.0,0.61,-2528,-0.055,-0.425
2018/07/26 01:05:58,3360_2015S_PL,197,49.24,1.03,193,7,28.57,0.54,-1991,-0.42,-0.476
2018/07/26 01:06:00,3360_2016L_PL,197,52.28,1.05,326,7,28.57,0.6,-2601,-0.454,-0.429
2018/07/26 01:06:01,3360_2016S_PL,197,51.78,1.17,1116,7,28.57,0.19,-6474,-0.448,-0.838
2018/07/26 01:06:03,3360_2017L_PL,186,46.77,0.8,-1282,14,42.86,0.46,-2584,-0.084,-0.425
2018/07/26 01:06:04,3360_2017S_PL,196,51.02,1.04,214,17,23.53,0.18,-5714,-0.539,-0.827
2018/07/26 01:06:17,3371_2013L_PL,134,60.45,2.23,4188,2,50.0,10.18,4955,-0.173,3.565
2018/07/26 01:06:18,3371_2013S_PL,128,46.88,0.86,-807,8,62.5,2.34,3243,0.333,1.721
2018/07/26 01:06:20,3371_2014L_PL,172,59.3,1.85,3529,5,80.0,1.07,394,0.349,-0.422
2018/07/26 01:06:20,3371_2014S_PL,171,46.2,0.92,-451,6,16.67,0.59,-2397,-0.639,-0.359
2018/07/26 01:06:22,3371_2015L_PL,171,54.39,1.36,1608,8,75.0,1.97,5022,0.379,0.449
2018/07/26 01:06:23,3371_2015S_PL,171,45.61,0.99,-47,7,57.14,1.39,2657,0.253,0.404
2018/07/26 01:06:25,3371_2016L_PL,196,54.08,1.38,1707,3,33.33,0.46,-4831,-0.384,-0.667
2018/07/26 01:06:26,3371_2016S_PL,195,43.08,1.06,327,5,40.0,0.64,-1977,-0.071,-0.396
2018/07/26 01:06:28,3371_2017L_PL,196,50.0,1.19,934,18,61.11,2.14,4207,0.222,0.798
2018/07/26 01:06:29,3371_2017S_PL,216,41.2,0.77,-1348,20,35.0,0.38,-5859,-0.15,-0.506
2018/07/26 01:06:55,3382_2013L_PL,218,51.83,1.34,1552,5,20.0,0.17,-9219,-0.614,-0.873
2018/07/26 01:06:56,3382_2013S_PL,193,40.93,0.58,-2793,5,40.0,0.43,-3748,-0.023,-0.259
2018/07/26 01:06:58,3382_2014L_PL,208,50.96,1.29,1425,9,22.22,0.32,-6387,-0.564,-0.752
2018/07/26 01:06:59,3382_2014S_PL,186,45.16,0.65,-2050,7,57.14,0.65,-1958,0.265,0.0
2018/07/26 01:07:01,3382_2015L_PL,200,52.5,1.32,1595,6,83.33,2.81,2432,0.587,1.129
2018/07/26 01:07:02,3382_2015S_PL,180,46.67,0.76,-1323,4,50.0,1.39,1496,0.071,0.829
2018/07/26 01:07:04,3382_2016L_PL,193,51.81,1.23,1402,6,50.0,0.49,-2355,-0.035,-0.602
2018/07/26 01:07:05,3382_2016S_PL,183,48.09,1.09,521,6,66.67,2.65,3029,0.386,1.431
2018/07/26 01:07:07,3382_2017L_PL,186,52.69,1.06,330,11,72.73,5.63,3847,0.38,4.311
2018/07/26 01:07:07,3382_2017S_PL,187,49.2,1.13,659,11,36.36,0.4,-5521,-0.261,-0.646
